grid,alt,average_lap_time,minimum_lap_time,PRCP,TAVG,TMAX,TMIN,country_CompletionStatus_1,nationality_CompletionStatus_1,binned_circuits_CompletionStatus_1,trackType_CompletionStatus_1,country_CompletionStatus_2,nationality_CompletionStatus_2,binned_circuits_CompletionStatus_2,trackType_CompletionStatus_2
2,678,76105.28467377793,70197,0.5927036758377936,63.41440360180229,69.65120565997503,57.17760154362956,0.2719298245614035,0.20183308836735953,0.24474959612277866,0.2372434830837493,0.7280701754385965,0.7981669116326402,0.7552504038772213,0.7627565169162507
15,285,135193.72832273258,106998,0.3008152578854537,62.98651585396054,69.8378797913722,56.702727874823324,0.23290126138613884,0.2679560523938886,0.25943175106024174,0.251376626692752,0.7670987386138611,0.7320439476061116,0.7405682489397581,0.748623373307248
6,401,111981.25070800389,107867,0.149710809319275,59.50481984467875,63.177912970917085,55.831726718440414,0.23008849557522126,0.22512712755375175,0.2775876817792985,0.2372434830837493,0.7699115044247787,0.7748728724462484,0.7224123182207014,0.7627565169162507
14,162,89189.01715610114,86768,0.0,71.0,80.0,62.0,0.27909887359199,0.23536919680396276,0.2534509202453988,0.2372434830837493,0.72090112640801,0.7646308031960373,0.7465490797546013,0.7627565169162507
16,22,100403.17032165466,95160,0.0,72.87052960116642,81.28991021286251,64.45114898947033,0.19385625204576648,0.26948822866749056,0.2532590388883254,0.2372434830837493,0.8061437479542335,0.7305117713325094,0.7467409611116745,0.7627565169162507
3,10,96066.13908405787,88106,0.0,72.0,78.0,66.0,0.35181236673773986,0.19733756069069316,0.2775876817792985,0.2870452528837622,0.6481876332622601,0.8026624393093066,0.7224123182207014,0.7129547471162379
7,7,101336.55006836509,97200,0.0,77.12605280331637,85.12605280331637,72.56302640165819,0.1771117166212534,0.2408376963350785,0.23568649249583104,0.2372434830837493,0.8228882833787466,0.7591623036649214,0.7643135075041689,0.7627565169162507
15,129,93941.0622112785,89977,0.0,79.53596799967309,89.37219199955771,70.64515199975001,0.16139926268718444,0.2413169175835531,0.21469806777536107,0.2372434830837493,0.8386007373128155,0.7586830824164469,0.7853019322246388,0.7627565169162507
3,382,118327.98643800712,114532,0.0,61.233045735025954,71.0357584174218,51.47965488203114,0.22954768222882904,0.20893538179830592,0.27596804732069097,0.2396997974776953,0.770452317771171,0.7910646182016942,0.724031952679309,0.7603002025223047
16,81,100094.40423719214,90669,0.0,64.01649091314538,68.41179293492414,58.90354747835145,0.2570008865243409,0.30997159333332364,0.2602661421265004,0.2513054404338245,0.7429991134756591,0.6900284066666764,0.7397338578734995,0.7486945595661755
17,162,88618.7527477775,86150,0.0,71.0,80.0,62.0,0.27909887359199,0.2324587203249633,0.2534509202453988,0.2372434830837493,0.72090112640801,0.7675412796750367,0.7465490797546013,0.7627565169162507
1,378,123555.90124242753,116216,1.302911613128161,65.83791724860694,71.45238989758538,61.391028049349906,0.2271291517844768,0.3331732833256877,0.2752470331634477,0.2372434830837493,0.7728708482155232,0.6668267166743123,0.7247529668365522,0.7627565169162507
12,10,98882.67105682386,88058,0.0,88.30733993258573,94.1604269602201,82.45425290495137,0.35181236673773986,0.2063694267515924,0.2775876817792985,0.2870452528837622,0.6481876332622601,0.7936305732484077,0.7224123182207014,0.7129547471162379
8,13,84923.86791954224,78952,0.02,71.0,81.0,62.0,0.3347368421052632,0.2270055295641876,0.2775876817792985,0.2870452528837622,0.6652631578947369,0.7729944704358125,0.7224123182207014,0.7129547471162379
19,10,126604.3352298165,114299,0.0,73.54429695499502,80.54429695499502,67.36233407436939,0.18081559533692948,0.2434296543408964,0.23939347008762088,0.2870452528837622,0.8191844046630705,0.7565703456591035,0.7606065299123791,0.7129547471162379
3,257,83586.21338496786,81481,0.0011109326328365664,76.88906736716343,85.11125389373075,68.61133420895429,0.22893966997791898,0.2937742585558364,0.2534509202453988,0.2372434830837493,0.7710603300220811,0.7062257414441637,0.7465490797546013,0.7627565169162507
16,12,81421.86146767689,76112,0.6358874356836358,67.74542862450474,84.18537159841519,64.43994297391043,0.3448486621140693,0.27950021563541183,0.2534509202453988,0.28450963187574474,0.6551513378859307,0.7204997843645882,0.7465490797546013,0.7154903681242554
16,17,97219.11003763648,93764,0.0,78.15703174686372,93.6529024955196,69.87879516338104,0.18822081942330987,0.2909888899113997,0.2473449362459241,0.2372434830837493,0.8117791805766902,0.7090111100886003,0.7526550637540759,0.7627565169162507
18,18,110193.11548228968,99400,2.46,80.0,92.0,74.0,0.2607594936708861,0.3171835974568802,0.23568649249583104,0.2372434830837493,0.739240506329114,0.6828164025431198,0.7643135075041689,0.7627565169162507
16,125,123632.50168731101,114277,0.38735861183778014,77.9474963673333,84.38610707481477,73.22819101359256,0.22220131985285865,0.3048771445951967,0.2539670709599668,0.27306616272666245,0.7777986801471413,0.6951228554048033,0.7460329290400332,0.7269338372733376
1,397,123533.70274843214,115965,1.3667636996181072,65.17264739628556,70.20142196233314,61.1342813082221,0.2299833246360775,0.33594157685417303,0.27727271455776514,0.23772115785521514,0.7700166753639225,0.6640584231458269,0.7227272854422347,0.7622788421447848
12,123,110956.82356352702,101108,0.05686146226018159,56.098488208936445,62.20310613359706,49.94156132194552,0.1628983809680662,0.26095837985736703,0.21361058601134214,0.2398485619842008,0.8371016190319338,0.739041620142633,0.7863894139886578,0.7601514380157992
3,127,87369.3991999002,84442,0.0264918370189606,63.92346915086617,71.50816298103939,55.45571408672758,0.22083695158383043,0.2371807952301825,0.2534509202453988,0.2372434830837493,0.7791630484161696,0.7628192047698175,0.7465490797546013,0.7627565169162507
10,753,76716.34096013736,71094,0.185605445171482,69.3484936404074,75.3484936404074,63.3484936404074,0.264378407930613,0.17195745433198628,0.2679131936731753,0.2372434830837493,0.735621592069387,0.8280425456680136,0.7320868063268247,0.7627565169162507
5,678,77616.98146029163,68575,0.0,70.0,80.0,60.0,0.2719298245614035,0.09875636791217242,0.24474959612277866,0.2372434830837493,0.7280701754385965,0.9012436320878274,0.7552504038772213,0.7627565169162507
10,785,77161.83009912528,72041,0.0,72.0,78.0,66.0,0.2612244897959184,0.24690426683920716,0.2775876817792985,0.2372434830837493,0.7387755102040816,0.7530957331607927,0.7224123182207014,0.7627565169162507
10,100,110774.87315492259,101662,0.045992458976605116,59.90263935818821,66.36955739230137,53.202262307018465,0.17375536604826292,0.25711233428311,0.21361058601134214,0.24887015530893844,0.8262446339517371,0.74288766571689,0.7863894139886578,0.7511298446910616
14,7,101296.08319535811,95672,0.0,79.39728179186734,87.39728179186734,72.0,0.1771117166212534,0.23260094461897987,0.23568649249583104,0.2372434830837493,0.8228882833787466,0.7673990553810202,0.7643135075041689,0.7627565169162507
8,26,97555.20139427792,88842,0.0,70.48542493055676,76.14885269290271,64.65371104938379,0.32957917933245695,0.2249704249579959,0.27352579985970504,0.278664306333401,0.670420820667543,0.7750295750420042,0.7264742001402948,0.7213356936665991
17,401,116559.28138933139,107571,0.005481208417325495,61.90864652637791,68.78684189488179,55.03045115787403,0.23008849557522126,0.3144466385651588,0.2775876817792985,0.2372434830837493,0.7699115044247787,0.6855533614348412,0.7224123182207014,0.7627565169162507
15,785,77575.68866050952,72804,0.0,71.48272612523202,77.61204459392401,65.35340765654003,0.2612244897959184,0.26985579755721695,0.2775876817792985,0.2372434830837493,0.7387755102040816,0.730144202442783,0.7224123182207014,0.7627565169162507
9,6,102408.54907138823,98190,0.0,68.36972511663718,76.36972511663718,62.88821137246904,0.16612884748180107,0.2408376963350785,0.23568649249583104,0.2612237197263534,0.833871152518199,0.7591623036649214,0.7643135075041689,0.7387762802736466
4,205,83804.82270273787,81503,0.1575649062729381,71.28411874902231,78.5092093739095,64.57563437421032,0.24227112653102523,0.3101847966565316,0.2512033410325609,0.2372434830837493,0.7577288734689748,0.6898152033434685,0.7487966589674391,0.7627565169162507
7,678,77587.41965444155,68682,0.0,70.0,80.0,60.0,0.2719298245614035,0.11356608103969036,0.24474959612277866,0.2372434830837493,0.7280701754385965,0.8864339189603095,0.7552504038772213,0.7627565169162507
3,108,87153.86616663885,84333,0.0354958411193636,60.914719706768494,67.89576853049483,52.962097647452666,0.2202598376728227,0.2419798175911533,0.2533684700817677,0.2372434830837493,0.7797401623271772,0.7580201824088466,0.7466315299182323,0.7627565169162507
7,7,101382.70308604394,97277,0.0,77.20585358652838,85.20585358652838,72.60292679326419,0.1771117166212534,0.2408376963350785,0.23568649249583104,0.2372434830837493,0.8228882833787466,0.7591623036649214,0.7643135075041689,0.7627565169162507
18,162,88366.10003252036,85873,0.0,71.05033682347809,80.0604041881737,62.040269458782475,0.2789322474076747,0.23117219147025103,0.2534509202453988,0.2372434830837493,0.7210677525923253,0.768827808529749,0.7465490797546013,0.7627565169162507
6,8,155447.31391649746,108575,0.7450513728267062,68.8913640391697,76.1086359608303,62.782728078339396,0.23317765995713252,0.20731912696608978,0.2326195468440329,0.2722480839881825,0.7668223400428675,0.7926808730339102,0.767380453155967,0.7277519160118175
4,15,95059.79593000168,88001,0.0,71.4884970057199,77.37482967365767,65.54533067175103,0.34430376438475574,0.16053595144282562,0.276215901135208,0.2842148357311895,0.6556962356152443,0.8394640485571743,0.7237840988647919,0.7157851642688106
17,5,127483.575270061,116023,0.0,70.05461556237618,79.16934941325201,61.87976342300073,0.15966212192074347,0.22358527629162273,0.23568649249583104,0.2753433097249164,0.8403378780792565,0.776414723708377,0.7643135075041689,0.7246566902750837
9,36,121166.01669587442,112465,0.0,83.77134902914068,89.96793318447817,78.52561883496881,0.21966239178075272,0.2558373509946691,0.24636345795570044,0.2845976931711503,0.7803376082192472,0.7441626490053309,0.7536365420442995,0.7154023068288498
10,785,78951.5639942986,73795,0.0,68.94214805840464,75.70661104380348,62.1776850730058,0.2612244897959184,0.22587544142505078,0.2775876817792985,0.2372434830837493,0.7387755102040816,0.7741245585749491,0.7224123182207014,0.7627565169162507
16,10,99030.49079330888,89129,0.0,94.2,100.0,88.4,0.35181236673773986,0.24550243761342602,0.2775876817792985,0.2870452528837622,0.6481876332622601,0.754497562386574,0.7224123182207014,0.7129547471162379
15,134,115886.41714992732,105259,0.006639826643450814,69.96779197214097,76.96779197214097,61.63982664345082,0.20582649699224367,0.2459481474376891,0.24169392762512348,0.2372434830837493,0.7941735030077562,0.7540518525623108,0.7583060723748765,0.7627565169162507
6,54,100297.98251180844,78203,0.14904885037113147,65.95561301731946,77.47780650865974,52.930249027216306,0.32168619026042944,0.2776701877122931,0.24462502846681847,0.2623022644332967,0.6783138097395706,0.7223298122877069,0.7553749715331816,0.7376977355667034
7,16,105897.57128307306,100816,0.0,79.88143112785626,86.56184002152948,72.88143112785626,0.24739295086635196,0.18650008406102395,0.23568649249583104,0.2372434830837493,0.7526070491336481,0.8134999159389761,0.7643135075041689,0.7627565169162507
8,9,115731.14829635673,104853,0.00495500113925208,78.54049897467313,85.54049897467313,70.04499886074792,0.2064510316577411,0.2079532125354005,0.2342349923558397,0.2623684702741788,0.7935489683422589,0.7920467874645994,0.7657650076441603,0.7376315297258212
18,37,152547.36833717223,117383,0.0,72.81286401826212,78.43144537797406,67.20142933536246,0.20899610614732472,0.2703685139425463,0.2691475530710331,0.2372434830837493,0.7910038938526753,0.7296314860574536,0.7308524469289668,0.7627565169162507
10,501,107083.31744357536,92354,0.2434497644313232,68.4879298619323,76.65057314924307,61.081321643655386,0.23815622217547927,0.22122991753273058,0.2235294117647059,0.2372434830837493,0.7618437778245207,0.7787700824672693,0.7764705882352941,0.7627565169162507
12,57,84868.38431798057,78618,0.12969406993141985,71.99721881755836,81.99721881755836,62.49860940877918,0.3131429308679092,0.1896735685556117,0.2566953545635242,0.2622136218876209,0.6868570691320909,0.8103264314443883,0.7433046454364757,0.7377863781123791
6,577,109386.99221409696,92000,0.5228326219729325,61.9729532904639,67.95942993569584,59.91885987139169,0.21708317262205565,0.2410751186295885,0.22393405093908558,0.2372434830837493,0.7829168273779443,0.7589248813704115,0.7760659490609144,0.7627565169162507
8,18,120364.52257733181,111529,0.0,85.0,90.67945659635906,80.0,0.2191235059760956,0.24267645753316466,0.24474959612277866,0.2870452528837622,0.7808764940239044,0.7573235424668353,0.7552504038772213,0.7129547471162379
16,246,90075.62332344375,86794,0.0,83.3543766160818,94.82525193929816,71.88350129286543,0.2382031139295245,0.24061645819578925,0.2534509202453988,0.2372434830837493,0.7617968860704755,0.7593835418042107,0.7465490797546013,0.7627565169162507
11,54,98339.55903312204,89426,0.0,67.99493215722003,73.10491708104671,62.43993969530669,0.2930200191572847,0.25555699180735425,0.2668466409517129,0.2648830899126997,0.7069799808427153,0.7444430081926457,0.733153359048287,0.7351169100873003
11,193,126613.92588305165,119643,0.6533646366118399,72.89821047161044,83.69023148412475,64.6858315534182,0.20219371222279325,0.32689133598070635,0.25552472098119094,0.2372434830837493,0.7978062877772067,0.6731086640192936,0.744475279018809,0.7627565169162507
3,678,77625.37657909728,68455,0.010100731807506473,69.88776964658327,79.8236380160594,59.95190127710711,0.2719298245614035,0.08236897425486797,0.24474959612277866,0.2372434830837493,0.7280701754385965,0.9176310257451319,0.7552504038772213,0.7627565169162507
18,237,89643.42826259052,86418,0.0,82.13590322589204,93.36308387107043,70.90872258071363,0.24223653434957595,0.2383394162248644,0.2534509202453988,0.2372434830837493,0.7577634656504241,0.7616605837751356,0.7465490797546013,0.7627565169162507
8,21,156851.08109472468,111100,0.48297802652763555,69.63308105699726,75.36691894300274,64.26616211399451,0.22750069130141382,0.20810938636625959,0.2484371804047918,0.25993514392864914,0.7724993086985862,0.7918906136337404,0.7515628195952081,0.7400648560713509
4,19,110695.08242424067,101108,0.00807169927563036,52.40358496378152,63.59641503621848,41.21075489134456,0.11984174478111265,0.21386259219671963,0.21361058601134214,0.2372434830837493,0.8801582552188874,0.7861374078032805,0.7863894139886578,0.7627565169162507
20,377,110342.40726529676,93421,0.3416577265842739,63.42145112011869,69.77681390014835,59.64463721997033,0.19474454676299485,0.34556797957263513,0.22784958577036368,0.25494117845027964,0.8052554532370051,0.6544320204273648,0.7721504142296364,0.7450588215497204
9,1,113501.55138973655,104063,0.006412361510608679,74.71752769787827,82.0762915468174,65.71752769787827,0.20292955323472314,0.22078500321345806,0.21997089566047254,0.25511055770118257,0.7970704467652768,0.7792149967865418,0.7800291043395274,0.7448894422988175
16,137,109022.60862256886,95102,0.12157681316751556,65.08243914590554,71.85304893238192,59.229390213523615,0.16869366499272684,0.2922796621964013,0.23289777715109442,0.27562121427548336,0.8313063350072731,0.7077203378035987,0.7671022228489056,0.7243787857245166
5,347,110678.97465610472,107188,0.2867472676613981,62.188554748327476,65.88171882405084,58.77265630289346,0.23434050238452017,0.20678396370629376,0.2717788019510216,0.2372434830837493,0.7656594976154798,0.7932160362937063,0.7282211980489783,0.7627565169162507
8,7,101295.18366534653,97131,0.0,77.05452830664066,85.05452830664066,72.52726415332033,0.1771117166212534,0.2408376963350785,0.23568649249583104,0.2372434830837493,0.8228882833787466,0.7591623036649214,0.7643135075041689,0.7627565169162507
15,14,86122.65858816587,80011,0.18042027373864628,52.0,59.96261880180244,43.07476239639512,0.33276939910277953,0.32913028622044266,0.25119427273434153,0.27412939797688807,0.6672306008972204,0.6708697137795574,0.7488057272656585,0.7258706020231119
7,147,84132.86542343198,80489,0.009282352535925196,74.75117661242618,83.6794118660187,66.28705898562993,0.2783130714062988,0.2255623899349756,0.26465321672705955,0.2603573622935849,0.7216869285937013,0.7744376100650244,0.7353467832729405,0.7396426377064151
6,12,104633.0019649205,78934,0.18210022281674287,57.214703697875066,71.5005851770251,42.0,0.33862559557352173,0.28114666532495103,0.25189747606742835,0.2781541613374382,0.6613744044264782,0.718853334675049,0.7481025239325717,0.7218458386625618
16,307,127529.66134241421,104257,0.0,64.80655179331275,70.80655179331275,58.80655179331274,0.21748481726702382,0.25811856037505326,0.267618991328741,0.2372434830837493,0.7825151827329762,0.7418814396249468,0.7323810086712589,0.7627565169162507
21,7,86824.0884340453,79266,0.02562661186005334,52.58311841865955,61.72889802332444,41.58311841865955,0.3515625,0.27033157792216356,0.2534509202453988,0.2870452528837622,0.6484375,0.7296684220778364,0.7465490797546013,0.7129547471162379
13,91,110174.82357665926,101504,0.363376644496331,64.20356112516959,70.88530639370067,58.20356112516959,0.1941901475577601,0.24410178725792472,0.2211356584085096,0.2372434830837493,0.8058098524422399,0.7558982127420752,0.7788643415914903,0.7627565169162507
11,94,85371.35875537753,82773,0.31678284876223656,54.98186933462132,63.46071689167953,47.01208711025245,0.2498964876402669,0.3397374348661567,0.24907396471808563,0.2372434830837493,0.750103512359733,0.6602625651338433,0.7509260352819144,0.7627565169162507
5,13,84924.74916571751,78552,0.02,71.0,81.0,62.0,0.3347368421052632,0.28534737495616713,0.2775876817792985,0.2870452528837622,0.6652631578947369,0.714652625043833,0.7224123182207014,0.7129547471162379
12,76,81235.74117870755,76572,0.21135676395587316,64.57728928325278,74.04732570640891,57.470036423156124,0.2612949872524527,0.28808485631852115,0.2534509202453988,0.2529538426422658,0.7387050127475473,0.7119151436814789,0.7465490797546013,0.7470461573577342
13,7,106646.80823727715,103662,0.15935403591727368,64.52256289922394,70.85804508010241,58.52256289922394,0.17215985420587016,0.29886222922494865,0.23568649249583104,0.27869144971170423,0.8278401457941299,0.7011377707750513,0.7643135075041689,0.7213085502882958
15,56,100255.1220824999,90734,0.0,64.91541472324865,69.66029822673423,59.702590865109904,0.2899902409913395,0.3038432790237041,0.26629311702694686,0.26374099506118936,0.7100097590086605,0.696156720976296,0.7337068829730531,0.7362590049388106
15,7,101626.36564008528,97129,0.0,78.76875120059536,86.76875120059536,72.61562439970231,0.1771117166212534,0.268827653720251,0.23568649249583104,0.2372434830837493,0.8228882833787466,0.731172346279749,0.7643135075041689,0.7627565169162507
6,257,123611.47489828456,117480,0.8766873415042461,70.47078976625819,79.4827022615142,63.553035224253826,0.2107668408985086,0.3122556314901386,0.26230550861089574,0.2372434830837493,0.7892331591014914,0.6877443685098613,0.7376944913891041,0.7627565169162507
18,149,88565.94544849228,85883,0.0071939637405105126,68.6020120864965,77.1224145037958,59.84181087784685,0.26485436883405444,0.2519305456134784,0.2534509202453988,0.2372434830837493,0.7351456311659456,0.7480694543865216,0.7465490797546013,0.7627565169162507
8,535,79201.15370392844,74686,0.11244991222353004,68.0,76.606427317479,60.0361436095126,0.2902487792756251,0.2583384889572652,0.2698328911625919,0.2532440677768576,0.7097512207243749,0.7416615110427346,0.730167108837408,0.7467559322231424
17,60,112990.51478724874,97365,0.0,66.37240743397948,71.88277769806159,60.48962973591787,0.17889508428381243,0.2964813990790277,0.24230209745016124,0.2684987035849032,0.8211049157161876,0.7035186009209723,0.7576979025498388,0.7315012964150969
21,94,98950.63059842907,94880,0.0212221607305123,73.63335178084631,81.63335178084631,65.63335178084631,0.16483936338345925,0.2662001472648866,0.2200698779729783,0.2372434830837493,0.8351606366165407,0.7337998527351134,0.7799301220270216,0.7627565169162507
8,18,108295.02081349664,101052,0.95,82.0,90.0,76.0,0.2607594936708861,0.23312608580154354,0.23568649249583104,0.2372434830837493,0.739240506329114,0.7668739141984564,0.7643135075041689,0.7627565169162507
12,8,97082.04392769844,92119,0.0,76.73228670194183,89.4694598309342,69.81826684992754,0.2500815004161382,0.2862839938914319,0.25318797701076834,0.25804491898273696,0.7499184995838618,0.7137160061085681,0.7468120229892317,0.741955081017263
13,106,168262.9391980864,103476,0.0,78.65870601952562,85.42647584646153,71.89093619258973,0.25363676247508105,0.2956943744078483,0.24541721293472243,0.2372434830837493,0.746363237524919,0.7043056255921518,0.7545827870652775,0.7627565169162507
16,258,147477.05631615553,105584,0.0,69.5790951941652,75.95209933304196,63.20609105528846,0.2415289048083851,0.29397931775131736,0.26195836475270706,0.2372434830837493,0.7584710951916149,0.7060206822486828,0.7380416352472928,0.7627565169162507
13,11,100578.71942255928,96051,0.001162801406755707,75.80619976554071,83.80619976554071,71.65115957797329,0.17643929170701775,0.24238282909443057,0.23483082932531202,0.2372434830837493,0.8235607082929823,0.7576171709055693,0.7651691706746879,0.7627565169162507
6,11,85343.95601336569,78288,0.01529571184659027,67.47178388494271,77.47178388494271,58.00135506960173,0.33869447926064,0.2728846882756167,0.2719103677120185,0.2870452528837622,0.6613055207393601,0.7271153117243834,0.7280896322879814,0.7129547471162379
15,149,88085.61020768144,85519,0.006959016842575384,68.68032771914154,77.21639326296985,59.91229494722739,0.2653195786024403,0.23338927652224137,0.2534509202453988,0.2372434830837493,0.7346804213975596,0.7666107234777587,0.7465490797546013,0.7627565169162507
15,29,99607.95585477959,88425,0.0,88.15408186523396,93.60527889592053,82.50910540715104,0.3262111207489383,0.22778825087422983,0.27291047395005724,0.277394694448591,0.6737888792510617,0.7722117491257703,0.7270895260499427,0.722605305551409
17,218,120070.70741592343,114778,0.15276776671166234,69.8490990040496,77.94552878122744,61.32499155975515,0.22487033865160866,0.2336359770405644,0.2619602812717398,0.2609437745925365,0.7751296613483913,0.7663640229594356,0.7380397187282601,0.7390562254074635
3,18,117121.42162231442,107606,0.0,83.95963875833382,90.0,77.39909689583456,0.2191235059760956,0.20780417265961554,0.24474959612277866,0.2870452528837622,0.7808764940239044,0.7921958273403845,0.7552504038772213,0.7129547471162379
18,18,119001.52986768486,112212,0.19755002074849384,84.36274186855324,90.0,77.45096747421299,0.2191235059760956,0.21887251126610316,0.24474959612277866,0.2870452528837622,0.7808764940239044,0.7811274887338969,0.7552504038772213,0.7129547471162379
4,-2,158360.05132091258,104973,0.87759683906963,70.75325525932634,79.40909835191054,63.75325525932634,0.24357226157064493,0.22191393941033186,0.2174093738633931,0.2784754413446594,0.7564277384293551,0.7780860605896682,0.7825906261366068,0.7215245586553407
11,100,84857.2183987601,77780,0.2348250251746173,72.48250251746174,82.457859780198,62.45785978019801,0.29291043603099287,0.2332762074936951,0.2361242566215041,0.23847073501219962,0.7070895639690071,0.766723792506305,0.7638757433784958,0.7615292649878004
7,16,156279.20556716857,110071,0.5897431194132304,69.33091569977388,75.66908430022612,63.66183139954775,0.2298134106007841,0.20778744550712863,0.2419932930725121,0.264951267115975,0.7701865893992159,0.7922125544928713,0.7580067069274878,0.7350487328840251
3,2,110625.89965846112,101106,0.030840853161770987,52.35103410102829,64.35103410102829,40.42625569410578,0.11548083633965422,0.2071575151389713,0.21388735015374097,0.2372434830837493,0.8845191636603458,0.7928424848610288,0.786112649846259,0.7627565169162507
16,60,100227.24458983922,90723,0.0,64.75949089369077,69.4437373523483,59.5639919055029,0.28426803581074056,0.3049062726001902,0.2652477013904216,0.26158397209841777,0.7157319641892594,0.6950937273998098,0.7347522986095784,0.7384160279015822
6,7,80671.82243693329,77066,0.16785454618095452,60.59129658299769,68.53621462888376,56.76810731444188,0.3515625,0.2927913702210105,0.2534509202453988,0.2870452528837622,0.6484375,0.7072086297789895,0.7465490797546013,0.7129547471162379
6,4,110349.49101417778,100732,0.4501331637281569,57.12346690422292,69.12346690422292,46.22135266941355,0.14055709533556227,0.21787185559970257,0.2176500565918421,0.2372434830837493,0.8594429046644377,0.7821281444002974,0.7823499434081579,0.7627565169162507
7,44,105826.28244223706,99756,0.0,70.07918578666633,77.77474555833322,60.62867690333278,0.19577914366077354,0.24604043770861211,0.23027677200104296,0.2372434830837493,0.8042208563392265,0.7539595622913878,0.769723227998957,0.7627565169162507
9,5,106374.85345940279,101882,0.0,67.01808162288286,72.55515226727648,60.55515226727649,0.1648616475890457,0.28168928321598885,0.23568649249583104,0.26399055168218527,0.8351383524109544,0.718310716784011,0.7643135075041689,0.7360094483178148
13,248,105532.18459459722,98858,0.0,74.0,81.83612462541589,64.16387537458411,0.22191445626778472,0.26237676538736215,0.22879069328888843,0.2372434830837493,0.7780855437322153,0.7376232346126379,0.7712093067111115,0.7627565169162507
17,7,126726.17885000243,121594,0.0,80.0,96.0,68.0,0.1771117166212534,0.29505937247868413,0.23568649249583104,0.2372434830837493,0.8228882833787466,0.7049406275213158,0.7643135075041689,0.7627565169162507
9,194,93512.02904633143,89029,0.0,75.54861640307192,88.12916984184315,61.387509525529445,0.15942028985507245,0.20956576463184395,0.2235294117647059,0.2372434830837493,0.8405797101449275,0.7904342353681558,0.7764705882352941,0.7627565169162507
13,401,115082.78584152754,107666,0.051997795661232575,61.13337007231279,66.97786350206317,55.2888766425624,0.23008849557522126,0.2856395226849049,0.2775876817792985,0.2372434830837493,0.7699115044247787,0.7143604773150951,0.7224123182207014,0.7627565169162507
15,262,121931.36943508427,117660,0.0064802140576444255,65.09550766741782,77.20737923283116,55.03957188471115,0.2114418033918758,0.26220841486173285,0.2628393600785056,0.2372434830837493,0.7885581966081242,0.7377915851382671,0.7371606399214943,0.7627565169162507
5,163,91089.99858601512,88721,0.0,71.22563010519504,80.33844515779256,62.07521003506501,0.2745983583522976,0.20956576463184395,0.2523257213943833,0.2372434830837493,0.7254016416477023,0.7904342353681558,0.7476742786056167,0.7627565169162507
5,162,90933.59259276815,88635,0.0,71.0,80.0,62.0,0.27909887359199,0.21178521509799958,0.2534509202453988,0.2372434830837493,0.72090112640801,0.7882147849020003,0.7465490797546013,0.7627565169162507
4,21,95102.00529334562,88066,0.0,72.0,78.50869113941661,65.30054968330215,0.33957884863721816,0.15813175892435516,0.2741503114082217,0.2838785380056956,0.6604211513627818,0.8418682410756447,0.7258496885917782,0.7161214619943044
18,415,104721.12121104817,98320,0.0,73.39125412680175,83.31516089265197,61.6195338292511,0.25222460976218913,0.27736567566684617,0.22399194756003155,0.2391382719489822,0.7477753902378109,0.7226343243331538,0.7760080524399685,0.7608617280510178
14,2,134563.11712912243,112598,0.2500100799786201,67.23585856601757,74.7075756980527,60.23585856601757,0.17451511984150536,0.20881188096290018,0.2304797008488616,0.2870452528837622,0.8254848801584946,0.7911881190370996,0.7695202991511384,0.7129547471162379
2,678,76059.26472861138,70267,0.6076576306693926,63.24824854811786,69.39010486132807,57.10639223490765,0.2719298245614035,0.20838126578108881,0.24474959612277866,0.2372434830837493,0.7280701754385965,0.7916187342189109,0.7552504038772213,0.7627565169162507
7,68,110520.45010382262,102437,0.030794224473954374,65.22202143411597,72.19554728498416,57.76173265781369,0.18893679537858094,0.2517343708194531,0.21361058601134214,0.26148513824339886,0.811063204621419,0.748265629180547,0.7863894139886578,0.7385148617566011
15,401,121009.26261722234,116339,0.037803215295784925,57.1623545418732,67.06088295320245,48.26382613054395,0.23008849557522126,0.25998853010317,0.2775876817792985,0.2372434830837493,0.7699115044247787,0.74001146989683,0.7224123182207014,0.7627565169162507
12,16,108700.39900490774,102484,0.8865419129784924,79.99606040984713,88.26325235520085,73.59527249181656,0.2509319648407731,0.20915986796466843,0.23421186639607172,0.2372434830837493,0.7490680351592269,0.7908401320353315,0.7657881336039283,0.7627565169162507
5,401,122777.11843606575,116094,0.9732373391042596,62.624743586010275,69.10927884475386,57.1402083272667,0.23008849557522126,0.3136308027101255,0.2775876817792985,0.2372434830837493,0.7699115044247787,0.6863691972898744,0.7224123182207014,0.7627565169162507
19,7,129304.26608066731,122895,0.0,80.0,96.0,68.0,0.1771117166212534,0.3172525719310194,0.23568649249583104,0.2372434830837493,0.8228882833787466,0.6827474280689806,0.7643135075041689,0.7627565169162507
11,98,93574.548327944,88205,0.0,63.95880026007671,68.1718669845382,58.852266897845965,0.23377166714617278,0.24734079314893886,0.25602229060496684,0.24254903306558626,0.7662283328538272,0.7526592068510611,0.7439777093950332,0.7574509669344137
7,-3,146587.1357462986,108178,0.7573408018275185,67.71447245455427,76.14341736366279,60.71447245455426,0.21553105189177182,0.20728206926095585,0.2199138654033479,0.2870452528837622,0.7844689481082282,0.7927179307390442,0.7800861345966521,0.7129547471162379
11,104,93458.51977423893,88220,0.0,63.37057522471944,67.45292527465709,58.329400199750616,0.22513682446888986,0.2541220464724947,0.25444475200422373,0.2392940721987566,0.7748631755311102,0.7458779535275053,0.7455552479957763,0.7607059278012434
