grid,trackType,year,TAVG,isHistoric,oneHot_circuits_1,oneHot_circuits_2,oneHot_circuits_3,oneHot_circuits_4,oneHot_circuits_5,oneHot_circuits_6,alt_trans,PRCP_trans,normalized_minLapTime,normalized_avgLapTime
2,0,1998,61.0,0,0,0,0,1,0,0,3.80666248977032,0.0,0.9835116033596292,-0.0235614869845665
9,0,2000,80.0,0,1,0,0,0,0,0,5.605802066295998,0.0,0.9941172500936633,-0.0058426340963628745
12,0,2003,62.0,0,0,0,0,0,1,0,6.530877627725885,0.0,0.9966252214278272,0.002841167284546559
9,0,2001,79.0,0,1,0,0,0,0,0,5.605802066295998,0.0,0.9889046427829604,-0.02591592632166528
7,0,2000,77.0,0,0,1,0,0,0,0,6.6758232216348485,0.0,0.9750685412069668,-0.023531235203644738
18,0,2011,70.0,0,0,0,0,0,0,1,5.308267697401205,0.0,0.9937010394885596,-0.008886755649686967
15,1,1998,58.0,1,1,0,0,0,0,0,2.7080502011022096,0.0,1.0156982275993165,0.010600421315318279
18,0,1997,71.0,0,0,0,1,0,0,0,4.709530201312334,0.009950330853168092,0.9956267993389354,-0.07522734348106297
6,0,2017,80.0,0,0,0,1,0,0,0,2.7080502011022096,0.0,1.0148710899646525,-0.0248023681967338
18,1,1997,56.0,1,0,1,0,0,0,0,3.0445224377234235,0.06765864847381486,1.0084081041410635,0.004951062821495753
19,1,2018,84.0,0,0,0,0,1,0,0,3.258096538021482,0.0,1.0111439313916546,0.0244505083611189
8,0,2018,69.0,1,1,0,0,0,0,0,5.081404364984463,0.0,0.9715346152500188,-0.03959801547302977
3,0,2020,79.0,0,0,0,0,0,1,0,2.302585092994046,0.0,0.9837151419947472,-0.015981726748425417
14,0,2003,78.0,0,1,0,0,0,0,0,5.605802066295998,0.0,0.9910110208675188,-0.0031891921687290945
1,1,2016,59.0,0,0,0,0,0,1,0,0.0,0.6043159668533296,0.985868158361062,-0.018279190942542142
15,0,2020,70.0,0,0,0,0,1,0,0,6.530877627725885,0.0,1.0185297280958006,-0.006662837458486206
17,0,1998,63.0,1,0,0,1,0,0,0,6.373319789577013,0.058268908123975824,1.0316181758600895,0.024355313516543683
16,0,2018,80.0,0,0,0,0,1,0,0,2.3978952727983707,0.0,1.011951865328445,-0.008752421385407234
14,0,1997,71.0,0,0,0,1,0,0,0,4.709530201312334,0.009950330853168092,0.9956267993389354,-0.07319286851462488
16,1,2007,65.0,1,0,1,0,0,0,0,3.0445224377234235,0.0,1.0250567512040687,-0.0716310451063827
3,0,2004,77.0,0,0,1,0,0,0,0,6.6758232216348485,0.0,0.9761886736086528,-0.03335815966494212
18,0,2016,70.0,1,0,1,0,0,0,0,6.013715156042802,0.0,0.9820931162861468,0.017235458307073827
2,0,2003,75.0,0,0,1,0,0,0,0,3.970291913552122,0.0,0.9868225586185536,0.040870104857303836
22,0,2016,71.0,0,0,0,1,0,0,0,2.7080502011022096,0.0,1.00566964935506,0.0049661776197952616
2,0,2010,63.0,1,1,0,0,0,0,0,5.081404364984463,0.0,0.9773425285896816,-0.020113153535251102
8,0,2002,71.0,1,1,0,0,0,0,0,5.135798437050261,0.0,1.0215900197946877,0.007098722374908912
5,0,2011,62.0,0,0,0,0,0,0,1,2.079441541679836,0.0,0.9808008883765584,-0.0152151577941812
11,0,1996,64.0,1,1,0,0,0,0,0,5.135798437050261,0.0,1.0379224747848141,-0.005963810236864332
19,0,2002,69.0,0,0,1,0,0,0,0,3.970291913552122,0.0,1.019457619134289,-0.014881464989808869
4,1,2008,76.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9658805607281452,-0.03734207230936789
22,0,1998,73.0,0,0,0,0,0,1,0,6.530877627725885,0.0,0.9747512527026612,-0.020793077126236625
18,1,2010,75.0,0,0,0,0,0,1,0,2.4849066497880004,0.0,0.9869389293293928,-0.011605408604554876
0,0,2020,65.5,0,1,0,0,0,0,0,5.605802066295998,0.27763173659827955,1.0058876871032718,-0.0066808601602290464
8,1,1998,58.0,1,1,0,0,0,0,0,2.7080502011022096,0.0,0.9978951050261392,-0.009956462697054854
12,0,2007,85.0,0,0,0,1,0,0,0,3.258096538021482,0.9516578757114464,0.995977729968601,-0.009286311848874984
9,1,2016,66.6,0,0,1,0,0,0,0,2.8903717578961645,0.0,1.0078043047816885,0.004570296566208019
8,0,2019,62.0,1,0,1,0,0,0,0,6.013715156042802,0.0,0.9636495667022752,-0.0288486567920676
2,0,1999,74.0,0,0,1,0,0,0,0,6.6758232216348485,0.0,0.9891958251494772,-0.005963810236864332
13,0,1999,75.0,1,1,0,0,0,0,0,5.135798437050261,0.0,0.9775638563881992,-0.01990905715846964
22,0,2012,74.0,0,0,1,0,0,0,0,6.6758232216348485,0.0,1.0027975623917709,0.008342541997884886
6,1,2000,72.0,1,0,1,0,0,0,0,3.0445224377234235,0.0,0.9994556298869912,0.0062840546762986255
19,0,2013,86.0,0,1,0,0,0,0,0,5.605802066295998,0.0,1.015457986047351,0.015167951498986832
8,1,2007,80.0,0,0,0,1,0,0,0,2.5649493574615367,0.2700271372130602,0.9858409570978834,-0.015936003144834746
20,0,2007,70.0,0,0,0,0,1,0,0,5.4638318050256105,0.6830968447064438,0.9693943474140304,-0.0329943334281924
20,0,2008,59.0,1,0,1,0,0,0,0,6.013715156042802,0.16551443847757333,1.0172980096382886,0.032333454135665206
20,0,1997,75.0,0,0,0,0,0,0,1,2.772588722239781,0.0,1.0025133952924876,-0.003858295377429637
17,0,2004,75.0,0,0,0,0,1,0,0,5.4638318050256105,0.0,1.0237524046990505,0.02023489506438196
2,0,2009,58.0,1,1,0,0,0,0,0,5.081404364984463,0.0,0.9943947831184056,-0.01101998943369581
9,1,2003,61.05,0,0,1,0,0,0,0,2.8903717578961645,0.1823215567939546,0.9814497157260468,-0.0160145735482734
12,0,1999,74.0,0,0,1,0,0,0,0,6.6758232216348485,0.0,0.9901437369224108,-0.018807990522937086
9,0,2015,52.0,0,0,0,0,0,1,0,2.302585092994046,0.0,1.0035284414813588,-0.010096370919067245
22,1,2012,76.0,0,0,0,0,0,1,0,2.4849066497880004,0.0,1.0192951440554128,0.011377702973843988
14,1,2013,85.0,0,0,0,0,1,0,0,3.258096538021482,0.0,1.0067333005438073,-0.0016066624545182286
4,0,1997,71.0,0,0,0,1,0,0,0,4.709530201312334,0.009950330853168092,0.9956267993389354,-0.005963810236864332
7,0,1997,66.0,0,0,0,0,0,0,1,3.80666248977032,0.0,0.9931225859676754,-0.011614586964768648
6,1,2018,69.0,1,0,1,0,0,0,0,3.0445224377234235,0.0,0.9869421813898912,-0.015052669938110828
10,0,2011,69.0,0,1,0,0,0,0,0,4.762173934797756,0.0,1.0021610449936105,-0.010961836725270372
18,0,2020,73.0,0,1,0,0,0,0,0,4.762173934797756,0.0,1.0069476863929698,0.00652184711026969
16,0,2013,71.0,1,1,0,0,0,0,0,5.135798437050261,0.0,0.9949066934305972,-0.003150219645063165
18,0,2019,71.0,1,1,0,0,0,0,0,5.135798437050261,0.0,0.9975504818655874,-0.00421339267116405
19,0,2007,70.0,0,0,0,0,1,0,0,5.4638318050256105,0.6830968447064438,0.9956267993389608,-0.005963810236857085
6,0,1999,72.0,0,0,0,1,0,0,0,4.709530201312334,0.0,0.9933293722489662,0.04926372569791063
6,0,2010,86.0,0,0,0,1,0,0,0,3.258096538021482,0.0,0.9760536692740032,-0.040928488760613634
21,0,2001,79.0,0,1,0,0,0,0,0,5.605802066295998,0.0,1.016530149641925,0.0006155855394005384
8,0,2012,61.0,0,0,0,0,0,0,1,2.079441541679836,0.0,0.9824061686602598,-0.018515168516814264
4,0,1998,65.0,0,1,0,0,0,0,0,4.762173934797756,0.0,0.9940874308141734,-0.015372331269449743
5,1,2011,61.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9983844437090302,-0.0124553352650878
11,0,2007,76.0,0,0,0,1,0,0,0,2.7080502011022096,0.0,1.0058343252803996,-0.005768421572298093
6,0,2006,64.0,0,1,0,0,0,0,0,4.762173934797756,0.0,1.0040116070169165,0.026072237470614004
16,0,2018,84.0,0,1,0,0,0,0,0,5.605802066295998,0.0,1.0113341273843153,0.00575979028756226
9,1,2015,62.0,1,1,0,0,0,0,0,2.7080502011022096,0.0,0.9881599462778156,-0.026310515532559614
17,0,1997,53.0,0,0,0,0,0,1,0,6.530877627725885,0.0,0.9915740174748674,-0.0034594321506009797
15,0,2008,82.0,0,0,0,0,1,0,0,5.4638318050256105,0.0,1.0025135406244419,0.0023342815528585577
21,0,2001,63.0,1,0,0,1,0,0,0,6.373319789577013,0.0,1.011978144262869,0.01648032010541234
3,0,2017,55.0,0,0,0,0,0,1,0,7.711996507047669,0.0,0.9892573176518922,-0.0027538603790510656
17,0,2021,61.0,0,1,0,0,0,0,0,4.762173934797756,0.13976194237515865,1.0121492598930295,0.002780555589242853
9,0,2000,63.0,1,0,1,0,0,0,0,6.013715156042802,0.03922071315328133,0.9910217288890224,-0.026840967614662536
20,0,1998,66.0,0,0,0,1,0,0,0,4.709530201312334,0.08617769624105241,1.01655802430905,0.011977893933372155
3,1,2000,72.0,1,0,1,0,0,0,0,3.0445224377234235,0.0,0.9833467874547792,0.004447060578846426
16,0,2000,80.0,0,1,0,0,0,0,0,5.605802066295998,0.0,0.9915639085846728,-0.002501825010230621
4,0,2019,63.0,1,1,0,0,0,0,0,5.081404364984463,0.0,0.9902463968905606,-0.018900091593922815
14,0,2019,63.0,1,1,0,0,0,0,0,5.081404364984463,0.0,0.9956267993389354,-0.005963810236864332
15,0,2001,63.0,1,0,0,1,0,0,0,6.373319789577013,0.0,1.0093774615836657,0.006693203733046089
14,0,2006,58.0,0,0,0,0,1,0,0,3.80666248977032,0.0,1.0098426375547984,0.006361360147961797
10,0,1997,69.0,0,1,0,0,0,0,0,4.762173934797756,0.01980262729617973,0.9960352710646636,-0.013371224629389193
16,0,2018,56.0,0,0,0,0,0,1,0,7.711996507047669,0.0,1.0049530375550977,0.011982612857853934
14,0,2014,67.0,0,1,0,0,0,0,0,4.762173934797756,0.0,0.9942317430263534,-0.0020209301010262254
18,0,2009,71.0,0,0,0,0,0,1,0,4.927253685157205,0.4252677354043441,1.0006497945892605,0.003877205756531903
1,0,1996,67.0,0,0,0,1,0,0,0,4.709530201312334,0.0,0.9759921068266479,-0.023858268602544717
5,0,2021,67.0,0,0,0,0,1,0,0,6.530877627725885,0.029558802241544432,0.998379207125648,-0.012329057645652858
15,1,2016,83.0,0,0,0,0,1,0,0,3.258096538021482,0.2468600779315258,1.0038507598515838,-0.002524627934466566
15,0,1996,60.0,0,0,0,0,1,0,0,3.80666248977032,0.04879016416943205,1.0042792818945845,-0.005963810236864332
7,0,2020,80.0,0,0,0,0,0,0,1,5.572154032177764,0.0,0.9956267993389354,0.018044802560021188
17,1,2013,58.0,1,0,1,0,0,0,0,3.0445224377234235,0.0,0.9985742999637888,-0.0067234528518213856
19,1,2004,56.0,1,1,0,0,0,0,0,2.7080502011022096,0.0,0.9956267993389354,0.02263435499575604
11,0,2004,78.0,0,0,0,1,0,0,0,2.7080502011022096,0.0,1.001420855116163,-0.0022245854532455945
21,1,2010,74.0,0,0,1,0,0,0,0,2.8903717578961645,0.0,0.9956267993389354,-0.005963810236864332
6,0,2021,71.0,0,0,0,1,0,0,0,2.7080502011022096,0.0,1.0023147386183735,-0.00426965682705036
13,0,2020,59.0,1,0,1,0,0,0,0,6.013715156042802,0.3074846997479605,0.9898983945360794,0.006692511804262791
0,0,2021,49.0,0,0,0,0,1,0,0,3.80666248977032,0.7030975114131134,0.9919752271286708,0.02496528377329397
14,0,2005,76.0,0,0,0,0,1,0,0,5.4638318050256105,0.0,0.9910830191600248,0.021514229518545445
13,0,1996,67.0,0,0,0,0,1,0,0,5.4638318050256105,0.0,0.9978321166935668,-0.003793619210814529
22,0,2016,72.0,0,0,1,0,0,0,0,6.6758232216348485,0.41210965082683293,1.004248806542327,0.02934367278080618
4,0,2019,72.0,0,0,0,0,0,0,1,6.0867747269123065,0.09531017980432492,0.9939311178543137,-0.014427980894094415
11,1,2009,85.0,0,0,0,0,1,0,0,3.258096538021482,0.0,0.9868440822957428,-0.014438266294923069
6,0,2018,74.0,0,0,0,0,0,0,1,6.0867747269123065,0.0,0.9844741567161714,-0.01474475191966541
10,0,2006,67.0,0,1,0,0,0,0,0,5.605802066295998,0.1310282624064042,0.9437538085192037,-0.04017446683417553
7,1,2000,57.0,1,1,0,0,0,0,0,2.7080502011022096,0.6575200029167942,1.0061960601471496,-0.0070128042929372926
6,0,2005,63.0,0,1,0,0,0,0,0,4.762173934797756,0.0,0.9773131851409472,-0.04815232074110457
11,1,2011,61.975,0,0,1,0,0,0,0,2.8903717578961645,0.0,1.037545567254492,0.054308648933317535
22,0,1999,70.0,0,1,0,0,0,0,0,5.605802066295998,0.06765864847381486,1.0314461166959301,0.023585055326956775
6,0,2003,62.0,0,0,0,0,0,1,0,6.530877627725885,0.0,1.0051109071902278,-0.00046246028193713476
16,0,2006,80.0,0,0,0,0,0,1,0,4.927253685157205,0.0,0.9690640058762652,-0.04613191956965925
19,1,2009,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9828662781144232,-0.01661673072164616
19,0,1997,65.0,0,0,0,0,1,0,0,5.4638318050256105,0.04879016416943205,1.0076074657088585,-0.0033632723192985915
19,0,2020,79.0,0,0,0,0,0,1,0,2.302585092994046,0.0,1.0022478770206815,0.005894728936699527
13,0,2019,75.0,0,0,0,0,1,0,0,2.3978952727983707,0.0,1.0003527882257786,0.00020161857244243228
3,1,2013,64.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.987055450324275,-0.01512751665770926
5,0,2005,79.0,0,0,0,0,0,1,0,4.927253685157205,0.0,0.99411938117638,-0.01872299572897968
1,0,1998,65.0,0,1,0,0,0,0,0,4.762173934797756,0.0,0.9758385834977398,-0.026354945963227027
15,0,2017,70.0,1,1,0,0,0,0,0,5.081404364984463,0.01980262729617973,1.0086477808188934,0.011135303259691445
19,0,2016,66.0,0,0,0,1,0,0,0,4.709530201312334,0.0,1.0223584114987476,0.021559546142548482
21,0,2013,86.0,0,1,0,0,0,0,0,5.605802066295998,0.0,1.0215351070809773,0.025756940151020192
5,0,2016,78.0,1,1,0,0,0,0,0,5.135798437050261,0.0,0.9894199818047338,-0.005963810236864332
20,1,2013,85.0,0,0,0,0,1,0,0,3.258096538021482,0.0,1.011644370197837,0.006218651969546064
20,0,2006,80.0,0,0,0,0,0,1,0,4.927253685157205,0.0,0.9939402296069658,-0.017299017413162896
6,0,2009,76.0,0,0,1,0,0,0,0,6.6758232216348485,0.0,1.000823511205437,-0.014116547520362616
13,0,2017,71.0,1,1,0,0,0,0,0,5.135798437050261,0.0,0.9879294836358185,7.956298835812434e-05
19,0,1996,62.0,0,1,0,0,0,0,0,4.762173934797756,0.928219302739429,0.9956267993389354,-0.005963810236864332
17,0,2018,72.0,0,0,1,0,0,0,0,3.970291913552122,0.3576744442718159,0.9957820838688282,-0.004780589069187814
17,0,2012,66.0,0,0,1,0,0,0,0,3.970291913552122,0.11332868530700327,1.0012026801525282,0.006092805144572611
14,0,2007,58.0,1,1,0,0,0,0,0,5.081404364984463,0.01980262729617973,1.0068670134959845,-0.010571515956560616
8,0,2004,61.0,0,0,0,0,0,1,0,5.442417710521793,0.0,0.9891766460246348,-0.07732411334153895
18,0,2010,73.0,0,0,1,0,0,0,0,6.6758232216348485,0.0,1.0233176823275991,0.013272093044335395
18,0,2003,81.0,0,0,1,0,0,0,0,6.6758232216348485,0.0,0.9931372613753208,-0.03561553920876235
5,0,2006,77.0,0,0,0,1,0,0,0,4.709530201312334,0.14842000511827322,0.9956267993389354,-0.005963810236864332
11,0,2019,69.0,0,1,0,0,0,0,0,4.762173934797756,0.0,1.0002604716388357,0.0021520632239185747
13,0,2005,76.0,0,0,0,0,1,0,0,5.4638318050256105,0.0,0.9697771833405876,-0.042993795286579685
17,0,2006,67.0,0,1,0,0,0,0,0,5.605802066295998,0.1310282624064042,0.9956267993389354,0.022335195002110148
4,0,2007,69.0,1,1,0,0,0,0,0,5.135798437050261,0.0,0.9836755736471601,-0.008425566517351274
6,0,2013,73.0,0,0,1,0,0,0,0,6.6758232216348485,0.5128236264286637,0.9956267993389354,0.054988153988055816
2,0,2014,75.0,0,0,0,0,1,0,0,2.3978952727983707,0.0,0.989220237200141,-0.015388285414874962
19,1,2015,62.0,1,1,0,0,0,0,0,2.7080502011022096,0.0,1.0237659276316573,0.02825343323408502
1,0,2003,78.0,0,1,0,0,0,0,0,5.605802066295998,0.0,0.9813714370793356,-0.02572045732819589
21,0,2012,78.0,0,0,0,1,0,0,0,2.7080502011022096,0.0,1.016032984076375,0.02907650485157038
20,0,1997,77.0,1,0,1,0,0,0,0,6.013715156042802,0.08617769624105241,0.979131267346172,-0.028721961180693787
1,0,2013,82.0,0,0,0,1,0,0,0,3.258096538021482,0.6678293725756554,0.9781012021814236,-0.03075364860173319
22,0,2001,62.0,0,0,1,0,0,0,0,3.970291913552122,0.0,1.040902259648826,0.04416454760477149
19,1,2010,52.0,1,1,0,0,0,0,0,2.7080502011022096,0.029558802241544432,1.0127995423056817,-0.014675539979291472
13,0,2013,72.0,1,0,0,1,0,0,0,6.373319789577013,0.0,1.0030176635041983,-0.002459425345027854
14,0,2012,71.0,1,1,0,0,0,0,0,5.135798437050261,0.0,0.9967124790831908,-0.003520639135839772
2,0,2019,71.0,1,1,0,0,0,0,0,5.135798437050261,0.0,0.9738412421688656,-0.012639900820725991
6,0,2004,78.0,0,0,0,1,0,0,0,2.7080502011022096,0.0,0.9865723768411462,-0.01860401452009602
12,0,2003,57.0,0,0,0,0,0,1,0,5.442417710521793,0.03922071315328133,1.0073022495750286,0.01713951423249486
9,0,2020,59.0,0,0,0,0,1,0,0,3.80666248977032,0.0,1.0007279562173803,0.007731882515978348
9,0,2005,76.0,0,0,0,0,1,0,0,5.4638318050256105,0.0,0.9873142084165032,-0.005963810236864332
10,0,2019,62.0,1,0,1,0,0,0,0,6.013715156042802,0.0,0.979379797858176,-0.025663216642476595
10,0,2005,85.0,0,0,0,1,0,0,0,3.258096538021482,0.0,0.9783922032837964,-0.024776446810718916
3,0,2003,72.0,1,0,0,1,0,0,0,6.373319789577013,0.0,0.9861866302899724,-0.02252063257617687
13,0,1998,72.0,0,0,0,0,1,0,0,5.4638318050256105,0.0,0.9970057528112356,-0.006321861463003152
2,0,2003,62.0,0,0,0,0,0,1,0,6.530877627725885,0.0,0.9917538092308932,-0.02114168159282674
4,0,2004,61.0,1,0,1,0,0,0,0,6.013715156042802,0.0,0.9950215778307336,-0.0034154148602614557
3,0,2014,67.0,0,1,0,0,0,0,0,4.762173934797756,0.0,0.9908632570837278,-0.014660720561849215
15,0,2000,71.0,1,1,0,0,0,0,0,5.135798437050261,0.0,0.9956267993389354,-0.005963810236864332
14,0,2002,73.0,0,0,0,0,1,0,0,5.4638318050256105,0.8241754429663495,1.0136705434601891,-0.00027414575537792736
19,0,2020,63.0,0,0,0,0,0,0,1,4.7535901911063645,0.0,1.0102419384342738,0.007450825783748955
15,0,2001,58.0,0,0,0,0,0,1,0,5.442417710521793,0.0,0.9913362402705896,-0.011908255902943235
17,0,2003,81.0,0,0,1,0,0,0,0,6.6758232216348485,0.0,1.003515705425063,0.0358362919163273
17,0,2005,79.0,1,1,0,0,0,0,0,5.135798437050261,0.01980262729617973,1.0167839486968298,0.01982881528810139
13,0,2000,84.0,0,0,0,1,0,0,0,3.258096538021482,0.0,0.9997479511399432,-0.011231832044269295
13,0,2000,61.0,0,0,0,0,0,1,0,6.530877627725885,0.0,1.0032624917487012,-0.00820480966306777
7,0,2002,77.0,0,1,0,0,0,0,0,5.605802066295998,0.0,0.9998458011395422,-0.00617957771994354
7,0,2004,74.0,0,0,1,0,0,0,0,3.970291913552122,0.14842000511827322,0.9906403748494512,-0.01306077942016132
7,0,2012,61.0,0,0,0,0,0,1,0,5.1298987149230735,0.0,0.9842685745885958,-0.013072885642159172
3,0,2020,65.5,0,1,0,0,0,0,0,5.605802066295998,0.27763173659827955,0.9870890852492846,-0.014589700819228557
10,0,2004,58.0,1,1,0,0,0,0,0,5.081404364984463,0.0,0.9946660470910428,-0.008096641245673258
20,1,2016,62.0,1,0,1,0,0,0,0,3.0445224377234235,0.7793248768009975,0.9918395814944166,-0.0037625237799549264
3,0,2013,82.0,0,0,0,1,0,0,0,3.258096538021482,0.6678293725756554,0.9956267993389354,-0.005963810236864332
17,0,1999,75.0,1,1,0,0,0,0,0,5.135798437050261,0.0,0.9956267993389354,-0.005963810236864332
3,0,2013,77.0,0,0,0,0,0,0,1,5.308267697401205,0.0,0.9631630723184468,-0.041554963810705565
14,0,2002,64.0,1,1,0,0,0,0,0,5.081404364984463,0.058268908123975824,1.0004920605677583,0.014420688010194771
8,0,2007,79.0,0,0,0,0,0,1,0,4.927253685157205,0.0,0.9935235545825556,-0.010009954036493232
22,1,2010,55.0,1,0,1,0,0,0,0,3.0445224377234235,0.0,0.9956267993389354,0.03775794835851021
4,0,2005,85.0,0,0,0,1,0,0,0,3.258096538021482,0.0,0.9816019904769498,-0.025076773510264168
14,0,2004,59.0,0,1,0,0,0,0,0,4.762173934797756,0.0,0.9811965292523052,-0.009761666068044765
13,0,2015,61.0,0,0,0,0,0,1,0,5.1298987149230735,0.5007752879124892,0.9797639851406168,-0.008400055457105253
10,0,2011,71.0,1,1,0,0,0,0,0,5.135798437050261,0.0,0.9956267993389354,-0.005963810236864332
1,0,2010,71.0,0,0,0,0,0,1,0,4.927253685157205,0.029558802241544432,0.9799705461325662,-0.018782841961136738
7,1,2005,55.0,1,1,0,0,0,0,0,2.7080502011022096,0.10436001532424287,0.9985433919261072,-0.051823430310573085
10,0,2009,71.0,0,0,0,0,0,1,0,4.927253685157205,0.4252677354043441,0.9936945649283674,-0.006938502721133806
12,1,2002,54.0,1,1,0,0,0,0,0,2.7080502011022096,0.37843643572024505,0.9889009795711392,-0.0141282373337467
3,0,2001,75.0,0,0,0,1,0,0,0,4.709530201312334,0.0,0.9955486139729376,-0.020361223677930102
20,0,1999,64.0,0,0,0,0,0,1,0,6.530877627725885,0.0,1.0212624674761492,0.011296837501924707
9,0,2020,55.0,0,0,0,0,0,1,0,4.927253685157205,0.058268908123975824,0.976086325289386,-0.0013250994766022127
4,0,2004,74.0,0,0,1,0,0,0,0,3.970291913552122,0.14842000511827322,0.9895003731394486,-0.017853380121665326
4,0,2011,81.0,0,0,0,1,0,0,0,3.258096538021482,0.0,0.9804110299145384,-0.02617204357434034
4,0,2015,71.0,0,0,1,0,0,0,0,3.970291913552122,0.0,0.991861274832336,-0.018073533337899867
4,0,2010,79.0,0,0,0,0,1,0,0,2.3978952727983707,0.0,0.9836059227717024,-0.015532731274273138
12,1,2016,66.6,0,0,1,0,0,0,0,2.8903717578961645,0.0,0.9958992226730364,0.008505871150267937
1,0,2019,56.0,0,0,0,0,0,1,0,7.711996507047669,0.06765864847381486,0.986680474264778,-0.016595930768705497
6,0,2014,62.0,0,0,0,0,0,1,0,5.1298987149230735,0.0,0.9601856407813032,-0.022352254189329672
1,0,2001,57.0,1,1,0,0,0,0,0,5.081404364984463,0.0,0.9799953553000826,-0.023727296353112732
3,1,2004,76.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9859159412110424,-0.021590818187745223
14,0,2008,60.0,0,0,0,0,0,1,0,4.927253685157205,0.13976194237515865,0.967263065522621,-0.020726636453372943
19,1,2001,64.0,1,1,0,0,0,0,0,2.7080502011022096,0.0,0.9973068093273298,-0.036647928816126905
8,0,2012,68.0,0,1,0,0,0,0,0,4.762173934797756,0.0,1.0244315953287702,0.015802550278488883
16,1,2019,58.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9941095630526622,0.0016994415264717391
9,0,2012,61.0,1,0,1,0,0,0,0,6.013715156042802,0.0,0.972100952143362,-0.028295237141495105
20,0,2014,71.0,0,0,1,0,0,0,0,3.970291913552122,0.0,0.968035461047868,-0.013591639458383048
4,0,1999,82.0,0,0,0,1,0,0,0,3.258096538021482,0.7030975114131134,0.9830097972347228,-0.03891908899588538
16,1,2016,63.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9938584616600749,0.010862268795532586
20,0,2006,63.0,1,0,0,1,0,0,0,6.373319789577013,0.0,1.0153987844170185,0.01473100793304169
13,0,2011,57.0,1,0,1,0,0,0,0,6.013715156042802,0.11332868530700327,0.9694122545555728,-0.015455802709351613
21,0,1998,58.0,1,0,1,0,0,0,0,6.013715156042802,0.029558802241544432,1.0261354008882957,-0.005963810236864332
13,0,2007,79.0,0,0,0,0,0,1,0,4.927253685157205,0.0,0.9994934937150884,-0.007117379167160835
5,0,2004,61.0,1,0,1,0,0,0,0,6.013715156042802,0.0,0.9966927218875524,-0.004109326967326894
17,0,2009,83.0,0,0,0,0,1,0,0,2.3978952727983707,0.0,0.9993938505544484,0.00860655820936047
5,0,2018,56.0,0,0,0,0,0,1,0,7.711996507047669,0.0,0.9664973878169618,-0.014203790098901756
13,0,2010,79.0,0,0,0,0,1,0,0,2.3978952727983707,0.0,0.9938546404722732,-0.007668127963886815
15,0,1998,72.0,0,0,0,0,1,0,0,5.4638318050256105,0.0,1.0104789724215013,0.005341557205997306
2,0,2011,62.0,0,0,0,0,0,0,1,2.079441541679836,0.0,0.9716699902203788,-0.019478925733434658
17,0,2014,75.0,0,0,1,0,0,0,0,6.6758232216348485,0.0,0.9978798631332108,0.0031553905960039533
22,0,2002,83.0,0,0,1,0,0,0,0,6.6758232216348485,0.0,1.019239458634485,0.03090063694089665
1,0,1999,68.0,0,0,0,0,1,0,0,5.4638318050256105,0.1906203596086497,0.9922017166855456,0.03895558827664922
15,1,2004,76.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,1.0278519794701184,0.020320610440537182
20,0,2020,66.0,1,1,0,0,0,0,0,5.081404364984463,0.0,1.0025493789736049,-0.0035195502581785343
14,0,2011,67.0,0,0,1,0,0,0,0,3.970291913552122,0.0,0.9899504492516696,-0.003653622235307235
19,0,2020,74.0,1,1,0,0,0,0,0,5.135798437050261,0.0,0.9971763541363371,0.025993840637038804
17,0,2006,66.0,0,0,0,1,0,0,0,2.7080502011022096,0.0,1.0030512500380644,-0.009060751444921366
18,0,1997,66.0,0,0,0,0,0,0,1,3.80666248977032,0.0,1.0035881694335964,0.010371409616530936
1,1,2016,83.0,0,0,0,0,1,0,0,3.258096538021482,0.2468600779315258,0.9987616898066924,-0.019639222653770785
13,1,2012,62.0,1,1,0,0,0,0,0,2.7080502011022096,0.0,0.995796556233884,-0.01843908968367518
3,0,2018,73.0,0,0,0,1,0,0,0,4.709530201312334,0.2151113796169455,0.9817876190081144,-0.0006212549022125043
8,1,2015,62.0,1,1,0,0,0,0,0,2.7080502011022096,0.0,1.0307317705706918,0.008381282089551424
15,1,2009,68.0,1,1,0,0,0,0,0,2.7080502011022096,0.30010459245033816,1.0002492587830925,0.0022884531128486763
10,1,2005,55.0,1,1,0,0,0,0,0,2.7080502011022096,0.10436001532424287,0.9885570583371536,-0.018616639862665586
15,1,2008,75.0,0,0,0,0,0,1,0,2.4849066497880004,0.0,0.9976263769650962,0.0003782040992034397
10,0,2013,66.0,0,0,1,0,0,0,0,3.970291913552122,0.0,0.9892808665590576,-0.007681976268528044
8,0,1996,72.0,0,1,0,0,0,0,0,5.605802066295998,0.0,0.9859501960693012,-0.019275796819115305
8,0,2001,75.0,0,0,0,1,0,0,0,4.709530201312334,0.0,1.0037137360145836,0.0075650291053552
10,0,2015,57.0,0,0,0,0,0,1,0,7.711996507047669,0.03922071315328133,0.9975275742380882,-0.002373159017554575
