grid,trackType,year,TAVG,isHistoric,oneHot_circuits_1,oneHot_circuits_2,oneHot_circuits_3,oneHot_circuits_4,oneHot_circuits_5,oneHot_circuits_6,alt_trans,PRCP_trans,normalized_minLapTime,normalized_avgLapTime
13,0,2005,65.0,1,0,1,0,0,0,0,6.013715156042802,0.8671004876833833,1.008868745071065,-0.053665733808142525
4,0,2008,76.0,0,0,1,0,0,0,0,6.6758232216348485,0.0,0.9933087969377624,-0.009787248312493464
14,0,2004,52.0,0,0,0,0,1,0,0,3.80666248977032,0.4762341789963716,1.0092506904535818,0.01609245861109811
15,1,2009,79.0,0,0,0,0,0,1,0,2.4849066497880004,0.0,1.013974996337158,0.028782725276304388
13,0,2000,70.0,0,0,1,0,0,0,0,3.970291913552122,0.0,1.006876406457622,0.008175157122353678
12,1,1997,56.0,1,1,0,0,0,0,0,2.7080502011022096,0.009950330853168092,0.9762702557343792,-0.03837362091783416
3,0,2013,71.0,1,1,0,0,0,0,0,5.135798437050261,0.0,0.9906114089414376,-0.00959151569916617
4,0,2007,62.0,1,0,1,0,0,0,0,6.013715156042802,0.0,0.9833295904313252,-0.01997124966347572
2,0,2007,70.0,0,0,0,0,1,0,0,5.4638318050256105,0.6830968447064438,0.9956267993272578,-0.06120269917846175
6,0,1999,66.0,1,1,0,0,0,0,0,5.081404364984463,0.0,0.988978163361593,-0.015364272256530809
4,1,2004,58.275,0,0,1,0,0,0,0,2.8903717578961645,0.06765864847381486,0.9903164781120156,-0.03435611542950092
9,1,2004,76.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9943180009887272,-0.006834319154596104
17,1,2012,61.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9977659297095216,-0.0034874450717259763
18,0,2007,85.0,0,0,0,1,0,0,0,3.258096538021482,0.9516578757114464,1.0131439702290963,0.008120282806513746
20,1,2009,85.0,0,0,0,0,1,0,0,3.258096538021482,0.0,1.0139536323792022,-0.01365048927488953
8,0,2011,70.0,0,0,0,0,0,0,1,5.308267697401205,0.0,0.982640841195362,-0.020745538968819
20,0,1999,68.0,0,1,0,0,0,0,0,4.762173934797756,0.0,1.0274411721842975,0.02825111496310155
4,0,1999,65.0,1,0,1,0,0,0,0,6.013715156042802,0.0,0.9876295010432252,-0.009855867228643216
8,0,2019,69.0,0,1,0,0,0,0,0,4.762173934797756,0.0,0.9970755577611292,0.0008919988433821273
20,0,2020,80.0,0,0,0,0,0,0,1,5.572154032177764,0.0,0.9956267993389354,-0.03169573626122934
24,0,2010,62.0,0,0,0,0,0,0,1,2.079441541679836,0.4885800148186709,1.040312207033379,-0.005963810236864332
13,0,2008,62.0,1,1,0,0,0,0,0,5.081404364984463,0.30010459245033816,0.9958491619217936,0.007424718471835539
19,0,2005,79.0,1,1,0,0,0,0,0,5.135798437050261,0.01980262729617973,1.0208122402516244,0.05372713466345095
7,0,1997,72.0,0,1,0,0,0,0,0,5.605802066295998,0.0,0.9943459948063228,-0.007331726512399195
18,1,2011,83.0,0,0,0,0,1,0,0,3.258096538021482,0.0,1.0026356307278328,0.015704124197339568
19,0,2003,85.0,0,0,0,1,0,0,0,3.258096538021482,0.0,1.0162420005444752,0.03782262411102745
17,1,2009,85.0,0,0,0,0,1,0,0,3.258096538021482,0.0,0.9963875181329834,-0.0073348403902332064
9,0,2014,59.0,1,1,0,0,0,0,0,5.081404364984463,0.1310282624064042,0.9925906067346536,-0.005963810236864332
14,0,2009,76.0,0,0,1,0,0,0,0,6.6758232216348485,0.0,0.9980047815760884,-0.0153695117262245
23,0,2012,60.0,1,1,0,0,0,0,0,5.081404364984463,0.12221763272424913,0.9748489017084536,-0.025477021185992155
20,1,2000,57.0,1,1,0,0,0,0,0,2.7080502011022096,0.6575200029167942,1.0009822364427101,0.009383019148473308
9,1,2017,83.0,0,0,0,0,1,0,0,3.258096538021482,0.0,0.9683611494963308,-0.039828315041819884
15,0,2004,75.0,0,0,0,0,1,0,0,5.4638318050256105,0.0,0.9986491369124152,0.0009185904421120496
4,1,2018,69.0,1,0,1,0,0,0,0,3.0445224377234235,0.0,0.9872615844610404,-0.01492759029812849
9,0,2009,71.0,0,0,0,0,0,1,0,4.927253685157205,0.4252677354043441,0.9961108297780932,-0.009754111250855443
16,1,2017,73.075,0,0,1,0,0,0,0,2.8903717578961645,0.13976194237515865,1.005142779405833,0.009398421657923777
17,0,2014,75.0,0,0,0,0,1,0,0,2.3978952727983707,0.0,1.0154404423528716,0.02080835170617639
6,0,2006,80.0,0,0,0,0,0,1,0,4.927253685157205,0.0,0.9523578616832548,-0.06578805637213311
18,0,2017,78.0,0,1,0,0,0,0,0,5.605802066295998,0.0,1.020906935910385,0.01113702058264882
6,0,1996,58.0,0,0,0,0,0,0,1,2.772588722239781,0.0,0.994761748121518,-0.025877205247617302
11,0,2010,71.0,0,0,0,0,0,1,0,4.927253685157205,0.029558802241544432,0.9883644863449692,-0.014170096595074672
18,1,1996,63.0,1,0,1,0,0,0,0,3.0445224377234235,0.0,1.0050240647765558,0.00045320046739888203
3,0,2014,84.0,0,0,0,1,0,0,0,3.258096538021482,0.3293037471426005,0.9762715866313808,-0.031145390931725574
8,0,2017,78.0,0,1,0,0,0,0,0,5.605802066295998,0.0,1.0012029299799596,-0.004316286668641993
16,0,2017,67.0,0,1,0,0,0,0,0,4.762173934797756,0.0,0.9618167363053672,-0.03505882843070167
15,0,2010,63.0,1,1,0,0,0,0,0,5.081404364984463,0.0,0.9786122993167048,-0.008489038015460136
17,0,2019,62.0,1,0,1,0,0,0,0,6.013715156042802,0.0,0.953275062501371,-0.03711816865249312
6,0,1999,65.0,1,0,1,0,0,0,0,6.013715156042802,0.0,0.9930249751168124,-0.011775378912687234
7,0,2020,50.0,1,0,0,1,0,0,0,6.373319789577013,0.01980262729617973,1.0246477769830566,-0.004134434194596902
1,1,2006,68.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9703897742156358,-0.028231639790406517
10,0,2013,77.0,0,0,0,0,0,0,1,5.308267697401205,0.0,0.9605889267494332,-0.03362860886326141
15,0,1997,66.0,0,0,0,0,0,0,1,3.80666248977032,0.0,0.997990025124686,0.000833779089510338
6,0,2020,59.0,1,0,1,0,0,0,0,6.013715156042802,0.3074846997479605,0.9963239219486838,-1.8507467921659106e-05
2,0,2009,71.0,0,0,0,0,0,1,0,4.927253685157205,0.4252677354043441,0.988850744271674,-0.01581860198908894
18,1,2012,76.0,0,0,0,0,0,1,0,2.4849066497880004,0.0,1.01070105690068,-0.015561942993463453
5,0,2007,73.0,0,1,0,0,0,0,0,5.605802066295998,0.0,0.9932995270352791,-0.013216859885136954
8,0,2019,72.0,0,0,1,0,0,0,0,6.6758232216348485,0.0,1.009359473515995,0.00456735221104331
8,0,1997,66.0,0,0,0,0,0,0,1,3.80666248977032,0.0,0.9824566478633304,-0.011929536967165822
5,1,2014,66.6,0,0,1,0,0,0,0,2.8903717578961645,0.16551443847757333,0.9724227567517384,-0.03159738886826865
15,0,1998,61.0,0,0,0,0,1,0,0,3.80666248977032,0.0,1.0087774232761528,0.0026201648402758297
14,0,2009,63.0,1,0,0,1,0,0,0,6.373319789577013,0.0,0.986925507957768,0.003262763354168848
10,0,1996,64.0,1,1,0,0,0,0,0,5.135798437050261,0.0,0.9807934438276004,-0.023590652158775587
8,0,2003,65.0,0,1,0,0,0,0,0,4.762173934797756,0.0,1.010672541460131,-0.005963810236864332
13,0,2017,67.0,0,1,0,0,0,0,0,4.762173934797756,0.0,0.967283315600713,-0.041019771532265416
20,0,1997,69.0,0,1,0,0,0,0,0,4.762173934797756,0.01980262729617973,1.0330971042891357,0.03292719117901944
17,0,2002,57.0,0,1,0,0,0,0,0,4.762173934797756,0.0,0.9948410208319718,-0.001860067753776916
5,1,2011,61.975,0,0,1,0,0,0,0,2.8903717578961645,0.0,0.9740643541885954,-0.034245496961673436
17,0,2008,76.0,0,0,1,0,0,0,0,6.6758232216348485,0.0,1.00134538424561,0.0064100016612365284
8,0,2018,65.0,0,0,0,0,0,1,0,5.1298987149230735,0.0,0.9956267993389354,-0.005963810236864332
13,0,2005,85.0,0,0,0,1,0,0,0,3.258096538021482,0.0,0.9913744635873154,-0.016163507824882826
16,0,2019,56.0,0,0,0,0,0,1,0,7.711996507047669,0.06765864847381486,1.0077261376521405,0.002039966912539833
5,0,2018,84.0,0,1,0,0,0,0,0,5.605802066295998,0.0,1.007645570496158,0.0031843535089970056
5,1,1999,60.0,1,0,1,0,0,0,0,3.0445224377234235,0.08617769624105241,1.0066510812907827,-0.005963810236864332
2,0,2016,76.0,0,0,0,0,1,0,0,2.3978952727983707,0.0,0.996230187688634,-0.01420627351362162
8,0,2020,50.0,1,0,0,1,0,0,0,6.373319789577013,0.01980262729617973,1.0151807611766588,-0.017447790072183316
14,0,2001,63.0,1,0,0,1,0,0,0,6.373319789577013,0.0,1.0008752297478087,-0.0013694311970852552
6,0,1999,64.0,0,0,0,0,0,1,0,6.530877627725885,0.0,0.98440210320902,0.047804660450488985
16,0,1999,64.0,0,0,0,0,0,1,0,6.530877627725885,0.0,0.9905274284475282,-0.00966375899785157
14,0,2008,78.0,0,1,0,0,0,0,0,5.605802066295998,0.0,1.0013696415962705,0.007527074268459531
16,0,2017,68.0,0,0,0,0,0,1,0,5.1298987149230735,0.5247285289349821,0.9770528097741149,-0.02388081783850509
21,0,1999,82.0,0,0,0,1,0,0,0,3.258096538021482,0.7030975114131134,1.034190905338771,-0.005963810236864332
10,0,2002,71.0,1,1,0,0,0,0,0,5.135798437050261,0.0,1.0025926437416564,-0.00134119771250089
7,1,2001,64.75,0,0,1,0,0,0,0,2.8903717578961645,0.0,0.98693268041299,0.05840580582275921
15,0,2004,84.0,0,0,0,1,0,0,0,3.258096538021482,0.0,1.010052004206779,0.036026309165666216
2,0,2012,60.0,1,1,0,0,0,0,0,5.081404364984463,0.12221763272424913,0.9658162857776792,-0.03585344279790163
