raceId,year,round,circuitId,name,date,time,url,Circuit Location,Circuit Country,PRCP,TAVG,TMAX,TMIN
452,1983,1,36,Brazilian Grand Prix,3/13/1983,,http://en.wikipedia.org/wiki/1983_Brazilian_Grand_Prix,Rio de Janeiro,Brazil,0,76,86,65
468,1982,2,36,Brazilian Grand Prix,3/21/1982,,http://en.wikipedia.org/wiki/1982_Brazilian_Grand_Prix,Rio de Janeiro,Brazil,0,76,86,65
484,1981,2,36,Brazilian Grand Prix,3/29/1981,,http://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix,Rio de Janeiro,Brazil,0,74,81,67
528,1978,2,36,Brazilian Grand Prix,1/29/1978,,http://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix,Rio de Janeiro,Brazil,0,87,96,78
16,2009,16,18,Brazilian Grand Prix,10/18/2009,16:00:00,http://en.wikipedia.org/wiki/2009_Brazilian_Grand_Prix,São Paulo,Brazil,0,76,84,68
35,2008,18,18,Brazilian Grand Prix,11/2/2008,17:00:00,http://en.wikipedia.org/wiki/2008_Brazilian_Grand_Prix,São Paulo,Brazil,0,76,84,68
52,2007,17,18,Brazilian Grand Prix,10/21/2007,16:00:00,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,São Paulo,Brazil,0,81,89,73
70,2006,18,18,Brazilian Grand Prix,10/22/2006,14:00:00,http://en.wikipedia.org/wiki/2006_Brazilian_Grand_Prix,São Paulo,Brazil,0,68,75,61
87,2005,17,18,Brazilian Grand Prix,9/25/2005,14:00:00,http://en.wikipedia.org/wiki/2005_Brazilian_Grand_Prix,São Paulo,Brazil,0,74,84,70
107,2004,18,18,Brazilian Grand Prix,10/24/2004,,http://en.wikipedia.org/wiki/2004_Brazilian_Grand_Prix,São Paulo,Brazil,0,77,85,66
110,2003,3,18,Brazilian Grand Prix,4/6/2003,,http://en.wikipedia.org/wiki/2003_Brazilian_Grand_Prix,São Paulo,Brazil,0,81,89,73
126,2002,3,18,Brazilian Grand Prix,3/31/2002,,http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix,São Paulo,Brazil,0,83,93,75
143,2001,3,18,Brazilian Grand Prix,4/1/2001,,http://en.wikipedia.org/wiki/2001_Brazilian_Grand_Prix,São Paulo,Brazil,0,81,89,73
159,2000,2,18,Brazilian Grand Prix,3/26/2000,,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix,São Paulo,Brazil,0,77,85,69
176,1999,2,18,Brazilian Grand Prix,4/11/1999,,http://en.wikipedia.org/wiki/1999_Brazilian_Grand_Prix,São Paulo,Brazil,0,74,81,67
192,1998,2,18,Brazilian Grand Prix,3/29/1998,,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,São Paulo,Brazil,0,80,88,72
208,1997,2,18,Brazilian Grand Prix,3/30/1997,,http://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix,São Paulo,Brazil,0,73,80,66
225,1996,2,18,Brazilian Grand Prix,3/31/1996,,http://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix,São Paulo,Brazil,0,85,94,77
240,1995,1,18,Brazilian Grand Prix,3/26/1995,,http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix,São Paulo,Brazil,0,76,86,65
257,1994,1,18,Brazilian Grand Prix,3/27/1994,,http://en.wikipedia.org/wiki/1994_Brazilian_Grand_Prix,São Paulo,Brazil,1.65,76,86,65
274,1993,2,18,Brazilian Grand Prix,3/28/1993,,http://en.wikipedia.org/wiki/1993_Brazilian_Grand_Prix,São Paulo,Brazil,1.85,76,86,65
291,1992,3,18,Brazilian Grand Prix,4/5/1992,,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix,São Paulo,Brazil,0,80,90,70
306,1991,2,18,Brazilian Grand Prix,3/24/1991,,http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix,São Paulo,Brazil,0,76,86,65
322,1990,2,18,Brazilian Grand Prix,3/25/1990,,http://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix,São Paulo,Brazil,0.32,76,86,65
354,2010,18,18,Brazilian Grand Prix,11/7/2010,16:00:00,http://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix,São Paulo,Brazil,0,73,80,66
499,1980,2,18,Brazilian Grand Prix,1/27/1980,,http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix,São Paulo,Brazil,0,79,87,71
513,1979,2,18,Brazilian Grand Prix,2/4/1979,,http://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix,São Paulo,Brazil,0,75,83,68
544,1977,2,18,Brazilian Grand Prix,1/23/1977,,http://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix,São Paulo,Brazil,0,75,83,68
560,1976,1,18,Brazilian Grand Prix,1/25/1976,,http://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix,São Paulo,Brazil,0,75,83,68
577,1975,2,18,Brazilian Grand Prix,1/26/1975,,http://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix,São Paulo,Brazil,0,75,83,68
591,1974,2,18,Brazilian Grand Prix,1/27/1974,,http://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix,São Paulo,Brazil,0.6,75,83,68
606,1973,2,18,Brazilian Grand Prix,2/11/1973,,http://en.wikipedia.org/wiki/1973_Brazilian_Grand_Prix,São Paulo,Brazil,0,75,83,68
859,2011,19,18,Brazilian Grand Prix,11/27/2011,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,São Paulo,Brazil,0,75,83,68
879,2012,20,18,Brazilian Grand Prix,11/25/2012,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,São Paulo,Brazil,0,74,81,67
899,2013,19,18,Brazilian Grand Prix,11/24/2013,16:00:00,http://en.wikipedia.org/wiki/2013_Brazilian_Grand_Prix,São Paulo,Brazil,0.67,73,80,66
917,2014,18,18,Brazilian Grand Prix,11/9/2014,16:00:00,http://en.wikipedia.org/wiki/2014_Brazilian_Grand_Prix,São Paulo,Brazil,0,75,83,68
944,2015,18,18,Brazilian Grand Prix,11/15/2015,16:00:00,https://en.wikipedia.org/wiki/2015_Brazilian_Grand_Prix,São Paulo,Brazil,0,81,89,73
967,2016,20,18,Brazilian Grand Prix,11/13/2016,16:00:00,https://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix,São Paulo,Brazil,0.51,72,79,65
987,2017,19,18,Brazilian Grand Prix,11/12/2017,16:00:00,https://en.wikipedia.org/wiki/2017_Brazilian_Grand_Prix,São Paulo,Brazil,0.28,78,86,69
1008,2018,20,18,Brazilian Grand Prix,11/11/2018,16:00:00,http://en.wikipedia.org/wiki/2018_Brazilian_Grand_Prix,São Paulo,Brazil,0,78,86,70
24,2008,7,7,Canadian Grand Prix,6/8/2008,17:00:00,http://en.wikipedia.org/wiki/2008_Canadian_Grand_Prix,Montreal,Canada,0,62,71,56
41,2007,6,7,Canadian Grand Prix,6/10/2007,17:00:00,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix,Montreal,Canada,0,65,72,59
61,2006,9,7,Canadian Grand Prix,6/25/2006,13:00:00,http://en.wikipedia.org/wiki/2006_Canadian_Grand_Prix,Montreal,Canada,0.2,64,67,61
78,2005,8,7,Canadian Grand Prix,6/12/2005,13:00:00,http://en.wikipedia.org/wiki/2005_Canadian_Grand_Prix,Montreal,Canada,0,54,59,41
97,2004,8,7,Canadian Grand Prix,6/13/2004,,http://en.wikipedia.org/wiki/2004_Canadian_Grand_Prix,Montreal,Canada,0,58,64,54
115,2003,8,7,Canadian Grand Prix,6/15/2003,,http://en.wikipedia.org/wiki/2003_Canadian_Grand_Prix,Montreal,Canada,0,66,75,56
131,2002,8,7,Canadian Grand Prix,6/9/2002,,http://en.wikipedia.org/wiki/2002_Canadian_Grand_Prix,Montreal,Canada,0.06,61,69,51
148,2001,8,7,Canadian Grand Prix,6/10/2001,,http://en.wikipedia.org/wiki/2001_Canadian_Grand_Prix,Montreal,Canada,0,55,64,46
165,2000,8,7,Canadian Grand Prix,6/18/2000,,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix,Montreal,Canada,0,72,85,65
180,1999,6,7,Canadian Grand Prix,6/13/1999,,http://en.wikipedia.org/wiki/1999_Canadian_Grand_Prix,Montreal,Canada,0.09,60,68,53
197,1998,7,7,Canadian Grand Prix,6/7/1998,,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,Montreal,Canada,0.12,61,67,59
213,1997,7,7,Canadian Grand Prix,6/15/1997,,http://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix,Montreal,Canada,0.07,56,63,52
231,1996,8,7,Canadian Grand Prix,6/16/1996,,http://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix,Montreal,Canada,0,63,73,52
245,1995,6,7,Canadian Grand Prix,6/11/1995,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,Montreal,Canada,0.12,53,60,48
262,1994,6,7,Canadian Grand Prix,6/12/1994,,http://en.wikipedia.org/wiki/1994_Canadian_Grand_Prix,Montreal,Canada,0,60,66,48
279,1993,7,7,Canadian Grand Prix,6/13/1993,,http://en.wikipedia.org/wiki/1993_Canadian_Grand_Prix,Montreal,Canada,0,56,64,52
295,1992,7,7,Canadian Grand Prix,6/14/1992,,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix,Montreal,Canada,0,63,76,54
309,1991,5,7,Canadian Grand Prix,6/2/1991,,http://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix,Montreal,Canada,0.01,52,64,42
325,1990,5,7,Canadian Grand Prix,6/10/1990,,http://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix,Montreal,Canada,0,53,61,46
344,2010,8,7,Canadian Grand Prix,6/13/2010,16:00:00,http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix,Montreal,Canada,0,55,63,45
361,1989,6,7,Canadian Grand Prix,6/18/1989,,http://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix,Montreal,Canada,0,67,78,57
376,1988,5,7,Canadian Grand Prix,6/12/1988,,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix,Montreal,Canada,0,59,67,53
409,1986,6,7,Canadian Grand Prix,6/15/1986,,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,Montreal,Canada,0,71,83,58
424,1985,5,7,Canadian Grand Prix,6/16/1985,,http://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix,Montreal,Canada,0.01,53,62,44
442,1984,7,7,Canadian Grand Prix,6/17/1984,,http://en.wikipedia.org/wiki/1984_Canadian_Grand_Prix,Montreal,Canada,0,61,70,50
459,1983,8,7,Canadian Grand Prix,6/12/1983,,http://en.wikipedia.org/wiki/1983_Canadian_Grand_Prix,Montreal,Canada,0.02,63,73,51
474,1982,8,7,Canadian Grand Prix,6/13/1982,,http://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix,Montreal,Canada,0.02,53,61,51
496,1981,14,7,Canadian Grand Prix,9/27/1981,,http://en.wikipedia.org/wiki/1981_Canadian_Grand_Prix,Montreal,Canada,0.01,56,63,54
510,1980,13,7,Canadian Grand Prix,9/28/1980,,http://en.wikipedia.org/wiki/1980_Canadian_Grand_Prix,Montreal,Canada,0,64,75,55
525,1979,14,7,Canadian Grand Prix,9/30/1979,,http://en.wikipedia.org/wiki/1979_Canadian_Grand_Prix,Montreal,Canada,0,54,66,43
542,1978,16,7,Canadian Grand Prix,10/8/1978,,http://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix,Montreal,Canada,0,58,71,46
847,2011,7,7,Canadian Grand Prix,6/12/2011,17:00:00,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,Montreal,Canada,0,57,66,44
866,2012,7,7,Canadian Grand Prix,6/10/2012,18:00:00,http://en.wikipedia.org/wiki/2012_Canadian_Grand_Prix,Montreal,Canada,0,58,66,46
886,2013,7,7,Canadian Grand Prix,6/9/2013,18:00:00,http://en.wikipedia.org/wiki/2013_Canadian_Grand_Prix,Montreal,Canada,0,58,67,50
906,2014,7,7,Canadian Grand Prix,6/8/2014,18:00:00,http://en.wikipedia.org/wiki/2014_Canadian_Grand_Prix,Montreal,Canada,0.02,71,81,62
932,2015,7,7,Canadian Grand Prix,6/7/2015,18:00:00,http://en.wikipedia.org/wiki/2015_Canadian_Grand_Prix,Montreal,Canada,0,71,81,62
954,2016,7,7,Canadian Grand Prix,6/12/2016,18:00:00,https://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix,Montreal,Canada,1.18,62,69,58
975,2017,7,7,Canadian Grand Prix,6/11/2017,18:00:00,https://en.wikipedia.org/wiki/2017_Canadian_Grand_Prix,Montreal,Canada,0,72,83,65
995,2018,7,7,Canadian Grand Prix,6/10/2018,18:00:00,http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix,Montreal,Canada,0,69,76,62
558,1977,16,48,Canadian Grand Prix,10/9/1977,,http://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix,Ontario,Canada,0.59,47,54,39
573,1976,14,48,Canadian Grand Prix,10/3/1976,,http://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix,Ontario,Canada,0,53,66,40
603,1974,14,48,Canadian Grand Prix,9/22/1974,,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix,Ontario,Canada,0.08,47,53,41
618,1973,14,48,Canadian Grand Prix,9/23/1973,,http://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix,Ontario,Canada,0,45,48,41
630,1972,11,48,Canadian Grand Prix,9/24/1972,,http://en.wikipedia.org/wiki/1972_Canadian_Grand_Prix,Ontario,Canada,0,50,65,35
641,1971,10,48,Canadian Grand Prix,9/19/1971,,http://en.wikipedia.org/wiki/1971_Canadian_Grand_Prix,Ontario,Canada,0.52,54,66,42
664,1969,9,48,Canadian Grand Prix,9/20/1969,,http://en.wikipedia.org/wiki/1969_Canadian_Grand_Prix,Ontario,Canada,0,50,60,45
686,1967,8,48,Canadian Grand Prix,8/27/1967,,http://en.wikipedia.org/wiki/1967_Canadian_Grand_Prix,Ontario,Canada,0,55,70,50
653,1970,11,52,Canadian Grand Prix,9/20/1970,,http://en.wikipedia.org/wiki/1970_Canadian_Grand_Prix,Quebec,Canada,0,56,70,42
676,1968,10,52,Canadian Grand Prix,9/22/1968,,http://en.wikipedia.org/wiki/1968_Canadian_Grand_Prix,Quebec,Canada,0.05,69,79,59
3,2009,3,17,Chinese Grand Prix,4/19/2009,7:00:00,http://en.wikipedia.org/wiki/2009_Chinese_Grand_Prix,Shanghai,China,0,67,74,60
34,2008,17,17,Chinese Grand Prix,10/19/2008,7:00:00,http://en.wikipedia.org/wiki/2008_Chinese_Grand_Prix,Shanghai,China,0,76,84,72
51,2007,16,17,Chinese Grand Prix,10/7/2007,6:00:00,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,Shanghai,China,0.31,80,84,80
68,2006,16,17,Chinese Grand Prix,10/1/2006,14:00:00,http://en.wikipedia.org/wiki/2006_Chinese_Grand_Prix,Shanghai,China,0,68,75,61
89,2005,19,17,Chinese Grand Prix,10/16/2005,14:00:00,http://en.wikipedia.org/wiki/2005_Chinese_Grand_Prix,Shanghai,China,0,66,73,59
105,2004,16,17,Chinese Grand Prix,9/26/2004,,http://en.wikipedia.org/wiki/2004_Chinese_Grand_Prix,Shanghai,China,0,76,84,68
340,2010,4,17,Chinese Grand Prix,4/18/2010,6:00:00,http://en.wikipedia.org/wiki/2010_Chinese_Grand_Prix,Shanghai,China,0,64,70,58
843,2011,3,17,Chinese Grand Prix,4/17/2011,7:00:00,http://en.wikipedia.org/wiki/2011_Chinese_Grand_Prix,Shanghai,China,0,61,67,55
862,2012,3,17,Chinese Grand Prix,4/15/2012,7:00:00,http://en.wikipedia.org/wiki/2012_Chinese_Grand_Prix,Shanghai,China,0,61,67,55
882,2013,3,17,Chinese Grand Prix,4/14/2013,7:00:00,http://en.wikipedia.org/wiki/2013_Chinese_Grand_Prix,Shanghai,China,0,64,70,58
903,2014,4,17,Chinese Grand Prix,4/20/2014,7:00:00,http://en.wikipedia.org/wiki/2014_Chinese_Grand_Prix,Shanghai,China,0,59,65,53
928,2015,3,17,Chinese Grand Prix,4/12/2015,6:00:00,http://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix,Shanghai,China,0,61,67,55
950,2016,3,17,Chinese Grand Prix,4/17/2016,6:00:00,https://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix,Shanghai,China,0,63,69,57
970,2017,2,17,Chinese Grand Prix,4/9/2017,6:00:00,https://en.wikipedia.org/wiki/2017_Chinese_Grand_Prix,Shanghai,China,0,53,58,48
991,2018,3,17,Chinese Grand Prix,5/15/2018,6:00:00,http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix,Shanghai,China,0,85,94,77
440,1984,5,41,French Grand Prix,5/20/1984,,http://en.wikipedia.org/wiki/1984_French_Grand_Prix,Dijon,France,0,54,61,38
480,1982,14,41,Swiss Grand Prix,8/29/1982,,http://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix,Dijon,France,0,64,76,52
490,1981,8,41,French Grand Prix,7/5/1981,,http://en.wikipedia.org/wiki/1981_French_Grand_Prix,Dijon,France,0,66,76,56
519,1979,8,41,French Grand Prix,7/1/1979,,http://en.wikipedia.org/wiki/1979_French_Grand_Prix,Dijon,France,0,59,64,55
551,1977,9,41,French Grand Prix,7/3/1977,,http://en.wikipedia.org/wiki/1977_French_Grand_Prix,Dijon,France,0.19,72,84,59
598,1974,9,41,French Grand Prix,7/7/1974,,http://en.wikipedia.org/wiki/1974_French_Grand_Prix,Dijon,France,0,65,74,53
625,1972,6,51,French Grand Prix,7/2/1972,,http://en.wikipedia.org/wiki/1972_French_Grand_Prix,Clermont-Ferrand,France,0,60,65,54
648,1970,6,51,French Grand Prix,7/5/1970,,http://en.wikipedia.org/wiki/1970_French_Grand_Prix,Clermont-Ferrand,France,0,63,76,50
660,1969,5,51,French Grand Prix,7/6/1969,,http://en.wikipedia.org/wiki/1969_French_Grand_Prix,Clermont-Ferrand,France,0.44,74,84,63
702,1965,4,51,French Grand Prix,6/27/1965,,http://en.wikipedia.org/wiki/1965_French_Grand_Prix,Clermont-Ferrand,France,0.01,73,78,68
25,2008,8,8,French Grand Prix,6/22/2008,12:00:00,http://en.wikipedia.org/wiki/2008_French_Grand_Prix,Magny Cours,France,0,82,91,72
43,2007,8,8,French Grand Prix,7/1/2007,12:00:00,http://en.wikipedia.org/wiki/2007_French_Grand_Prix,Magny Cours,France,0.98,70,80,67
63,2006,11,8,French Grand Prix,7/16/2006,14:00:00,http://en.wikipedia.org/wiki/2006_French_Grand_Prix,Magny Cours,France,0,80,89,70
80,2005,10,8,French Grand Prix,7/3/2005,14:00:00,http://en.wikipedia.org/wiki/2005_French_Grand_Prix,Magny Cours,France,0,76,87,62
99,2004,10,8,French Grand Prix,7/4/2004,,http://en.wikipedia.org/wiki/2004_French_Grand_Prix,Magny Cours,France,0,75,89,54
117,2003,10,8,French Grand Prix,7/6/2003,,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,Magny Cours,France,0,71,80,56
134,2002,11,8,French Grand Prix,7/21/2002,,http://en.wikipedia.org/wiki/2002_French_Grand_Prix,Magny Cours,France,1.28,73,79,67
150,2001,10,8,French Grand Prix,7/1/2001,,http://en.wikipedia.org/wiki/2001_French_Grand_Prix,Magny Cours,France,0,73,79,62
166,2000,9,8,French Grand Prix,7/2/2000,,http://en.wikipedia.org/wiki/2000_French_Grand_Prix,Magny Cours,France,0,80,92,68
181,1999,7,8,French Grand Prix,6/27/1999,,http://en.wikipedia.org/wiki/1999_French_Grand_Prix,Magny Cours,France,0.21,68,80,58
198,1998,8,8,French Grand Prix,6/28/1998,,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,Magny Cours,France,0,72,75,64
214,1997,8,8,French Grand Prix,6/29/1997,,http://en.wikipedia.org/wiki/1997_French_Grand_Prix,Magny Cours,France,0.05,65,73,55
232,1996,9,8,French Grand Prix,6/30/1996,,http://en.wikipedia.org/wiki/1996_French_Grand_Prix,Magny Cours,France,0,67,72,57
246,1995,7,8,French Grand Prix,7/2/1995,,http://en.wikipedia.org/wiki/1995_French_Grand_Prix,Magny Cours,France,0.25,76,87,64
263,1994,7,8,French Grand Prix,7/3/1994,,http://en.wikipedia.org/wiki/1994_French_Grand_Prix,Magny Cours,France,0,82,94,70
280,1993,8,8,French Grand Prix,7/4/1993,,http://en.wikipedia.org/wiki/1993_French_Grand_Prix,Magny Cours,France,0,77,84,61
296,1992,8,8,French Grand Prix,7/5/1992,,http://en.wikipedia.org/wiki/1992_French_Grand_Prix,Magny Cours,France,0.63,63,68,57
311,1991,7,8,French Grand Prix,7/7/1991,,http://en.wikipedia.org/wiki/1991_French_Grand_Prix,Magny Cours,France,0,77,84,64
327,1990,7,34,French Grand Prix,7/8/1990,,http://en.wikipedia.org/wiki/1990_French_Grand_Prix,Le Castellet,France,0,77,87,66
362,1989,7,34,French Grand Prix,7/9/1989,,http://en.wikipedia.org/wiki/1989_French_Grand_Prix,Le Castellet,France,0,76,88,71
378,1988,7,34,French Grand Prix,7/3/1988,,http://en.wikipedia.org/wiki/1988_French_Grand_Prix,Le Castellet,France,0.01,68,75,63
393,1987,6,34,French Grand Prix,7/5/1987,,http://en.wikipedia.org/wiki/1987_French_Grand_Prix,Le Castellet,France,0,81,90,73
411,1986,8,34,French Grand Prix,7/6/1986,,http://en.wikipedia.org/wiki/1986_French_Grand_Prix,Le Castellet,France,0,75,84,71
426,1985,7,34,French Grand Prix,7/7/1985,,http://en.wikipedia.org/wiki/1985_French_Grand_Prix,Le Castellet,France,0,77,88,65
454,1983,3,34,French Grand Prix,4/17/1983,,http://en.wikipedia.org/wiki/1983_French_Grand_Prix,Le Castellet,France,0,58,65,49
477,1982,11,34,French Grand Prix,7/25/1982,,http://en.wikipedia.org/wiki/1982_French_Grand_Prix,Le Castellet,France,0,74,82,67
504,1980,7,34,French Grand Prix,6/29/1980,,http://en.wikipedia.org/wiki/1980_French_Grand_Prix,Le Castellet,France,0,69,76,61
535,1978,9,34,French Grand Prix,7/2/1978,,http://en.wikipedia.org/wiki/1978_French_Grand_Prix,Le Castellet,France,0,71,80,62
567,1976,8,34,French Grand Prix,7/4/1976,,http://en.wikipedia.org/wiki/1976_French_Grand_Prix,Le Castellet,France,0,77,87,67
584,1975,9,34,French Grand Prix,7/6/1975,,http://en.wikipedia.org/wiki/1975_French_Grand_Prix,Le Castellet,France,0,70,82,60
612,1973,8,34,French Grand Prix,7/1/1973,,http://en.wikipedia.org/wiki/1973_French_Grand_Prix,Le Castellet,France,0,77,90,65
636,1971,5,34,French Grand Prix,7/4/1971,,http://en.wikipedia.org/wiki/1971_French_Grand_Prix,Le Castellet,France,0,69,78,60
996,2018,8,34,French Grand Prix,6/24/2018,12:00:00,http://en.wikipedia.org/wiki/2018_French_Grand_Prix,Le Castellet,France,0,74,84,62
683,1967,5,54,French Grand Prix,7/2/1967,,http://en.wikipedia.org/wiki/1967_French_Grand_Prix,Le Mans,France,0,68,77,58
692,1966,3,55,French Grand Prix,7/3/1966,,http://en.wikipedia.org/wiki/1966_French_Grand_Prix,Reims,France,0.41,75,86,64
722,1963,4,55,French Grand Prix,6/30/1963,,http://en.wikipedia.org/wiki/1963_French_Grand_Prix,Reims,France,0.02,61,71,51
741,1961,4,55,French Grand Prix,7/2/1961,,http://en.wikipedia.org/wiki/1961_French_Grand_Prix,Reims,France,0,81,94,68
751,1960,6,55,French Grand Prix,7/3/1960,,http://en.wikipedia.org/wiki/1960_French_Grand_Prix,Reims,France,0,62,71,53
759,1959,4,55,French Grand Prix,7/5/1959,,http://en.wikipedia.org/wiki/1959_French_Grand_Prix,Reims,France,0,81,96,66
770,1958,6,55,French Grand Prix,7/6/1958,,http://en.wikipedia.org/wiki/1958_French_Grand_Prix,Reims,France,1.05,67,75,58
788,1956,5,55,French Grand Prix,7/1/1956,,http://en.wikipedia.org/wiki/1956_French_Grand_Prix,Reims,France,0.08,65,71,59
802,1954,4,55,French Grand Prix,7/4/1954,,http://en.wikipedia.org/wiki/1954_French_Grand_Prix,Reims,France,0.35,59,67,51
812,1953,5,55,French Grand Prix,7/5/1953,,http://en.wikipedia.org/wiki/1953_French_Grand_Prix,Reims,France,0,68,78,57
828,1951,4,55,French Grand Prix,7/1/1951,,http://en.wikipedia.org/wiki/1951_French_Grand_Prix,Reims,France,0,62,72,51
838,1950,6,55,French Grand Prix,7/2/1950,,http://en.wikipedia.org/wiki/1950_French_Grand_Prix,Reims,France,0,71,82,59
672,1968,6,53,French Grand Prix,7/7/1968,,http://en.wikipedia.org/wiki/1968_French_Grand_Prix,Rouen,France,0.28,66,75,56
712,1964,4,53,French Grand Prix,6/28/1964,,http://en.wikipedia.org/wiki/1964_French_Grand_Prix,Rouen,France,0,64,70,57
732,1962,4,53,French Grand Prix,7/8/1962,,http://en.wikipedia.org/wiki/1962_French_Grand_Prix,Rouen,France,0.08,65,76,54
779,1957,4,53,French Grand Prix,7/7/1957,,http://en.wikipedia.org/wiki/1957_French_Grand_Prix,Rouen,France,0,75,84,65
820,1952,4,53,French Grand Prix,7/6/1952,,http://en.wikipedia.org/wiki/1952_French_Grand_Prix,Rouen,France,0,80,89,70
761,1959,6,61,German Grand Prix,8/2/1959,,http://en.wikipedia.org/wiki/1959_German_Grand_Prix,Berlin,Germany,0.02,66,73,58
27,2008,10,10,German Grand Prix,7/20/2008,12:00:00,http://en.wikipedia.org/wiki/2008_German_Grand_Prix,Hockenheim,Germany,0.19,64,75,53
64,2006,12,10,German Grand Prix,7/30/2006,14:00:00,http://en.wikipedia.org/wiki/2006_German_Grand_Prix,Hockenheim,Germany,0.16,77,90,64
82,2005,12,10,German Grand Prix,7/24/2005,14:00:00,http://en.wikipedia.org/wiki/2005_German_Grand_Prix,Hockenheim,Germany,0.18,66,80,51
101,2004,12,10,German Grand Prix,7/25/2004,,http://en.wikipedia.org/wiki/2004_German_Grand_Prix,Hockenheim,Germany,0.1,66,77,55
119,2003,12,10,German Grand Prix,8/3/2003,,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,Hockenheim,Germany,0,80,96,64
135,2002,12,10,German Grand Prix,7/28/2002,,http://en.wikipedia.org/wiki/2002_German_Grand_Prix,Hockenheim,Germany,0,73,86,59
152,2001,12,10,German Grand Prix,7/29/2001,,http://en.wikipedia.org/wiki/2001_German_Grand_Prix,Hockenheim,Germany,0,75,85,65
168,2000,11,10,German Grand Prix,7/30/2000,,http://en.wikipedia.org/wiki/2000_German_Grand_Prix,Hockenheim,Germany,0.35,64,71,57
184,1999,10,10,German Grand Prix,8/1/1999,,http://en.wikipedia.org/wiki/1999_German_Grand_Prix,Hockenheim,Germany,0,72,86,57
201,1998,11,10,German Grand Prix,8/2/1998,,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,Hockenheim,Germany,0.09,66,70,61
216,1997,10,10,German Grand Prix,7/27/1997,,http://en.wikipedia.org/wiki/1997_German_Grand_Prix,Hockenheim,Germany,0.01,71,79,62
234,1996,11,10,German Grand Prix,7/28/1996,,http://en.wikipedia.org/wiki/1996_German_Grand_Prix,Hockenheim,Germany,0,67,75,58
248,1995,9,10,German Grand Prix,7/30/1995,,http://en.wikipedia.org/wiki/1995_German_Grand_Prix,Hockenheim,Germany,0,73,83,63
265,1994,9,10,German Grand Prix,7/31/1994,,http://en.wikipedia.org/wiki/1994_German_Grand_Prix,Hockenheim,Germany,0,78,92,64
282,1993,10,10,German Grand Prix,7/25/1993,,http://en.wikipedia.org/wiki/1993_German_Grand_Prix,Hockenheim,Germany,0.04,68,75,61
