STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TMAX
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-07,0.17,62
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-08,0.06,59
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-09,0.06,66
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-10,0,61
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-11,0,60
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-12,0.03,61
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-13,0.01,66
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-14,0,75
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-15,0,80
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-16,0.01,79
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-17,0.14,68
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-18,0.23,56
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-19,0.02,60
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-20,0,60
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-21,0,68
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-22,0,74
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-23,0,78
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-24,0,61
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-25,0.03,69
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-26,0,79
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-27,0,71
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-28,0,63
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-29,0,84
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-30,0.02,74
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-10-31,0,62
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-01,0.02,59
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-02,0,71
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-03,0.05,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-04,0.25,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-05,0,59
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-06,0.05,60
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-07,0,76
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-08,0.17,64
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-09,0.92,60
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-10,0,67
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-11,0,75
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-12,0.23,62
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-13,0.93,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-14,0.05,60
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-15,0,65
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-16,0,78
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-17,0,73
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-18,0.43,65
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-19,0.02,73
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-20,0,84
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-21,0.41,62
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-22,0.34,66
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-23,0.03,66
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-24,0.63,60
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-25,0,66
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-26,0.05,60
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-27,0.02,67
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-28,0,84
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-29,0.01,62
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-11-30,0,62
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-01,0,70
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-02,0.01,65
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-03,0.29,69
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-04,0.76,64
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-05,0,68
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-06,0,73
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-07,0,66
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-08,0.01,68
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-09,0,85
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-10,0,92
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-11,0,84
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-12,0,66
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-13,0,
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-14,0,69
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-15,0.17,59
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-16,0.5,62
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-17,0.02,72
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-18,0,76
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-19,0,83
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-20,0,87
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-21,0,96
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-22,0,75
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-23,0.02,67
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-24,0,74
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-25,0,93
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-26,0,95
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-27,0,97
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-28,0,100
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-29,0.14,100
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-30,0,101
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1960-12-31,0,98
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-01,0.96,68
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-02,0.01,71
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-03,0.1,70
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-04,0.04,75
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-05,0,73
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-06,0,81
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-07,0,93
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-08,0,92
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-09,0,96
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-10,0,88
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-11,0.02,88
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-12,0,84
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-13,0,76
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-14,0,70
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-15,0.1,69
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-16,0,85
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-17,0,85
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-18,0,84
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-19,0,84
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-20,0,86
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-21,0,94
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-22,0,95
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-23,0,99
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-24,0,86
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-25,0,91
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-26,0,102
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-27,0,95
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-28,0,107
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-29,0,82
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-30,0,76
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-01-31,0,82
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-01,0.01,69
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-02,0.04,67
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-03,0,80
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-04,0,91
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-05,0,74
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-06,0,89
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-07,0,89
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-08,0.09,67
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-09,0.79,65
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-10,0,69
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-11,0.09,68
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-12,0,72
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-13,0,75
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-14,0,77
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-15,0,85
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-16,0,92
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-17,0,92
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-18,0.02,90
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-19,0,95
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-20,0,96
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-21,0.02,95
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-22,0,100
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-23,0.05,83
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-24,0,80
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-25,0.07,76
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-26,0.11,68
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-27,0.04,70
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-02-28,0,68
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-01,0.25,65
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-02,1.39,65
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-03,0.44,62
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-04,0.01,67
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-05,0.01,68
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-06,0,66
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-07,0,79
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-08,0,80
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-09,0,66
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-10,0.07,66
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-11,0.02,67
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-12,0,73
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-13,0,83
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-14,0,87
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-15,0,75
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-16,0,86
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-17,0,82
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-18,0,90
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-19,0,76
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-20,0.08,70
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-21,0,72
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-22,0,80
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-23,0,68
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-24,0.19,66
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-25,0,73
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-26,0,78
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-27,0,71
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-28,0.32,81
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-29,0,83
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-30,0.25,87
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-03-31,0,72
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-01,0.01,63
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-02,0,72
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-03,0,80
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-04,0.02,78
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-05,0.11,71
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-06,0,85
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-07,0.01,72
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-08,0.09,77
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-09,0,84
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-10,0,76
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-11,0.13,74
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-12,0.03,61
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-13,0.05,68
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-14,0.39,64
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-15,0.18,61
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-16,0,62
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-17,0.16,59
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-18,0,68
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-19,0,72
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-20,0,72
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-21,0,75
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-22,0,71
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-23,0,68
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-24,1.63,66
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-25,0.05,60
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-26,0.03,61
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-27,0,60
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-28,0,69
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-29,0,70
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-04-30,0,70
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-01,0,65
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-02,0,70
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-03,0.68,52
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-04,0.6,57
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-05,0.11,59
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-06,0.01,59
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-07,0.05,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-08,0.01,62
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-09,0.29,55
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-10,0.23,57
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-11,0,57
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-12,0,60
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-13,0,62
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-14,0,64
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-15,0,65
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-16,0,66
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-17,0,69
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-18,0,57
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-19,0,62
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-20,0,69
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-21,0,68
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-22,0,61
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-23,0.04,68
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-24,0.01,57
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-25,0,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-26,0,61
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-27,0.07,56
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-28,0.01,66
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-29,0,60
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-30,0,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-05-31,0,62
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-01,0,62
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-02,0,61
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-03,0.02,59
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-04,0.25,59
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-05,0,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-06,0,56
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-07,0.01,59
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-08,0.17,56
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-09,0.32,57
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-10,0,54
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-11,0,65
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-12,0,64
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-13,0,60
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-14,0,57
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-15,0,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-16,0.03,56
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-17,0.15,57
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-18,0.01,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-19,0.1,51
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-20,0,54
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-21,0.2,49
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-22,0.36,53
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-23,0.1,56
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-24,0.02,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-25,0.02,61
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-26,0.05,60
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-27,0,59
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-28,0,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-29,0.02,55
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-06-30,0.06,54
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-01,0.01,54
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-02,0,59
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-03,0,55
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-04,0.05,61
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-05,0.34,55
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-06,0.29,53
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-07,0.43,54
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-08,0.01,52
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-09,0.01,54
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-10,0.01,55
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-11,0.07,62
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-12,0,60
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-13,0,54
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-14,0.03,53
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-15,0.09,54
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-16,0.03,55
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-17,0,56
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-18,0.01,50
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-19,0.01,54
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-20,0.01,53
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-21,0,55
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-22,0.01,55
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-23,0.21,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-24,0.09,52
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-25,0.01,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-26,0,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-27,0.01,55
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-28,0.02,54
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-29,0,51
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-30,0.02,56
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-07-31,0,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-01,0.01,56
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-02,0.05,54
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-03,0.07,51
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-04,0.09,51
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-05,0,53
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-06,0,56
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-07,0,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-08,0,56
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-09,0,65
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-10,0,56
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-11,0.01,55
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-12,0,65
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-13,0,63
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-14,0,65
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-15,0,60
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-16,0.09,55
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-17,1.16,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-18,0,58
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-19,0,60
ASN00086038,"Melbourne, AS",-37.7276,144.9066,78.4,1961-08-20,0,62
