raceId,driverId,CompletionStatus,alt,grid,trackType,average_lap_time,minimum_lap_time,year,PRCP,TAVG,isHistoric,oneHot_circuits_1,oneHot_circuits_2,oneHot_circuits_3,oneHot_circuits_4,oneHot_circuits_5,oneHot_circuits_6,alt_trans,PRCP_trans,normalized_minLapTime,normalized_avgLapTime
2,20,0,18,13,0,108116.8,98427,2009,2.46,80.0,0,0,0,1,0,0,0,3.258096538021482,1.2412685890696329,0.9852049076044267,-0.02112614208016244
2,21,0,18,18,0,110209.13793103448,99407,2009,2.46,80.0,0,0,0,1,0,0,0,3.258096538021482,1.2412685890696329,0.9950142161219304,-0.0019584516907773875
2,22,1,18,8,0,108967.16129032258,97484,2009,2.46,80.0,0,0,0,1,0,0,0,3.258096538021482,1.2412685890696329,0.9757659505309513,-0.013291702034459693
2,67,0,18,20,0,109024.53333333334,98938,2009,2.46,80.0,0,0,0,1,0,0,0,3.258096538021482,1.2412685890696329,0.9903197613314109,-0.012765332950220412
3,1,1,5,9,1,127416.98214285714,114665,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9999765913949967,-0.016982448227028213
3,2,1,5,11,1,127844.98214285714,114158,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9955551190029219,-0.013629027342058998
3,3,1,5,7,1,129292.16363636365,114243,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9962963914946898,-0.0023728024257656027
3,4,1,5,2,1,127639.17857142855,114481,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9983719544716402,-0.015240114427603157
3,5,1,5,12,1,127296.19642857145,114516,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9986771843211917,-0.01793085399085053
3,7,1,5,15,1,127815.01785714286,113474,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9895900556574008,-0.013863434647476346
3,8,1,5,8,1,127772.05357142855,115396,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,1.0063515348242014,-0.014199635425386187
3,9,1,5,17,1,128041.75,115350,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,1.005950375593362,-0.012091097694214686
3,10,1,5,19,1,127463.58928571428,112703,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9828662781144231,-0.01661673072164616
3,12,1,5,16,1,131414.92592592593,115535,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,1.007563733369563,0.013912210814638157
3,13,0,5,13,1,139648.2,116484,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,1.0158398227188314,0.07467892263549439
3,15,0,5,6,1,149046.72222222222,120330,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9956276290733295,0.13981234844691978
3,16,0,5,18,1,128637.74,114777,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,1.0009533269135615,-0.007447243437980127
3,17,1,5,3,1,126329.55357142855,112980,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9852819543523023,-0.02555348329928273
3,18,1,5,5,1,126936.78571428572,113546,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9902179570621925,-0.020758268047766825
3,20,1,5,1,1,126133.66071428572,112627,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9822034932982541,-0.027105336285154484
3,21,1,5,20,1,128887.56363636366,116239,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,1.0137032137719708,-0.005507055726681773
3,22,1,5,4,1,127271.23214285714,112592,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.9818982634487026,-0.01812698501935189
3,67,1,5,10,1,127498.64285714286,114590,2009,0.0,67.0,0,0,0,1,0,0,0,2.5649493574615367,0.0,0.999322527431672,-0.016341760022222786
4,1,1,7,5,0,97022.42105263156,94915,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,0.9945106240746698,-0.008472344038308714
4,2,1,7,14,0,98797.89285714287,95924,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,1.0050828331005492,0.009661836465215732
4,3,1,7,9,0,97655.7894736842,95816,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,1.0039512190521895,-0.0019654971341394566
4,4,1,7,7,0,97560.64912280704,95722,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,1.0029662957138024,-0.00294021380342915
4,5,1,7,11,0,98000.1052631579,95520,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,1.0008497583270555,0.0015541120795295334
4,6,0,7,12,0,98949.60416666669,96153,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,1.007482273999386,0.011196230999381506
4,7,1,7,20,0,98017.31578947367,95410,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,0.9996971884629853,0.0017297140874282947
4,8,1,7,10,0,97372.61403508774,95498,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,1.0006192443542414,-0.004869439662515427
4,9,1,7,13,0,98693.25,95706,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,1.0027986491881193,0.00860211433872527
4,10,1,7,2,0,97387.05263157896,94574,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,0.9909376574960526,-0.004721168752374808
4,12,1,7,15,0,97777.73684210527,95441,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,1.000022003606496,-0.0007175292286635114
4,13,1,7,8,0,98482.44642857145,95065,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,0.9960823102529472,0.006463882745647935
4,15,1,7,1,0,96795.64912280704,94556,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,0.9907490551546592,-0.010812394510380255
4,16,1,7,19,0,98649.10714285713,96219,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,1.0081738159178282,0.008154740966700911
4,17,1,7,18,0,97821.45614035089,95165,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,0.9971301010384656,-0.0002704997874163548
4,18,1,7,4,0,96634.77192982456,94588,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,0.9910843482060251,-0.012475806389460786
4,20,1,7,3,0,96760.8596491228,94756,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,0.9928446367256958,-0.011171870657988027
4,21,1,7,17,0,98605.23214285713,96376,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,1.0098188474510918,0.007709883825586179
4,22,1,7,6,0,97297.56140350876,94901,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,0.9943639333646973,-0.005640514483077601
4,67,1,7,16,0,98676.89285714287,96473,2009,0.0,86.0,0,0,0,1,0,0,0,2.70805020110221,0.0,1.0108352045130444,0.008436363403373188
5,1,1,109,14,0,89849.47692307693,83839,2009,0.0,65.0,0,1,0,0,0,0,0,4.762173934797756,0.0,0.9985528909427648,-0.028957822779931065
5,2,1,109,13,0,89265.36363636363,83878,2009,0.0,65.0,0,1,0,0,0,0,0,4.762173934797756,0.0,0.9990173950845933,-0.03548006689496794
5,3,1,109,9,0,89460.80303030302,83621,2009,0.0,65.0,0,1,0,0,0,0,0,4.762173934797756,0.0,0.995956431893569,-0.03329303994211899
5,4,1,109,8,0,89126.78787878787,83420,2009,0.0,65.0,0,1,0,0,0,0,0,4.762173934797756,0.0,0.9935624490087601,-0.03703367543965028
5,5,0,109,18,0,128285.0,88719,2009,0.0,65.0,0,1,0,0,0,0,0,4.762173934797756,0.0,0.9956272059293052,0.32716073697869447
5,6,1,109,11,0,90109.43076923076,84155,2009,0.0,65.0,0,1,0,0,0,0,0,4.762173934797756,0.0,1.0023165655278374,-0.026068785162434115
5,8,0,109,16,0,99877.88235294117,84490,2009,0.0,65.0,0,1,0,0,0,0,0,4.762173934797756,0.0,1.006306537002519,0.07685464894996476
