grid,position,positionText,positionOrder,laps,milliseconds,fastestLap,rank,fastestLapSpeed,familyStatus,Completion Status,year,circuitId,country,alt,nationality
6,6,6,6,71,5366587,53,10,211.190,4,1,2007,18,Brazil,785,German
4,1,1,1,57,5386205,21,3,210.551,4,1,2006,3,Bahrain,7,Spanish
1,2,2,2,57,5387451,38,2,210.576,4,1,2006,3,Bahrain,7,German
22,3,3,3,57,5405565,29,8,209.803,4,1,2006,3,Bahrain,7,Finnish
3,4,4,4,57,5406197,39,5,210.109,4,1,2006,3,Bahrain,7,British
5,5,5,5,57,5423253,21,7,210.013,4,1,2006,3,Bahrain,7,Colombian
7,6,6,6,57,5428137,25,4,210.265,4,1,2006,3,Bahrain,7,Australian
12,7,7,7,57,5449248,42,1,210.838,4,1,2006,3,Bahrain,7,German
8,8,8,8,57,5452976,40,10,209.020,4,1,2006,3,Bahrain,7,Austrian
2,9,9,9,57,5456112,28,6,210.086,4,1,2006,3,Bahrain,7,Brazilian
13,10,10,10,57,5461746,26,11,208.653,4,1,2006,3,Bahrain,7,British
15,11,11,11,57,5472202,26,12,208.421,4,1,2006,3,Bahrain,7,Italian
1,1,1,1,56,5440529,16,2,209.402,4,1,2006,2,Malaysia,18,Italian
7,2,2,2,56,5445114,45,1,210.487,4,1,2006,2,Malaysia,18,Spanish
2,3,3,3,56,5450160,35,4,208.723,4,1,2006,2,Malaysia,18,British
5,4,4,4,56,5479880,39,3,208.806,4,1,2006,2,Malaysia,18,Colombian
21,5,5,5,56,5483783,51,8,207.962,4,1,2006,2,Malaysia,18,Brazilian
14,6,6,6,56,5484383,44,5,208.629,4,1,2006,2,Malaysia,18,German
10,7,7,7,56,5520990,43,9,207.858,4,1,2006,2,Malaysia,18,Canadian
22,8,8,8,56,5521817,34,6,208.544,4,1,2006,2,Malaysia,18,German
3,1,1,1,57,5667870,49,2,221.499,4,1,2006,1,Australia,10,Spanish
4,2,2,2,57,5669670,57,1,221.869,4,1,2006,1,Australia,10,Finnish
6,3,3,3,57,5692670,45,10,217.410,4,1,2006,1,Australia,10,German
8,4,4,4,57,5698870,49,7,217.683,4,1,2006,1,Australia,10,German
2,5,5,5,57,5705970,53,5,218.028,4,1,2006,1,Australia,10,Italian
19,6,6,6,57,5717370,56,13,216.152,4,1,2006,1,Australia,10,Canadian
16,7,7,7,57,5719770,32,6,217.707,4,1,2006,1,Australia,10,Brazilian
11,8,8,8,57,5721770,32,12,216.326,4,1,2006,1,Australia,10,British
18,9,9,9,57,5746670,26,14,216.039,4,1,2006,1,Australia,10,American
1,1,1,1,62,5466486,19,2,210.961,4,1,2006,21,Italy,37,German
5,2,2,2,62,5468582,23,1,211.098,4,1,2006,21,Italy,37,Spanish
7,3,3,3,62,5482354,22,4,209.791,4,1,2006,21,Italy,37,Colombian
4,4,4,4,62,5483582,12,10,208.731,4,1,2006,21,Italy,37,Brazilian
8,5,5,5,62,5484010,49,3,209.961,4,1,2006,21,Italy,37,Finnish
10,6,6,6,62,5504225,39,9,208.829,4,1,2006,21,Italy,37,Australian
2,7,7,7,62,5506121,29,6,209.174,4,1,2006,21,Italy,37,British
11,8,8,8,62,5506686,43,7,209.159,4,1,2006,21,Italy,37,Italian
6,9,9,9,62,5511997,45,5,209.250,4,1,2006,21,Italy,37,German
3,10,10,10,62,5544337,12,13,207.275,4,1,2006,21,Italy,37,Brazilian
13,11,11,11,62,5546161,30,15,206.581,4,1,2006,21,Italy,37,German
12,12,12,12,62,5548856,53,8,208.951,4,1,2006,21,Italy,37,Canadian
2,1,1,1,60,5758765,39,1,201.226,4,1,2006,20,Germany,578,German
1,2,2,2,60,5762516,37,3,200.285,4,1,2006,20,Germany,578,Spanish
3,3,3,3,60,5763212,19,5,199.065,4,1,2006,20,Germany,578,Brazilian
5,4,4,4,60,5763644,43,2,200.415,4,1,2006,20,Germany,578,Finnish
4,5,5,5,60,5831351,59,9,197.258,4,1,2006,20,Germany,578,Brazilian
11,6,6,6,60,5832881,46,4,199.354,4,1,2006,20,Germany,578,Italian
22,7,7,7,60,5833330,48,7,198.044,4,1,2006,20,Germany,578,German
9,8,8,8,60,5848129,38,12,197.079,4,1,2006,20,Germany,578,Canadian
1,1,1,1,66,5181759,39,2,217.108,4,1,2006,4,Spain,109,Spanish
3,2,2,2,66,5200261,43,3,216.546,4,1,2006,4,Spain,109,German
2,3,3,3,66,5205710,38,4,216.094,4,1,2006,4,Spain,109,Italian
4,4,4,4,66,5211612,42,1,217.320,4,1,2006,4,Spain,109,Brazilian
9,5,5,5,66,5238634,40,5,215.328,4,1,2006,4,Spain,109,Finnish
8,6,6,6,66,5240106,40,6,215.301,4,1,2006,4,Spain,109,British
1,1,1,1,78,6223116,11,3,158.898,4,1,2006,6,Monaco,7,Spanish
4,2,2,2,78,6237683,20,6,158.193,4,1,2006,6,Monaco,7,Colombian
7,3,3,3,78,6275414,45,19,154.452,4,1,2006,6,Monaco,7,British
5,4,4,4,78,6276453,67,12,155.509,4,1,2006,6,Monaco,7,Brazilian
22,5,5,5,78,6276946,74,1,160.014,4,1,2006,6,Monaco,7,German
9,6,6,6,78,6285188,58,5,158.379,4,1,2006,6,Monaco,7,Italian
1,1,1,1,60,5151927,21,1,226.811,4,1,2006,9,UK,153,Spanish
3,2,2,2,60,5165878,53,2,225.884,4,1,2006,9,UK,153,German
2,3,3,3,60,5170599,15,5,224.440,4,1,2006,9,UK,153,Finnish
5,4,4,4,60,5171903,42,3,225.049,4,1,2006,9,UK,153,Italian
4,5,5,5,60,5183486,43,4,224.685,4,1,2006,9,UK,153,Brazilian
8,6,6,6,60,5216696,38,8,223.575,4,1,2006,9,UK,153,Colombian
9,7,7,7,60,5226521,43,6,223.775,4,1,2006,9,UK,153,German
10,8,8,8,60,5230226,46,10,223.195,4,1,2006,9,UK,153,Canadian
12,9,9,9,60,5230935,47,9,223.209,4,1,2006,9,UK,153,German
1,1,1,1,70,5677308,22,2,206.815,4,1,2006,7,Canada,13,Spanish
5,2,2,2,70,5679408,68,3,206.592,4,1,2006,7,Canada,13,German
3,3,3,3,70,5686108,22,1,207.006,4,1,2006,7,Canada,13,Finnish
2,4,4,4,70,5692908,49,4,204.771,4,1,2006,7,Canada,13,Italian
10,5,5,5,70,5702408,31,5,203.078,4,1,2006,7,Canada,13,Brazilian
1,1,1,1,73,5675199,56,1,207.527,4,1,2006,19,USA,223,German
2,2,2,2,73,5683183,29,2,206.859,4,1,2006,19,USA,223,Brazilian
3,3,3,3,73,5691794,28,3,206.358,4,1,2006,19,USA,223,Italian
22,4,4,4,73,5698803,37,5,205.969,4,1,2006,19,USA,223,Italian
5,5,5,5,73,5703609,72,6,205.837,4,1,2006,19,USA,223,Spanish
4,6,6,6,73,5711712,47,7,205.012,4,1,2006,19,USA,223,Brazilian
1,1,1,1,70,5527803,46,1,205.931,4,1,2006,8,France,228,German
3,2,2,2,70,5537903,23,5,204.186,4,1,2006,8,France,228,Spanish
2,3,3,3,70,5550303,18,2,205.851,4,1,2006,8,France,228,Brazilian
5,4,4,4,70,5555003,19,6,204.084,4,1,2006,8,France,228,German
6,5,5,5,70,5560803,30,4,204.325,4,1,2006,8,France,228,Finnish
7,6,6,6,70,5573003,20,9,203.435,4,1,2006,8,France,228,Italian
8,7,7,7,70,5577203,34,3,204.568,4,1,2006,8,France,228,Spanish
2,1,1,1,67,5271693,17,1,215.650,4,1,2006,10,Germany,103,German
3,2,2,2,67,5272393,18,2,215.551,4,1,2006,10,Germany,103,Brazilian
1,3,3,3,67,5284893,4,3,215.317,4,1,2006,10,Germany,103,Finnish
4,4,4,4,67,5290493,14,7,214.356,4,1,2006,10,Germany,103,British
7,5,5,5,67,5295393,66,9,213.140,4,1,2006,10,Germany,103,Spanish
5,6,6,6,67,5296493,18,8,213.902,4,1,2006,10,Germany,103,Italian
20,7,7,7,67,5298193,48,5,214.386,4,1,2006,10,Germany,103,Italian
12,8,8,8,67,5319793,49,12,211.870,4,1,2006,10,Germany,103,Austrian
8,9,9,9,67,5331993,64,4,214.509,4,1,2006,10,Germany,103,German
14,1,1,1,70,6740941,57,4,185.236,4,1,2006,11,Hungary,264,British
4,2,2,2,70,6771778,67,2,187.055,4,1,2006,11,Hungary,264,Spanish
10,3,3,3,70,6784763,65,7,183.816,4,1,2006,11,Hungary,264,German
3,4,4,4,70,6786146,69,3,186.253,4,1,2006,11,Hungary,264,Brazilian
1,1,1,1,58,5331082,38,2,218.067,4,1,2006,5,Turkey,130,Brazilian
3,2,2,2,58,5336657,38,3,217.766,4,1,2006,5,Turkey,130,Spanish
2,3,3,3,58,5336738,55,1,218.360,4,1,2006,5,Turkey,130,German
6,4,4,4,58,5343416,58,4,217.202,4,1,2006,5,Turkey,130,British
11,5,5,5,58,5376990,54,7,216.018,4,1,2006,5,Turkey,130,Spanish
4,6,6,6,58,5377676,29,5,217.026,4,1,2006,5,Turkey,130,Italian
15,7,7,7,58,5390419,58,8,215.715,4,1,2006,5,Turkey,130,German
13,8,8,8,58,5391116,26,6,216.568,4,1,2006,5,Turkey,130,Brazilian
2,1,1,1,53,4491975,14,2,252.555,4,1,2006,14,Italy,162,German
1,2,2,2,53,4500021,13,1,252.604,4,1,2006,14,Italy,162,Finnish
6,3,3,3,53,4518389,21,4,250.927,4,1,2006,14,Italy,162,Polish
9,4,4,4,53,4524020,25,8,249.408,4,1,2006,14,Italy,162,Italian
5,5,5,5,53,4524660,51,7,249.704,4,1,2006,14,Italy,162,British
8,6,6,6,53,4534384,27,10,248.881,4,1,2006,14,Italy,162,Brazilian
11,7,7,7,53,4536637,25,11,248.659,4,1,2006,14,Italy,162,Italian
3,8,8,8,53,4537284,20,6,250.375,4,1,2006,14,Italy,162,German
4,9,9,9,53,4537970,41,3,251.253,4,1,2006,14,Italy,162,Brazilian
19,10,10,10,53,4564577,27,12,247.690,4,1,2006,14,Italy,162,Australian
6,1,1,1,56,5852747,50,2,199.117,4,1,2006,17,China,5,German
1,2,2,2,56,5855868,49,1,201.090,4,1,2006,17,China,5,Spanish
2,3,3,3,56,5896944,53,6,197.555,4,1,2006,17,China,5,Italian
4,4,4,4,56,5924803,51,5,197.806,4,1,2006,17,China,5,British
7,5,5,5,56,5929884,45,3,197.920,4,1,2006,17,China,5,Spanish
3,6,6,6,56,5931878,52,9,196.729,4,1,2006,17,China,5,Brazilian
8,7,7,7,56,5944726,53,4,197.890,4,1,2006,17,China,5,German
14,8,8,8,56,5956335,44,12,196.418,4,1,2006,17,China,5,Australian
12,9,9,9,56,5956543,52,15,195.164,4,1,2006,17,China,5,British
5,1,1,1,53,5032413,14,1,225.572,4,1,2006,22,Japan,45,Spanish
1,2,2,2,53,5048564,37,3,224.073,4,1,2006,22,Japan,45,Brazilian
6,3,3,3,53,5056366,13,7,223.432,4,1,2006,22,Japan,45,Italian
7,4,4,4,53,5066514,35,5,223.702,4,1,2006,22,Japan,45,British
11,5,5,5,53,5076009,24,4,223.958,4,1,2006,22,Japan,45,Finnish
4,6,6,6,53,5079130,2,9,222.713,4,1,2006,22,Japan,45,Italian
3,7,7,7,53,5081282,2,8,223.329,4,1,2006,22,Japan,45,German
9,8,8,8,53,5108508,31,13,221.160,4,1,2006,22,Japan,45,German
12,9,9,9,53,5109345,39,6,223.563,4,1,2006,22,Japan,45,Polish
1,1,1,1,71,5513751,23,2,212.857,4,1,2006,18,Brazil,785,Brazilian
4,2,2,2,71,5532409,70,3,212.612,4,1,2006,18,Brazil,785,Spanish
14,3,3,3,71,5533145,71,4,212.344,4,1,2006,18,Brazil,785,British
10,4,4,4,71,5537845,70,1,214.966,4,1,2006,18,Brazil,785,German
2,5,5,5,71,5542254,58,6,211.683,4,1,2006,18,Brazil,785,Finnish
6,6,6,6,71,5544038,70,5,212.146,4,1,2006,18,Brazil,785,Italian
5,7,7,7,71,5554045,48,8,211.366,4,1,2006,18,Brazil,785,Brazilian
12,8,8,8,71,5565819,63,12,210.146,4,1,2006,18,Brazil,785,Spanish
9,9,9,9,71,5581393,25,14,209.296,4,1,2006,18,Brazil,785,Polish
1,1,1,1,57,5057336,55,2,222.001,4,1,2005,1,Australia,10,Italian
11,2,2,2,57,5062889,54,3,221.386,4,1,2005,1,Australia,10,Brazilian
13,3,3,3,57,5064048,24,1,222.807,4,1,2005,1,Australia,10,Spanish
5,4,4,4,57,5073467,40,11,220.219,4,1,2005,1,Australia,10,British
3,5,5,5,57,5074244,37,8,220.720,4,1,2005,1,Australia,10,Australian
9,6,6,6,57,5092369,41,7,220.976,4,1,2005,1,Australia,10,Colombian
6,7,7,7,57,5096333,39,10,220.379,4,1,2005,1,Australia,10,Austrian
10,8,8,8,57,5096969,55,4,221.329,4,1,2005,1,Australia,10,Finnish
2,9,9,9,57,5120444,56,14,219.142,4,1,2005,1,Australia,10,Italian
18,10,10,10,57,5121729,55,13,219.704,4,1,2005,1,Australia,10,Brazilian
1,1,1,1,56,5493736,18,4,208.081,4,1,2005,2,Malaysia,18,Spanish
2,2,2,2,56,5518063,18,3,208.261,4,1,2005,2,Malaysia,18,Italian
10,3,3,3,56,5525924,40,2,208.487,4,1,2005,2,Malaysia,18,German
11,4,4,4,56,5535367,42,8,206.603,4,1,2005,2,Malaysia,18,Colombian
5,5,5,5,56,5545590,15,7,207.169,4,1,2005,2,Malaysia,18,German
8,6,6,6,56,5566279,18,9,206.165,4,1,2005,2,Malaysia,18,British
13,7,7,7,56,5573724,41,12,205.757,4,1,2005,2,Malaysia,18,German
7,8,8,8,56,5574571,17,11,205.927,4,1,2005,2,Malaysia,18,Austrian
6,9,9,9,56,5575316,23,1,208.987,4,1,2005,2,Malaysia,18,Finnish
1,1,1,1,57,5358531,39,2,212.436,4,1,2005,3,Bahrain,7,Spanish
3,2,2,2,57,5371940,41,4,211.030,4,1,2005,3,Bahrain,7,Italian
9,3,3,3,57,5390594,41,3,212.184,4,1,2005,3,Bahrain,7,Finnish
6,4,4,4,57,5411803,36,6,210.213,4,1,2005,3,Bahrain,7,German
8,5,5,5,57,5423519,43,1,213.054,4,1,2005,3,Bahrain,7,Spanish
5,6,6,6,57,5433232,20,10,209.300,4,1,2005,3,Bahrain,7,Australian
2,1,1,1,62,5261921,22,4,213.619,4,1,2005,21,Italy,37,Spanish
13,2,2,2,62,5262136,48,1,216.946,4,1,2005,21,Italy,37,German
7,3,3,3,62,5289475,24,3,213.902,4,1,2005,21,Italy,37,Austrian
11,4,4,4,62,5326363,45,10,211.371,4,1,2005,21,Italy,37,Canadian
5,5,5,5,62,5332179,44,11,211.358,4,1,2005,21,Italy,37,Italian
8,6,6,6,62,5333203,54,9,211.623,4,1,2005,21,Italy,37,German
4,7,7,7,62,5345218,17,14,210.364,4,1,2005,21,Italy,37,Australian
15,8,8,8,62,5345685,46,7,212.710,4,1,2005,21,Italy,37,Italian
10,9,9,9,62,5357762,19,13,210.836,4,1,2005,21,Italy,37,German
1,1,1,1,66,5236830,41,4,219.240,4,1,2005,4,Spain,109,Finnish
3,2,2,2,66,5264482,59,5,218.891,4,1,2005,4,Spain,109,Spanish
5,3,3,3,66,5282777,63,8,217.417,4,1,2005,4,Spain,109,Italian
4,4,4,4,66,5283549,63,6,217.829,4,1,2005,4,Spain,109,German
6,5,5,5,66,5294766,66,1,220.213,4,1,2005,4,Spain,109,Italian
2,6,6,6,66,5305372,62,9,217.000,4,1,2005,4,Spain,109,Australian
1,1,1,1,78,6315556,41,2,158.375,4,1,2005,6,Monaco,7,Finnish
6,2,2,2,78,6329433,15,9,155.834,4,1,2005,6,Monaco,7,German
3,3,3,3,78,6334040,77,7,156.214,4,1,2005,6,Monaco,7,Australian
2,4,4,4,78,6352043,19,3,156.971,4,1,2005,6,Monaco,7,Spanish
16,5,5,5,78,6352203,50,10,155.342,4,1,2005,6,Monaco,7,Colombian
18,6,6,6,78,6352673,11,8,156.014,4,1,2005,6,Monaco,7,German
8,7,7,7,78,6352779,40,1,158.540,4,1,2005,6,Monaco,7,German
10,8,8,8,78,6353126,51,6,156.326,4,1,2005,6,Monaco,7,Brazilian
6,1,1,1,59,5506648,44,1,204.305,4,1,2005,20,Germany,578,Spanish
1,2,2,2,59,5523215,9,4,203.380,4,1,2005,20,Germany,578,German
7,3,3,3,59,5525197,44,3,203.594,4,1,2005,20,Germany,578,Brazilian
12,4,4,4,59,5538236,19,5,202.974,4,1,2005,20,Germany,578,British
10,5,5,5,59,5557093,19,6,202.537,4,1,2005,20,Germany,578,German
9,6,6,6,59,5558580,47,7,202.084,4,1,2005,20,Germany,578,Italian
5,7,7,7,59,5564821,42,10,201.866,4,1,2005,20,Germany,578,Colombian
4,8,8,8,59,5577739,43,9,201.928,4,1,2005,20,Germany,578,Italian
14,9,9,9,59,5578177,43,13,201.506,4,1,2005,20,Germany,578,Italian
13,10,10,10,59,5602434,20,12,201.542,4,1,2005,20,Germany,578,British
7,1,1,1,70,5529290,23,1,211.061,4,1,2005,7,Canada,13,Finnish
2,2,2,2,70,5530390,32,4,209.697,4,1,2005,7,Canada,13,German
20,3,3,3,70,5569690,46,8,207.996,4,1,2005,7,Canada,13,Brazilian
11,4,4,4,70,5584390,18,13,206.551,4,1,2005,7,Canada,13,Brazilian
14,5,5,5,70,5584990,23,7,208.214,4,1,2005,7,Canada,13,Australian
5,1,1,1,73,5383181,48,1,211.074,4,1,2005,19,USA,223,German
7,2,2,2,73,5384681,48,2,210.626,4,1,2005,19,USA,223,Brazilian
1,1,1,1,70,5482232,5,2,207.571,4,1,2005,8,France,228,Spanish
13,2,2,2,70,5494032,25,1,207.785,4,1,2005,8,France,228,Finnish
3,3,3,3,70,5564132,22,7,204.333,4,1,2005,8,France,228,German
3,1,1,1,60,5069588,41,2,229.338,4,1,2005,9,UK,153,Colombian
1,2,2,2,60,5072288,40,4,227.847,4,1,2005,9,UK,153,Spanish
12,3,3,3,60,5083988,60,1,229.902,4,1,2005,9,UK,153,Finnish
6,4,4,4,60,5087488,43,3,228.041,4,1,2005,9,UK,153,Italian
2,5,5,5,60,5109888,42,7,225.721,4,1,2005,9,UK,153,British
9,6,6,6,60,5144888,23,5,226.600,4,1,2005,9,UK,153,German
5,7,7,7,60,5146188,41,9,224.874,4,1,2005,9,UK,153,Brazilian
8,8,8,8,60,5148788,46,6,225.812,4,1,2005,9,UK,153,German
4,9,9,9,60,5150488,56,8,225.394,4,1,2005,9,UK,153,Italian
3,1,1,1,67,5188599,21,2,218.866,4,1,2005,10,Germany,103,Spanish
20,2,2,2,67,5211168,54,4,217.011,4,1,2005,10,Germany,103,Colombian
2,3,3,3,67,5213021,19,3,217.111,4,1,2005,10,Germany,103,British
4,4,4,4,67,5239186,21,5,216.977,4,1,2005,10,Germany,103,Italian
5,5,5,5,67,5240289,18,7,216.381,4,1,2005,10,Germany,103,German
12,6,6,6,67,5240841,23,6,216.455,4,1,2005,10,Germany,103,German
11,7,7,7,67,5241299,18,8,216.000,4,1,2005,10,Germany,103,British
13,8,8,8,67,5245169,45,10,215.845,4,1,2005,10,Germany,103,Brazilian
10,9,9,9,67,5258417,45,9,215.992,4,1,2005,10,Germany,103,Austrian
4,1,1,1,70,5845552,40,1,194.186,4,1,2005,11,Hungary,264,Finnish
1,2,2,2,70,5881133,13,3,193.573,4,1,2005,11,Hungary,264,German
5,3,3,3,70,5881681,13,5,192.634,4,1,2005,11,Hungary,264,German
3,4,4,4,70,5899773,32,4,192.707,4,1,2005,11,Hungary,264,Italian
8,5,5,5,70,5904384,70,8,191.388,4,1,2005,11,Hungary,264,British
12,6,6,6,70,5913927,53,6,192.212,4,1,2005,11,Hungary,264,German
1,1,1,1,58,5074454,40,2,226.000,4,1,2005,5,Turkey,130,Finnish
3,2,2,2,58,5093063,58,3,224.694,4,1,2005,5,Turkey,130,Spanish
4,3,3,3,58,5094089,39,1,226.693,4,1,2005,5,Turkey,130,Colombian
2,4,4,4,58,5112427,34,4,224.484,4,1,2005,5,Turkey,130,Italian
13,5,5,5,58,5113758,58,5,223.998,4,1,2005,5,Turkey,130,British
5,6,6,6,58,5129874,52,7,222.989,4,1,2005,5,Turkey,130,Italian
12,7,7,7,58,5143746,58,9,222.372,4,1,2005,5,Turkey,130,British
10,8,8,8,58,5146076,58,8,222.483,4,1,2005,5,Turkey,130,Austrian
20,9,9,9,58,5154441,54,6,223.820,4,1,2005,5,Turkey,130,Japanese
1,1,1,1,53,4468659,15,2,254.861,4,1,2005,14,Italy,162,Colombian
2,2,2,2,53,4471138,16,3,253.874,4,1,2005,14,Italy,162,Spanish
8,3,3,3,53,4486634,16,4,252.519,4,1,2005,14,Italy,162,Italian
11,4,4,4,53,4491434,51,1,255.874,4,1,2005,14,Italy,162,Finnish
5,5,5,5,53,4502445,19,5,251.775,4,1,2005,14,Italy,162,Italian
9,6,6,6,53,4512584,19,8,251.032,4,1,2005,14,Italy,162,German
16,7,7,7,53,4513302,21,6,251.656,4,1,2005,14,Italy,162,Brazilian
3,8,8,8,53,4532294,16,9,250.776,4,1,2005,14,Italy,162,British
15,9,9,9,53,4544072,18,11,250.162,4,1,2005,14,Italy,162,Brazilian
6,10,10,10,53,4564729,5,13,249.507,4,1,2005,14,Italy,162,German
2,1,1,1,44,5401295,34,6,220.662,4,1,2005,13,Belgium,401,Finnish
4,2,2,2,44,5429595,31,10,216.252,4,1,2005,13,Belgium,401,Spanish
8,3,3,3,44,5433295,44,5,221.610,4,1,2005,13,Belgium,401,British
9,4,4,4,44,5470395,44,2,223.655,4,1,2005,13,Belgium,401,Australian
12,5,5,5,44,5479395,44,4,223.053,4,1,2005,13,Belgium,401,Brazilian
14,6,6,6,44,5488695,44,7,219.810,4,1,2005,13,Belgium,401,Canadian
5,7,7,7,44,5488795,43,1,225.329,4,1,2005,13,Belgium,401,German
2,1,1,1,71,5360574,27,2,213.522,4,1,2005,18,Brazil,785,Colombian
5,2,2,2,71,5363101,29,1,214.651,4,1,2005,18,Brazil,785,Finnish
1,3,3,3,71,5385414,21,3,213.513,4,1,2005,18,Brazil,785,Spanish
7,4,4,4,71,5396242,25,4,213.082,4,1,2005,18,Brazil,785,German
3,5,5,5,71,5400792,11,5,211.946,4,1,2005,18,Brazil,785,Italian
9,6,6,6,71,5429747,49,6,211.941,4,1,2005,18,Brazil,785,Brazilian
17,1,1,1,53,5342212,44,1,228.372,4,1,2005,22,Japan,45,Finnish
3,2,2,2,53,5343845,19,3,225.948,4,1,2005,22,Japan,45,Italian
16,3,3,3,53,5359668,21,2,228.225,4,1,2005,22,Japan,45,Spanish
7,4,4,4,53,5364486,21,7,224.733,4,1,2005,22,Japan,45,Australian
2,5,5,5,53,5371719,19,4,225.383,4,1,2005,22,Japan,45,British
6,6,6,6,53,5373813,18,8,224.731,4,1,2005,22,Japan,45,British
14,7,7,7,53,5376091,25,5,225.361,4,1,2005,22,Japan,45,German
1,8,8,8,53,5391760,9,6,225.283,4,1,2005,22,Japan,45,German
4,9,9,9,53,5394137,49,12,223.587,4,1,2005,22,Japan,45,Austrian
10,10,10,10,53,5399721,43,10,224.227,4,1,2005,22,Japan,45,Brazilian
9,11,11,11,53,5402845,52,9,224.466,4,1,2005,22,Japan,45,Brazilian
8,12,12,12,53,5425433,50,11,224.093,4,1,2005,22,Japan,45,Canadian
1,1,1,1,56,5993618,45,2,209.797,4,1,2005,17,China,5,Spanish
3,2,2,2,56,5997618,56,1,210.458,4,1,2005,17,China,5,Finnish
9,3,3,3,56,6018918,44,5,208.684,4,1,2005,17,China,5,German
2,4,4,4,56,6019718,54,3,209.736,4,1,2005,17,China,5,Italian
14,5,5,5,56,6025418,43,4,209.369,4,1,2005,17,China,5,Austrian
11,6,6,6,56,6030018,43,6,208.553,4,1,2005,17,China,5,Brazilian
10,7,7,7,56,6030418,53,7,208.161,4,1,2005,17,China,5,Australian
4,8,8,8,56,6034818,53,12,207.074,4,1,2005,17,China,5,British
7,9,9,9,56,6037818,54,10,207.470,4,1,2005,17,China,5,British
16,10,10,10,56,6053518,53,11,207.190,4,1,2005,17,China,5,Canadian
19,11,11,11,56,6078218,13,17,203.220,4,1,2005,17,China,5,Portuguese
8,12,12,12,56,6086418,18,13,206.540,4,1,2005,17,China,5,Brazilian
1,1,1,1,58,5055757,29,1,226.933,4,1,2004,1,Australia,10,German
2,2,2,2,58,5069362,8,2,226.788,4,1,2004,1,Australia,10,Brazilian
5,3,3,3,58,5090430,10,3,224.365,4,1,2004,1,Australia,10,Spanish
8,4,4,4,58,5116180,11,5,222.441,4,1,2004,1,Australia,10,German
3,5,5,5,58,5124293,42,4,223.844,4,1,2004,1,Australia,10,Colombian
4,6,6,6,58,5126355,24,7,222.032,4,1,2004,1,Australia,10,British
1,1,1,1,56,5467490,6,2,210.451,4,1,2004,2,Malaysia,18,German
4,2,2,2,56,5472512,28,1,211.782,4,1,2004,2,Malaysia,18,Colombian
6,3,3,3,56,5479058,28,3,210.123,4,1,2004,2,Malaysia,18,British
3,4,4,4,56,5481105,7,6,209.279,4,1,2004,2,Malaysia,18,Brazilian
8,5,5,5,56,5504850,12,4,209.964,4,1,2004,2,Malaysia,18,Italian
9,6,6,6,56,5520588,26,9,208.183,4,1,2004,2,Malaysia,18,British
19,7,7,7,56,5535367,7,10,208.105,4,1,2004,2,Malaysia,18,Spanish
1,1,1,1,57,5314875,7,1,216.074,4,1,2004,3,Bahrain,7,German
2,2,2,2,57,5316242,29,4,214.591,4,1,2004,3,Bahrain,7,Brazilian
6,3,3,3,57,5341562,24,5,214.393,4,1,2004,3,Bahrain,7,British
7,4,4,4,57,5347089,24,8,213.312,4,1,2004,3,Bahrain,7,Italian
5,5,5,5,57,5367335,55,7,214.061,4,1,2004,3,Bahrain,7,Japanese
16,6,6,6,57,5368031,39,2,215.116,4,1,2004,3,Bahrain,7,Spanish
4,7,7,7,57,5373030,56,3,214.815,4,1,2004,3,Bahrain,7,German
2,1,1,1,62,5179670,10,1,220.850,4,1,2004,21,Italy,37,German
1,2,2,2,62,5189372,28,2,218.701,4,1,2004,21,Italy,37,British
3,3,3,3,62,5201287,27,6,216.914,4,1,2004,21,Italy,37,Colombian
6,4,4,4,62,5203324,59,3,217.499,4,1,2004,21,Italy,37,Spanish
9,5,5,5,62,5215886,11,4,217.456,4,1,2004,21,Italy,37,Italian
4,6,6,6,62,5216353,31,7,216.906,4,1,2004,21,Italy,37,Brazilian
5,7,7,7,62,5235400,30,5,217.395,4,1,2004,21,Italy,37,German
1,1,1,1,66,5252841,12,1,215.070,4,1,2004,4,Spain,109,German
5,2,2,2,66,5266131,16,5,213.863,4,1,2004,4,Spain,109,Brazilian
4,3,3,3,66,5285135,12,6,213.067,4,1,2004,4,Spain,109,Italian
8,4,4,4,66,5285793,27,3,214.776,4,1,2004,4,Spain,109,Spanish
3,5,5,5,66,5295168,47,4,214.439,4,1,2004,4,Spain,109,Japanese
6,6,6,6,66,5326645,27,8,212.063,4,1,2004,4,Spain,109,German
12,7,7,7,66,5329949,37,13,210.685,4,1,2004,4,Spain,109,Italian
1,1,1,1,77,6346601,22,2,160.598,4,1,2004,6,Monaco,7,Italian
2,2,2,2,77,6347098,40,3,159.851,4,1,2004,6,Monaco,7,British
6,3,3,3,77,6422367,16,6,158.705,4,1,2004,6,Monaco,7,Brazilian
1,1,1,1,60,5555101,7,1,207.144,4,1,2004,20,Germany,578,German
7,2,2,2,60,5573090,14,3,205.689,4,1,2004,20,Germany,578,Brazilian
5,3,3,3,60,5577634,13,4,204.879,4,1,2004,20,Germany,578,British
3,4,4,4,60,5608774,30,6,203.364,4,1,2004,20,Germany,578,Italian
6,5,5,5,60,5616088,29,5,203.511,4,1,2004,20,Germany,578,Spanish
19,6,6,6,60,5628549,23,7,202.737,4,1,2004,20,Germany,578,Italian
14,7,7,7,60,5631307,37,10,201.678,4,1,2004,20,Germany,578,Australian
