Track,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-02-15,0,",,E",,,44,"H,,S",54,",,E",33,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-02-16,0,",,E",,,42,"H,,S",56,",,E",29,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-02-17,0,",,E",,,42,"H,,S",53,",,E",31,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-02-18,0,",,E",,,48,"H,,S",56,",,E",45,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-02-19,0,",,E",,,44,"H,,S",55,",,E",34,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-02-20,0,",,E",,,44,"H,,S",56,",,E",32,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-02-21,0,",,E",,,39,"H,,S",51,",,E",30,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-02-22,0,",,E",,,35,"H,,S",46,",,E",26,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-02-23,0,",,E",,,33,"H,,S",39,",,E",26,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-02-24,0,",,E",,,34,"H,,S",38,",,E",32,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-02-25,0,",,E",,,36,"H,,S",47,",,E",30,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-02-26,0,",,E",,,37,"H,,S",49,",,E",24,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-02-27,0,",,E",,,42,"H,,S",55,",,E",28,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-02-28,0,",,E",,,46,"H,,S",60,",,E",33,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-01,0,",,E",,,48,"H,,S",55,",,E",43,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-02,0,",,E",,,46,"H,,S",55,",,E",38,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-03,0,",,E",,,45,"H,,S",60,",,E",33,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-04,0,",,E",,,53,"H,,S",61,",,E",39,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-05,0.1,",,E",,,56,"H,,S",59,",,E",49,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-06,0.43,",,E",,,54,"H,,S",58,",,E",51,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-07,0.02,",,E",,,55,"H,,S",60,",,E",52,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-08,0.06,",,E",,,56,"H,,S",64,",,E",52,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-09,0.02,",,E",,,53,"H,,S",63,",,E",47,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-10,0,",,E",,,52,"H,,S",62,",,E",44,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-11,0,",,E",,,53,"H,,S",64,",,E",46,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-12,0,",,E",,,51,"H,,S",59,",,E",43,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-13,0,",,E",,,43,"H,,S",53,",,E",35,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-14,0,",,E",,,40,"H,,S",45,",,E",35,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-15,0,",,E",,,40,"H,,S",47,",,E",36,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-16,0.02,",,E",,,44,"H,,S",57,",,E",26,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-17,0.53,",,E",,,51,"H,,S",53,",,E",47,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-18,0.06,",,E",,,48,"H,,S",56,",,E",45,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-19,0.11,",,E",,,49,"H,,S",57,",,E",42,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-20,0.19,",,E",,,52,"H,,S",60,",,E",47,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-21,0,",,E",,,50,"H,,S",61,",,E",42,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-22,0,",,E",,,51,"H,,S",62,",,E",37,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-23,0.08,",,E",,,55,"H,,S",59,",,E",51,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-24,0.31,",,E",,,52,"H,,S",53,",,E",51,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-25,0,",,E",,,54,"H,,S",62,",,E",47,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-26,0,",,E",,,52,"H,,S",61,",,E",45,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-27,0.01,",,E",,,49,"H,,S",60,",,E",37,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-28,0.22,",,E",,,53,"H,,S",55,",,E",51,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-29,0.06,",,E",,,55,"H,,S",62,",,E",49,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-30,0.02,",,E",,,57,"H,,S",63,",,E",53,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-03-31,0,",,E",,,51,"H,,S",56,",,E",47,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-01,0.18,",,E",,,48,"H,,S",58,",,E",36,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-02,0.08,",,E",,,52,"H,,S",60,",,E",45,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-03,0,",,E",,,53,"H,,S",61,",,E",47,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-04,0.07,",,E",,,52,"H,,S",58,",,E",45,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-05,0,",,E",,,54,"H,,S",62,",,E",49,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-06,0.56,",,E",,,48,"H,,S",50,",,E",46,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-07,0,",,E",,,51,"H,,S",59,",,E",42,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-08,0,",,E",,,51,"H,,S",59,",,E",44,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-09,0,",,E",,,55,"H,,S",66,",,E",42,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-10,0,",,E",,,55,"H,,S",65,",,E",44,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-11,0.02,",,E",,,60,"H,,S",68,",,E",49,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-12,0,",,E",,,58,"H,,S",66,",,E",51,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-13,0,",,E",,,57,"H,,S",69,",,E",46,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-14,0.01,",,E",,,60,"H,,S",72,",,E",46,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-15,0,",,E",,,59,"H,,S",71,",,E",46,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-16,0,",,E",,,61,"H,,S",74,",,E",50,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-17,0,",,E",,,62,"H,,S",74,",,E",51,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-18,0,",,E",,,62,"H,,S",72,",,E",49,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-19,0,",,E",,,57,"H,,S",64,",,E",51,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-20,0.08,",,E",,,51,"H,,S",54,",,E",47,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-21,0,",,E",,,52,"H,,S",65,",,E",37,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-22,0,",,E",,,58,"H,,S",68,",,E",48,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-23,0,",,E",,,57,"H,,S",67,",,E",44,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-24,0,",,E",,,62,"H,,S",71,",,E",52,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-25,0.03,",,E",,,65,"H,,S",74,",,E",56,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-26,0.41,",,E",,,62,"H,,S",67,",,E",60,",I,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-27,0.28,",,E",,,52,"H,,S",58,",I,E",48,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-28,0.34,",,E",,,49,"H,,S",54,",,E",41,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-29,0.37,",,E",,,59,"H,,S",68,",,E",52,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-04-30,0.02,",,E",,,63,"H,,S",71,",,E",60,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-01,0,",,E",,,61,"H,,S",69,",,E",56,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-02,0,",,E",,,60,"H,,S",71,",,E",49,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-03,0,",,E",,,62,"H,,S",72,",,E",51,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-04,0.01,",,E",,,63,"H,,S",73,",,E",53,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-05,0.1,",,E",,,59,"H,,S",65,",,E",52,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-06,0,",,E",,,65,"H,,S",78,",,E",54,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-07,0,",,E",,,64,"H,,S",77,",,E",51,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-08,0.01,",,E",,,64,"H,,S",74,",,E",53,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-09,0.03,",,E",,,66,"H,,S",75,",,E",59,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-10,0,",,E",,,65,"H,,S",71,",,E",61,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-11,0,",,E",,,63,"H,,S",70,",,E",54,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-12,0,",,E",,,62,"H,,S",69,",,E",55,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-13,0,",,E",,,64,"H,,S",74,",,E",54,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-14,0,",,E",,,63,"H,,S",73,",,E",51,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-15,0.14,",,E",,,64,"H,,S",69,",,E",60,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-16,0.11,",,E",,,59,"H,,S",63,",,E",55,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-17,0.69,",,E",,,58,"H,,S",63,",,E",48,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-18,1.22,",,E",,,58,"H,,S",62,",,E",55,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-19,0,",,E",,,59,"H,,S",66,",,E",53,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-20,0,",,E",,,58,"H,,S",65,",,E",45,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-21,0,",,E",,,60,"H,,S",69,",,E",47,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-22,0,",,E",,,62,"H,,S",69,",,E",53,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-23,0,",,E",,,60,"H,,S",70,",,E",51,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-24,0,",,E",,,55,"H,,S",61,",,E",49,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-25,0.03,",,E",,,55,"H,,S",61,",,E",51,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-26,0,",,E",,,58,"H,,S",66,",,E",50,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-27,0.02,",,E",,,58,"H,,S",68,",,E",46,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-28,0.17,",,E",,,56,"H,,S",63,",,E",53,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-29,0.11,",,E",,,56,"H,,S",63,",,E",47,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-30,0,",,E",,,58,"H,,S",68,",,E",49,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-05-31,0,",,E",,,61,"H,,S",69,",,E",53,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-01,0,",,E",,,66,"H,,S",72,",,E",60,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-02,0,",,E",,,66,"H,,S",73,",,E",60,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-03,0,",,E",,,66,"H,,S",76,",,E",58,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-04,0,",,E",,,63,"H,,S",72,",,E",51,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-05,0,",,E",,,64,"H,,S",74,",,E",51,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-06,0,",,E",,,65,"H,,S",75,",,E",54,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-07,0,",,E",,,67,"H,,S",79,",,E",54,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-08,0.02,",,E",,,65,"H,,S",70,",,E",59,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-09,0.37,",,E",,,65,"H,,S",73,",,E",58,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-10,0,",,E",,,68,"H,,S",78,",,E",59,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-11,0,",,E",,,71,"H,,S",81,",,E",61,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-12,0,",,E",,,75,"H,,S",86,",,E",67,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-13,0,",,E",,,72,"H,,S",83,",,E",61,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-14,0,",,E",,,72,"H,,S",83,",,E",65,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-15,0,",,E",,,72,"H,,S",83,",,E",61,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-16,0,",,E",,,75,"H,,S",84,",,E",63,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-17,0,",,E",,,82,"H,,S",95,",,E",65,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-18,0,",,E",,,84,"H,,S",94,",,E",74,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-19,0.02,",,E",,,76,"H,,S",81,",,E",71,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-20,0,",,E",,,70,"H,,S",76,",,E",64,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-21,0,",,E",,,70,"H,,S",79,",,E",58,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-22,0,",,E",,,73,"H,,S",83,",,E",63,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-23,0,",,E",,,73,"H,,S",82,",,E",64,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-24,0,",,E",,,67,"H,,S",74,",,E",61,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-25,0,",,E",,,68,"H,,S",77,",,E",60,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-26,0,",,E",,,69,"H,,S",81,",,E",58,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-27,0,",,E",,,70,"H,,S",78,",,E",58,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-28,0,",,E",,,69,"H,,S",78,",,E",60,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-29,0,",,E",,,72,"H,,S",83,",,E",60,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-06-30,0,",,E",,,73,"H,,S",84,",,E",64,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-01,0,",,E",,,69,"H,,S",79,",,E",59,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-02,0,",,E",,,69,"H,,S",80,",,E",59,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-03,0.05,",,E",,,70,"H,,S",80,",,E",63,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-04,0,",,E",,,77,"H,,S",87,",,E",68,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-05,0,",,E",,,78,"H,,S",92,",,E",63,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-06,0,",,E",,,77,"H,,S",90,",,E",63,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-07,0,",,E",,,79,"H,,S",89,",,E",64,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-08,0,",,E",,,80,"H,,S",90,",,E",69,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-09,0,",,E",,,80,"H,,S",90,",,E",70,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-10,0.02,",,E",,,77,"H,,S",89,",,E",68,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-11,0,",,E",,,76,"H,,S",87,",,E",65,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-12,0,",,E",,,77,"H,,S",86,",,E",70,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-13,0,",,E",,,78,"H,,S",90,",,E",69,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-14,0,",,E",,,77,"H,,S",89,",,E",68,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-15,0,",,E",,,80,"H,,S",92,",,E",71,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-16,0,",,E",,,79,"H,,S",90,",,E",67,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-17,0,",,E",,,79,"H,,S",88,",,E",69,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-18,0.26,",,E",,,75,"H,,S",89,",,E",67,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-19,0,",,E",,,76,"H,,S",86,",,E",67,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-20,0,",,E",,,79,"H,,S",89,",,E",67,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-21,0,",,E",,,81,"H,,S",93,",,E",69,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-22,0,",,E",,,82,"H,,S",95,",,E",71,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-23,0,",,E",,,81,"H,,S",92,",,E",69,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-24,0,",,E",,,81,"H,,S",93,",,E",71,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-25,0,",,E",,,80,"H,,S",89,",,E",70,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-26,0,",,E",,,83,"H,,S",93,",,E",72,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-27,0,",,E",,,87,"H,,S",97,",,E",72,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-28,1.49,",,E",,,85,"H,,S",91,",,E",81,",,E"
Circuit de Monaco,FR000007650,"MARSEILLES MARIGNANE, FR",43.4378,5.2158,9,2013-07-29,0,",,E",,,77,"H,,S",84,",,E",66,",,E"
