resultId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,familyStatus,Completion Status,year,circuitId,country,alt,isHistoric,trackType,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,nationality
9331,18,13,4,4,4,3.0,63,+1:41.352,5285559,\N,\N,\N,\N,4,1,1987,32,Mexico,2227,0,0,,,,,,,,,,American
9354,28,1,1,1,1,9.0,51,1:32:58.072,5578072,\N,\N,\N,\N,4,1,1987,22,Japan,45,0,0,,,,,,,,,,Austrian
9355,12,7,2,2,2,6.0,51,+17.384,5595456,\N,\N,\N,\N,4,1,1987,22,Japan,45,0,0,,,,,,,,,,Brazilian
9356,2,9,3,3,3,4.0,51,+17.694,5595766,\N,\N,\N,\N,4,1,1987,22,Japan,45,0,0,,,,,,,,,,Swedish
9357,27,4,4,4,4,3.0,51,+1:20.441,5658513,\N,\N,\N,\N,4,1,1987,22,Japan,45,0,0,,,,,,,,,,Italian
9358,20,3,5,5,5,2.0,51,+1:25.576,5663648,\N,\N,\N,\N,4,1,1987,22,Japan,45,0,0,,,,,,,,,,Belgian
9359,11,11,6,6,6,1.0,51,+1:36.479,5674551,\N,\N,\N,\N,4,1,1987,22,Japan,45,0,0,,,,,,,,,,Japanese
9381,28,1,1,1,1,9.0,82,1:52:56.144,6776144,\N,\N,\N,\N,4,1,1987,29,Australia,58,0,2,,,,,,,,1.0,road,Austrian
9382,27,6,2,2,2,6.0,82,+1:07.884,6844028,\N,\N,\N,\N,4,1,1987,29,Australia,58,0,2,,,,,,,,1.0,road,Italian
9408,6,2,1,1,1,9.0,61,1:39:32.583,5972583,\N,\N,\N,\N,4,1,1986,36,Brazil,1126,0,0,,,,,,,,,,Brazilian
9409,12,1,2,2,2,6.0,61,+34.827,6007410,\N,\N,\N,\N,4,1,1986,36,Brazil,1126,0,0,,,,,,,,,,Brazilian
9410,26,5,3,3,3,4.0,61,+59.759,6032342,\N,\N,\N,\N,4,1,1986,36,Brazil,1126,0,0,,,,,,,,,,French
9411,25,4,4,4,4,3.0,61,+1:28.429,6061012,\N,\N,\N,\N,4,1,1986,36,Brazil,1126,0,0,,,,,,,,,,French
9433,12,1,1,1,1,9.0,72,1:48:47.735,6527735,\N,\N,\N,\N,4,1,1986,26,Spain,37,0,0,,,,,,,,,,Brazilian
9434,5,3,2,2,2,6.0,72,+0.014,6527749,\N,\N,\N,\N,4,1,1986,26,Spain,37,0,0,,,,,,,,,,British
9435,1,4,3,3,3,4.0,72,+21.552,6549287,\N,\N,\N,\N,4,1,1986,26,Spain,37,0,0,,,,,,,,,,French
9458,1,4,1,1,1,9.0,60,1:32:28.408,5548408,\N,\N,\N,\N,4,1,1986,21,Italy,37,0,0,,,,,,,,,,French
9459,6,2,2,2,2,6.0,60,+7.645,5556053,\N,\N,\N,\N,4,1,1986,21,Italy,37,0,0,,,,,,,,,,Brazilian
9484,1,1,1,1,1,9.0,78,1:55:41.060,6941060,\N,\N,\N,\N,4,1,1986,6,Monaco,7,1,2,,,,,,,,,,French
9485,2,9,2,2,2,6.0,78,+25.022,6966082,\N,\N,\N,\N,4,1,1986,6,Monaco,7,1,2,,,,,,,,,,Finnish
9486,12,3,3,3,3,4.0,78,+53.646,6994706,\N,\N,\N,\N,4,1,1986,6,Monaco,7,1,2,,,,,,,,,,Brazilian
9487,5,2,4,4,4,3.0,78,+1:11.402,7012462,\N,\N,\N,\N,4,1,1986,6,Monaco,7,1,2,,,,,,,,,,British
9509,5,5,1,1,1,9.0,43,1:27:57.925,5277925,\N,\N,\N,\N,4,1,1986,13,Belgium,401,1,0,,,,,,,,,,British
9510,12,4,2,2,2,6.0,43,+19.827,5297752,\N,\N,\N,\N,4,1,1986,13,Belgium,401,1,0,,,,,,,,,,Brazilian
9511,28,11,3,3,3,4.0,43,+23.592,5301517,\N,\N,\N,\N,4,1,1986,13,Belgium,401,1,0,,,,,,,,,,Swedish
9512,27,9,4,4,4,3.0,43,+29.634,5307559,\N,\N,\N,\N,4,1,1986,13,Belgium,401,1,0,,,,,,,,,,Italian
9513,26,17,5,5,5,2.0,43,+1:10.690,5348615,\N,\N,\N,\N,4,1,1986,13,Belgium,401,1,0,,,,,,,,,,French
9514,1,3,6,6,6,1.0,43,+2:17.772,5415697,\N,\N,\N,\N,4,1,1986,13,Belgium,401,1,0,,,,,,,,,,French
9534,5,1,1,1,1,9.0,69,1:42:26.415,6146415,\N,\N,\N,\N,4,1,1986,7,Canada,13,1,2,,,,,,,,,,British
9535,1,4,2,2,2,6.0,69,+20.659,6167074,\N,\N,\N,\N,4,1,1986,7,Canada,13,1,2,,,,,,,,,,French
9536,6,3,3,3,3,4.0,69,+36.262,6182677,\N,\N,\N,\N,4,1,1986,7,Canada,13,1,2,,,,,,,,,,Brazilian
9537,2,6,4,4,4,3.0,69,+1:35.673,6242088,\N,\N,\N,\N,4,1,1986,7,Canada,13,1,2,,,,,,,,,,Finnish
9559,12,1,1,1,1,9.0,63,1:51:12.847,6672847,\N,\N,\N,\N,4,1,1986,37,USA,177,0,2,,,,,,,,,,Brazilian
9560,26,6,2,2,2,6.0,63,+31.017,6703864,\N,\N,\N,\N,4,1,1986,37,USA,177,0,2,,,,,,,,,,French
9561,1,7,3,3,3,4.0,63,+31.824,6704671,\N,\N,\N,\N,4,1,1986,37,USA,177,0,2,,,,,,,,,,French
9562,27,11,4,4,4,3.0,63,+1:30.936,6763783,\N,\N,\N,\N,4,1,1986,37,USA,177,0,2,,,,,,,,,,Italian
9585,5,2,1,1,1,9.0,80,1:37:19.272,5839272,\N,\N,\N,\N,4,1,1986,34,France,432,0,0,,,,,,,,,,British
9586,1,5,2,2,2,6.0,80,+17.128,5856400,\N,\N,\N,\N,4,1,1986,34,France,432,0,0,,,,,,,,,,French
9587,6,3,3,3,3,4.0,80,+37.545,5876817,\N,\N,\N,\N,4,1,1986,34,France,432,0,0,,,,,,,,,,Brazilian
9588,2,7,4,4,4,3.0,80,+48.703,5887975,\N,\N,\N,\N,4,1,1986,34,France,432,0,0,,,,,,,,,,Finnish
9611,5,2,1,1,1,9.0,75,1:30:38.471,5438471,\N,\N,\N,\N,4,1,1986,38,UK,145,0,0,,,,,,,,,,British
9612,6,1,2,2,2,6.0,75,+5.574,5444045,\N,\N,\N,\N,4,1,1986,38,UK,145,0,0,,,,,,,,,,Brazilian
9637,6,5,1,1,1,9.0,44,1:22:08.263,4928263,\N,\N,\N,\N,4,1,1986,10,Germany,103,0,0,,,,,,,,,,Brazilian
9638,12,3,2,2,2,6.0,44,+15.437,4943700,\N,\N,\N,\N,4,1,1986,10,Germany,103,0,0,,,,,,,,,,Brazilian
9639,5,6,3,3,3,4.0,44,+44.580,4972843,\N,\N,\N,\N,4,1,1986,10,Germany,103,0,0,,,,,,,,,,British
9640,25,8,4,4,4,3.0,44,+1:15.176,5003439,\N,\N,\N,\N,4,1,1986,10,Germany,103,0,0,,,,,,,,,,French
9663,6,2,1,1,1,9.0,76,2:00:34.508,7234508,\N,\N,\N,\N,4,1,1986,11,Hungary,264,0,0,,,,,,,,,,Brazilian
9664,12,1,2,2,2,6.0,76,+17.673,7252181,\N,\N,\N,\N,4,1,1986,11,Hungary,264,0,0,,,,,,,,,,Brazilian
9689,1,5,1,1,1,9.0,52,1:21:22.531,4882531,\N,\N,\N,\N,4,1,1986,23,Austria,678,0,0,,,,,,,,0.0,race,French
9715,6,6,1,1,1,9.0,51,1:17:42.889,4662889,\N,\N,\N,\N,4,1,1986,14,Italy,162,1,0,,,,,,,,,,Brazilian
9716,5,3,2,2,2,6.0,51,+9.828,4672717,\N,\N,\N,\N,4,1,1986,14,Italy,162,1,0,,,,,,,,,,British
9717,28,12,3,3,3,4.0,51,+22.915,4685804,\N,\N,\N,\N,4,1,1986,14,Italy,162,1,0,,,,,,,,,,Swedish
9718,2,8,4,4,4,3.0,51,+53.809,4716698,\N,\N,\N,\N,4,1,1986,14,Italy,162,1,0,,,,,,,,,,Finnish
9742,5,2,1,1,1,9.0,70,1:37:21.900,5841900,\N,\N,\N,\N,4,1,1986,27,Portugal,130,0,0,,,,,,,,1.0,Yes,British
9743,1,3,2,2,2,6.0,70,+18.772,5860672,\N,\N,\N,\N,4,1,1986,27,Portugal,130,0,0,,,,,,,,1.0,Yes,French
9744,6,6,3,3,3,4.0,70,+49.274,5891174,\N,\N,\N,\N,4,1,1986,27,Portugal,130,0,0,,,,,,,,1.0,Yes,Brazilian
9769,20,4,1,1,1,9.0,68,1:33:18.700,5598700,\N,\N,\N,\N,4,1,1986,32,Mexico,2227,0,0,,,,,,,,,,Austrian
9770,1,6,2,2,2,6.0,68,+25.438,5624138,\N,\N,\N,\N,4,1,1986,32,Mexico,2227,0,0,,,,,,,,,,French
9771,12,1,3,3,3,4.0,68,+52.513,5651213,\N,\N,\N,\N,4,1,1986,32,Mexico,2227,0,0,,,,,,,,,,Brazilian
9794,1,4,1,1,1,9.0,82,1:54:20.388,6860388,\N,\N,\N,\N,4,1,1986,29,Australia,58,0,2,,,,,,,,1.0,road,French
9795,6,2,2,2,2,6.0,82,+4.205,6864593,\N,\N,\N,\N,4,1,1986,29,Australia,58,0,2,,,,,,,,1.0,road,Brazilian
9820,2,6,1,1,1,9.0,61,1:41:26.115,6086115,\N,\N,\N,\N,4,1,1985,36,Brazil,1126,0,0,,,,,,,,,,French
9821,27,1,2,2,2,6.0,61,+3.259,6089374,\N,\N,\N,\N,4,1,1985,36,Brazil,1126,0,0,,,,,,,,,,Italian
9845,12,1,1,1,1,9.0,67,2:00:28.006,7228006,\N,\N,\N,\N,4,1,1985,27,Portugal,130,0,0,,,,,,,,1.0,Yes,Brazilian
9846,27,5,2,2,2,6.0,67,+1:02.978,7290984,\N,\N,\N,\N,4,1,1985,27,Portugal,130,0,0,,,,,,,,1.0,Yes,Italian
9871,11,3,1,1,1,9.0,60,1:34:35.955,5675955,\N,\N,\N,\N,4,1,1985,21,Italy,37,0,0,,,,,,,,,,Italian
9897,2,5,1,1,1,9.0,78,1:51:58.034,6718034,\N,\N,\N,\N,4,1,1985,6,Monaco,7,1,2,,,,,,,,,,French
9898,27,3,2,2,2,6.0,78,+7.541,6725575,\N,\N,\N,\N,4,1,1985,6,Monaco,7,1,2,,,,,,,,,,Italian
9899,11,9,3,3,3,4.0,78,+1:27.171,6805205,\N,\N,\N,\N,4,1,1985,6,Monaco,7,1,2,,,,,,,,,,Italian
9922,27,3,1,1,1,9.0,70,1:46:01.813,6361813,\N,\N,\N,\N,4,1,1985,7,Canada,13,1,2,,,,,,,,,,Italian
9923,28,4,2,2,2,6.0,70,+1.957,6363770,\N,\N,\N,\N,4,1,1985,7,Canada,13,1,2,,,,,,,,,,Swedish
9924,2,5,3,3,3,4.0,70,+4.341,6366154,\N,\N,\N,\N,4,1,1985,7,Canada,13,1,2,,,,,,,,,,French
9925,6,8,4,4,4,3.0,70,+27.821,6389634,\N,\N,\N,\N,4,1,1985,7,Canada,13,1,2,,,,,,,,,,Finnish
9926,11,1,5,5,5,2.0,70,+43.349,6405162,\N,\N,\N,\N,4,1,1985,7,Canada,13,1,2,,,,,,,,,,Italian
9927,5,16,6,6,6,1.0,70,+1:17.878,6439691,\N,\N,\N,\N,4,1,1985,7,Canada,13,1,2,,,,,,,,,,British
9947,6,5,1,1,1,9.0,63,1:55:39.851,6939851,\N,\N,\N,\N,4,1,1985,37,USA,177,0,2,,,,,,,,,,Finnish
9948,28,9,2,2,2,6.0,63,+57.549,6997400,\N,\N,\N,\N,4,1,1985,37,USA,177,0,2,,,,,,,,,,Swedish
9949,27,3,3,3,3,4.0,63,+1:03.170,7003021,\N,\N,\N,\N,4,1,1985,37,USA,177,0,2,,,,,,,,,,Italian
9950,4,19,4,4,4,3.0,63,+1:06.225,7006076,\N,\N,\N,\N,4,1,1985,37,USA,177,0,2,,,,,,,,,,German
9951,11,8,5,5,5,2.0,63,+1:26.966,7026817,\N,\N,\N,\N,4,1,1985,37,USA,177,0,2,,,,,,,,,,Italian
9972,7,5,1,1,1,9.0,53,1:31:46.266,5506266,\N,\N,\N,\N,4,1,1985,34,France,432,0,0,,,,,,,,,,Brazilian
9973,6,1,2,2,2,6.0,53,+6.660,5512926,\N,\N,\N,\N,4,1,1985,34,France,432,0,0,,,,,,,,,,Finnish
9974,2,4,3,3,3,4.0,53,+9.285,5515551,\N,\N,\N,\N,4,1,1985,34,France,432,0,0,,,,,,,,,,French
9975,28,16,4,4,4,3.0,53,+53.491,5559757,\N,\N,\N,\N,4,1,1985,34,France,432,0,0,,,,,,,,,,Swedish
9976,11,7,5,5,5,2.0,53,+53.690,5559956,\N,\N,\N,\N,4,1,1985,34,France,432,0,0,,,,,,,,,,Italian
9977,15,10,6,6,6,1.0,53,+1:15.167,5581433,\N,\N,\N,\N,4,1,1985,34,France,432,0,0,,,,,,,,,,French
9978,16,11,7,7,7,0.0,53,+1:44.212,5610478,\N,\N,\N,\N,4,1,1985,34,France,432,0,0,,,,,,,,,,British
9998,2,3,1,1,1,9.0,65,1:18:10.436,4690436,\N,\N,\N,\N,4,1,1985,9,UK,153,1,0,,,,,,,,,,French
10024,27,8,1,1,1,9.0,67,1:35:31.337,5731337,\N,\N,\N,\N,4,1,1985,20,Germany,578,1,0,,,,,,,,,,Italian
10025,2,3,2,2,2,6.0,67,+11.661,5742998,\N,\N,\N,\N,4,1,1985,20,Germany,578,1,0,,,,,,,,,,French
10026,26,13,3,3,3,4.0,67,+51.154,5782491,\N,\N,\N,\N,4,1,1985,20,Germany,578,1,0,,,,,,,,,,French
10027,18,15,4,4,4,3.0,67,+55.279,5786616,\N,\N,\N,\N,4,1,1985,20,Germany,578,1,0,,,,,,,,,,Belgian
10028,1,12,5,5,5,2.0,67,+1:13.972,5805309,\N,\N,\N,\N,4,1,1985,20,Germany,578,1,0,,,,,,,,,,Austrian
10029,5,10,6,6,6,1.0,67,+1:16.820,5808157,\N,\N,\N,\N,4,1,1985,20,Germany,578,1,0,,,,,,,,,,British
10051,2,1,1,1,1,9.0,52,1:20:12.583,4812583,\N,\N,\N,\N,4,1,1985,23,Austria,678,0,0,,,,,,,,0.0,race,French
10052,12,14,2,2,2,6.0,52,+30.002,4842585,\N,\N,\N,\N,4,1,1985,23,Austria,678,0,0,,,,,,,,0.0,race,Brazilian
10053,27,9,3,3,3,4.0,52,+34.356,4846939,\N,\N,\N,\N,4,1,1985,23,Austria,678,0,0,,,,,,,,0.0,race,Italian
10054,28,12,4,4,4,3.0,52,+39.073,4851656,\N,\N,\N,\N,4,1,1985,23,Austria,678,0,0,,,,,,,,0.0,race,Swedish
10055,11,7,5,5,5,2.0,52,+1:22.092,4894675,\N,\N,\N,\N,4,1,1985,23,Austria,678,0,0,,,,,,,,0.0,race,Italian
10078,1,10,1,1,1,9.0,70,1:32:29.263,5549263,\N,\N,\N,\N,4,1,1985,39,Netherlands,6,0,0,,,,,,,,,,Austrian
10079,2,3,2,2,2,6.0,70,+0.232,5549495,\N,\N,\N,\N,4,1,1985,39,Netherlands,6,0,0,,,,,,,,,,French
10080,12,4,3,3,3,4.0,70,+48.491,5597754,\N,\N,\N,\N,4,1,1985,39,Netherlands,6,0,0,,,,,,,,,,Brazilian
10081,27,16,4,4,4,3.0,70,+48.837,5598100,\N,\N,\N,\N,4,1,1985,39,Netherlands,6,0,0,,,,,,,,,,Italian
10104,2,5,1,1,1,9.0,51,1:17:59.451,4679451,\N,\N,\N,\N,4,1,1985,14,Italy,162,1,0,,,,,,,,,,French
10105,7,4,2,2,2,6.0,51,+51.635,4731086,\N,\N,\N,\N,4,1,1985,14,Italy,162,1,0,,,,,,,,,,Brazilian
10106,12,1,3,3,3,4.0,51,+1:00.390,4739841,\N,\N,\N,\N,4,1,1985,14,Italy,162,1,0,,,,,,,,,,Brazilian
10107,8,9,4,4,4,3.0,51,+1:00.609,4740060,\N,\N,\N,\N,4,1,1985,14,Italy,162,1,0,,,,,,,,,,Swiss
10130,12,2,1,1,1,9.0,43,1:34:19.893,5659893,\N,\N,\N,\N,4,1,1985,13,Belgium,401,1,0,,,,,,,,,,Brazilian
10131,5,7,2,2,2,6.0,43,+28.422,5688315,\N,\N,\N,\N,4,1,1985,13,Belgium,401,1,0,,,,,,,,,,British
10132,2,1,3,3,3,4.0,43,+55.109,5715002,\N,\N,\N,\N,4,1,1985,13,Belgium,401,1,0,,,,,,,,,,French
10133,6,10,4,4,4,3.0,43,+1:15.290,5735183,\N,\N,\N,\N,4,1,1985,13,Belgium,401,1,0,,,,,,,,,,Finnish
10154,5,3,1,1,1,9.0,75,1:32:58.109,5578109,\N,\N,\N,\N,4,1,1985,38,UK,145,0,0,,,,,,,,,,British
10155,12,1,2,2,2,6.0,75,+21.396,5599505,\N,\N,\N,\N,4,1,1985,38,UK,145,0,0,,,,,,,,,,Brazilian
10156,6,4,3,3,3,4.0,75,+58.533,5636642,\N,\N,\N,\N,4,1,1985,38,UK,145,0,0,,,,,,,,,,Finnish
10157,2,6,4,4,4,3.0,75,+1:06.121,5644230,\N,\N,\N,\N,4,1,1985,38,UK,145,0,0,,,,,,,,,,French
10180,5,1,1,1,1,9.0,75,1:28:22.866,5302866,\N,\N,\N,\N,4,1,1985,30,South Africa,1460,0,0,,,,,,,,,,British
10181,6,3,2,2,2,6.0,75,+7.572,5310438,\N,\N,\N,\N,4,1,1985,30,South Africa,1460,0,0,,,,,,,,,,Finnish
10201,6,3,1,1,1,9.0,82,2:00:40.473,7240473,\N,\N,\N,\N,4,1,1985,29,Australia,58,0,2,,,,,,,,1.0,road,Finnish
10202,26,20,2,2,2,6.0,82,+43.130,7283603,\N,\N,\N,\N,4,1,1985,29,Australia,58,0,2,,,,,,,,1.0,road,French
10203,25,18,3,3,3,4.0,82,+1:28.536,7329009,\N,\N,\N,\N,4,1,1985,29,Australia,58,0,2,,,,,,,,1.0,road,French
10226,7,4,1,1,1,9.0,61,1:42:34.492,6154492,\N,\N,\N,\N,4,1,1984,36,Brazil,1126,0,0,,,,,,,,,,French
10227,6,9,2,2,2,6.0,61,+40.514,6195006,\N,\N,\N,\N,4,1,1984,36,Brazil,1126,0,0,,,,,,,,,,Finnish
10228,11,1,3,3,3,4.0,61,+59.128,6213620,\N,\N,\N,\N,4,1,1984,36,Brazil,1126,0,0,,,,,,,,,,Italian
10253,8,8,1,1,1,9.0,75,1:29:23.430,5363430,\N,\N,\N,\N,4,1,1984,30,South Africa,1460,0,0,,,,,,,,,,Austrian
10254,7,5,2,2,2,6.0,75,+1:05.950,5429380,\N,\N,\N,\N,4,1,1984,30,South Africa,1460,0,0,,,,,,,,,,French
10280,27,1,1,1,1,9.0,70,1:36:32.048,5792048,\N,\N,\N,\N,4,1,1984,40,Belgium,36,0,0,,,,,,,,,,Italian
10281,16,4,2,2,2,6.0,70,+42.386,5834434,\N,\N,\N,\N,4,1,1984,40,Belgium,36,0,0,,,,,,,,,,British
10282,28,2,3,3,3,4.0,70,+1:09.803,5861851,\N,\N,\N,\N,4,1,1984,40,Belgium,36,0,0,,,,,,,,,,French
10307,7,2,1,1,1,9.0,60,1:36:53.679,5813679,\N,\N,\N,\N,4,1,1984,21,Italy,37,0,0,,,,,,,,,,French
10308,28,6,2,2,2,6.0,60,+13.416,5827095,\N,\N,\N,\N,4,1,1984,21,Italy,37,0,0,,,,,,,,,,French
10335,8,9,1,1,1,9.0,79,1:31:11.951,5471951,\N,\N,\N,\N,4,1,1984,41,France,484,0,0,,,,,,,,,,Austrian
10336,15,1,2,2,2,6.0,79,+7.154,5479105,\N,\N,\N,\N,4,1,1984,41,France,484,0,0,,,,,,,,,,French
10337,12,6,3,3,3,4.0,79,+23.969,5495920,\N,\N,\N,\N,4,1,1984,41,France,484,0,0,,,,,,,,,,British
10338,28,11,4,4,4,3.0,79,+43.706,5515657,\N,\N,\N,\N,4,1,1984,41,France,484,0,0,,,,,,,,,,French
10339,11,2,5,5,5,2.0,79,+1:06.125,5538076,\N,\N,\N,\N,4,1,1984,41,France,484,0,0,,,,,,,,,,Italian
10361,7,1,1,1,1,4.5,31,1:01:07.740,3667740,\N,\N,\N,\N,4,1,1984,6,Monaco,7,1,2,,,,,,,,,,French
10362,19,13,2,2,2,3.0,31,+7.446,3675186,\N,\N,\N,\N,4,1,1984,6,Monaco,7,1,2,,,,,,,,,,Brazilian
10363,28,3,3,3,3,2.0,31,+29.077,3696817,\N,\N,\N,\N,4,1,1984,6,Monaco,7,1,2,,,,,,,,,,French
10364,6,10,4,4,4,1.5,31,+35.246,3702986,\N,\N,\N,\N,4,1,1984,6,Monaco,7,1,2,,,,,,,,,,Finnish
10365,11,11,5,5,5,1.0,31,+44.439,3712179,\N,\N,\N,\N,4,1,1984,6,Monaco,7,1,2,,,,,,,,,,Italian
10388,1,1,1,1,1,9.0,70,1:46:23.748,6383748,\N,\N,\N,\N,4,1,1984,7,Canada,13,1,2,,,,,,,,,,Brazilian
10389,8,8,2,2,2,6.0,70,+2.612,6386360,\N,\N,\N,\N,4,1,1984,7,Canada,13,1,2,,,,,,,,,,Austrian
10390,7,2,3,3,3,4.0,70,+1:28.032,6471780,\N,\N,\N,\N,4,1,1984,7,Canada,13,1,2,,,,,,,,,,French
10414,1,1,1,1,1,9.0,63,1:55:41.842,6941842,\N,\N,\N,\N,4,1,1984,37,USA,177,0,2,,,,,,,,,,Brazilian
10415,11,5,2,2,2,6.0,63,+32.638,6974480,\N,\N,\N,\N,4,1,1984,37,USA,177,0,2,,,,,,,,,,Italian
10416,2,23,3,3,3,4.0,63,+1:26.528,7028370,\N,\N,\N,\N,4,1,1984,37,USA,177,0,2,,,,,,,,,,Italian
10417,7,2,4,4,4,3.0,63,+1:55.258,7057100,\N,\N,\N,\N,4,1,1984,37,USA,177,0,2,,,,,,,,,,French
10441,6,8,1,1,1,9.0,67,2:01:22.617,7282617,\N,\N,\N,\N,4,1,1984,42,USA,139,0,2,,,,,,,,,,Finnish
10442,28,4,2,2,2,6.0,67,+22.464,7305081,\N,\N,\N,\N,4,1,1984,42,USA,139,0,2,,,,,,,,,,French
10467,8,3,1,1,1,9.0,71,1:29:28.532,5368532,\N,\N,\N,\N,4,1,1984,38,UK,145,0,0,,,,,,,,,,Austrian
10468,16,6,2,2,2,6.0,71,+42.123,5410655,\N,\N,\N,\N,4,1,1984,38,UK,145,0,0,,,,,,,,,,British
10469,19,7,3,3,3,4.0,71,+1:03.328,5431860,\N,\N,\N,\N,4,1,1984,38,UK,145,0,0,,,,,,,,,,Brazilian
10495,7,1,1,1,1,9.0,44,1:24:43.210,5083210,\N,\N,\N,\N,4,1,1984,10,Germany,103,0,0,,,,,,,,,,French
10496,8,7,2,2,2,6.0,44,+3.149,5086359,\N,\N,\N,\N,4,1,1984,10,Germany,103,0,0,,,,,,,,,,Austrian
10497,16,3,3,3,3,4.0,44,+36.423,5119633,\N,\N,\N,\N,4,1,1984,10,Germany,103,0,0,,,,,,,,,,British
10498,12,16,4,4,4,3.0,44,+51.663,5134873,\N,\N,\N,\N,4,1,1984,10,Germany,103,0,0,,,,,,,,,,British
10499,15,4,5,5,5,2.0,44,+1:11.949,5155159,\N,\N,\N,\N,4,1,1984,10,Germany,103,0,0,,,,,,,,,,French
10522,8,4,1,1,1,9.0,51,1:21:12.851,4872851,\N,\N,\N,\N,4,1,1984,23,Austria,678,0,0,,,,,,,,0.0,race,Austrian
10523,1,1,2,2,2,6.0,51,+23.525,4896376,\N,\N,\N,\N,4,1,1984,23,Austria,678,0,0,,,,,,,,0.0,race,Brazilian
10524,27,12,3,3,3,4.0,51,+48.998,4921849,\N,\N,\N,\N,4,1,1984,23,Austria,678,0,0,,,,,,,,0.0,race,Italian
10525,2,7,4,4,4,3.0,51,+56.312,4929163,\N,\N,\N,\N,4,1,1984,23,Austria,678,0,0,,,,,,,,0.0,race,Italian
10549,7,1,1,1,1,9.0,71,1:37:21.468,5841468,\N,\N,\N,\N,4,1,1984,39,Netherlands,6,0,0,,,,,,,,,,French
10550,8,6,2,2,2,6.0,71,+10.283,5851751,\N,\N,\N,\N,4,1,1984,39,Netherlands,6,0,0,,,,,,,,,,Austrian
10551,12,12,3,3,3,4.0,71,+1:19.544,5921012,\N,\N,\N,\N,4,1,1984,39,Netherlands,6,0,0,,,,,,,,,,British
10576,8,4,1,1,1,9.0,51,1:20:29.065,4829065,\N,\N,\N,\N,4,1,1984,14,Italy,162,1,0,,,,,,,,,,Austrian
10577,27,11,2,2,2,6.0,51,+24.249,4853314,\N,\N,\N,\N,4,1,1984,14,Italy,162,1,0,,,,,,,,,,Italian
10603,7,2,1,1,1,9.0,67,1:35:13.284,5713284,\N,\N,\N,\N,4,1,1984,20,Germany,578,1,0,,,,,,,,,,French
10604,27,5,2,2,2,6.0,67,+23.911,5737195,\N,\N,\N,\N,4,1,1984,20,Germany,578,1,0,,,,,,,,,,Italian
10605,1,1,3,3,3,4.0,67,+24.922,5738206,\N,\N,\N,\N,4,1,1984,20,Germany,578,1,0,,,,,,,,,,Brazilian
10606,8,15,4,4,4,3.0,67,+43.086,5756370,\N,\N,\N,\N,4,1,1984,20,Germany,578,1,0,,,,,,,,,,Austrian
10607,28,6,5,5,5,2.0,67,+1:01.430,5774714,\N,\N,\N,\N,4,1,1984,20,Germany,578,1,0,,,,,,,,,,French
10629,7,2,1,1,1,9.0,70,1:41:11.753,6071753,\N,\N,\N,\N,4,1,1984,27,Portugal,130,0,0,,,,,,,,1.0,Yes,French
10630,8,11,2,2,2,6.0,70,+13.425,6085178,\N,\N,\N,\N,4,1,1984,27,Portugal,130,0,0,,,,,,,,1.0,Yes,Austrian
10631,19,3,3,3,3,4.0,70,+20.042,6091795,\N,\N,\N,\N,4,1,1984,27,Portugal,130,0,0,,,,,,,,1.0,Yes,Brazilian
10632,27,8,4,4,4,3.0,70,+20.317,6092070,\N,\N,\N,\N,4,1,1984,27,Portugal,130,0,0,,,,,,,,1.0,Yes,Italian
10633,11,5,5,5,5,2.0,70,+1:32.169,6163922,\N,\N,\N,\N,4,1,1984,27,Portugal,130,0,0,,,,,,,,1.0,Yes,Italian
10656,5,4,1,1,1,9.0,63,1:48:27.731,6507731,\N,\N,\N,\N,4,1,1983,36,Brazil,1126,0,0,,,,,,,,,,Brazilian
10657,8,9,3,3,2,4.0,63,+51.883,6559614,\N,\N,\N,\N,4,1,1983,36,Brazil,1126,0,0,,,,,,,,,,Austrian
10658,2,18,4,4,3,3.0,63,+1:13.951,6581682,\N,\N,\N,\N,4,1,1983,36,Brazil,1126,0,0,,,,,,,,,,French
10659,27,3,5,5,4,2.0,63,+1:18.117,6585848,\N,\N,\N,\N,4,1,1983,36,Brazil,1126,0,0,,,,,,,,,,French
10660,29,20,6,6,5,1.0,63,+1:18.207,6585938,\N,\N,\N,\N,4,1,1983,36,Brazil,1126,0,0,,,,,,,,,,Swiss
10684,7,22,1,1,1,9.0,75,1:53:34.889,6814889,\N,\N,\N,\N,4,1,1983,43,USA,12,0,2,,,,,,,,,,British
10685,8,23,2,2,2,6.0,75,+27.993,6842882,\N,\N,\N,\N,4,1,1983,43,USA,12,0,2,,,,,,,,,,Austrian
10686,28,2,3,3,3,4.0,75,+1:13.638,6888527,\N,\N,\N,\N,4,1,1983,43,USA,12,0,2,,,,,,,,,,French
10712,15,1,1,1,1,9.0,54,1:34:13.913,5653913,\N,\N,\N,\N,4,1,1983,34,France,432,0,0,,,,,,,,,,French
10713,5,6,2,2,2,6.0,54,+29.720,5683633,\N,\N,\N,\N,4,1,1983,34,France,432,0,0,,,,,,,,,,Brazilian
