resultId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,familyStatus,Completion Status,year,circuitId,country,alt,isHistoric,trackType,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,nationality
1,22,1,1,1,1,10.0,58,1:34:50.616,5690616,39,2,1:27.452,218.300,4,1,2008,1,Australia,10,0,2,,,,,,,,0.0,No,British
2,3,5,2,2,2,8.0,58,+5.478,5696094,41,3,1:27.739,217.586,4,1,2008,1,Australia,10,0,2,,,,,,,,0.0,No,German
3,7,7,3,3,3,6.0,58,+8.163,5698779,41,5,1:28.090,216.719,4,1,2008,1,Australia,10,0,2,,,,,,,,0.0,No,German
4,5,11,4,4,4,5.0,58,+17.181,5707797,58,7,1:28.603,215.464,4,1,2008,1,Australia,10,0,2,,,,,,,,0.0,No,Spanish
5,23,3,5,5,5,4.0,58,+18.014,5708630,43,1,1:27.418,218.385,4,1,2008,1,Australia,10,0,2,,,,,,,,0.0,No,Finnish
23,1,2,1,1,1,10.0,56,1:31:18.555,5478555,37,2,1:35.405,209.158,4,1,2008,2,Malaysia,18,0,0,,,,,,,,,,Finnish
24,4,4,2,2,2,8.0,56,+19.570,5498125,39,6,1:35.921,208.033,4,1,2008,2,Malaysia,18,0,0,,,,,,,,,,Polish
25,23,8,3,3,3,6.0,56,+38.450,5517005,19,7,1:35.922,208.031,4,1,2008,2,Malaysia,18,0,0,,,,,,,,,,Finnish
26,11,3,4,4,4,5.0,56,+45.832,5524387,53,8,1:36.068,207.715,4,1,2008,2,Malaysia,18,0,0,,,,,,,,,,Italian
27,22,9,5,5,5,4.0,56,+46.548,5525103,53,3,1:35.462,209.033,4,1,2008,2,Malaysia,18,0,0,,,,,,,,,,British
28,3,5,6,6,6,3.0,56,+49.833,5528388,55,1,1:35.366,209.244,4,1,2008,2,Malaysia,18,0,0,,,,,,,,,,German
29,10,6,7,7,7,2.0,56,+1:08.130,5546685,53,12,1:36.696,206.366,4,1,2008,2,Malaysia,18,0,0,,,,,,,,,,Australian
30,5,7,8,8,8,1.0,56,+1:10.041,5548596,40,10,1:36.288,207.240,4,1,2008,2,Malaysia,18,0,0,,,,,,,,,,Spanish
31,9,12,9,9,9,0.0,56,+1:16.220,5554775,55,9,1:36.206,207.417,4,1,2008,2,Malaysia,18,0,0,,,,,,,,,,British
32,16,11,10,10,10,0.0,56,+1:26.214,5564769,56,4,1:35.715,208.481,4,1,2008,2,Malaysia,18,0,0,,,,,,,,,,British
33,6,13,11,11,11,0.0,56,+1:32.202,5570757,52,15,1:36.956,205.812,4,1,2008,2,Malaysia,18,0,0,,,,,,,,,,Brazilian
45,2,2,1,1,1,10.0,57,1:31:06.970,5466970,38,3,1:33.600,208.153,4,1,2008,3,Bahrain,7,0,0,,,,,,,,,,Brazilian
46,1,4,2,2,2,8.0,57,+3.339,5470309,35,4,1:33.709,207.911,4,1,2008,3,Bahrain,7,0,0,,,,,,,,,,Finnish
47,4,1,3,3,3,6.0,57,+4.998,5471968,55,5,1:33.775,207.765,4,1,2008,3,Bahrain,7,0,0,,,,,,,,,,Polish
48,3,6,4,4,4,5.0,57,+8.409,5475379,48,2,1:33.565,208.231,4,1,2008,3,Bahrain,7,0,0,,,,,,,,,,German
49,23,5,5,5,5,4.0,57,+26.789,5493759,49,1,1:33.193,209.062,4,1,2008,3,Bahrain,7,0,0,,,,,,,,,,Finnish
50,11,7,6,6,6,3.0,57,+41.314,5508284,45,7,1:34.204,206.819,4,1,2008,3,Bahrain,7,0,0,,,,,,,,,,Italian
51,10,11,7,7,7,2.0,57,+45.473,5512443,51,8,1:34.305,206.597,4,1,2008,3,Bahrain,7,0,0,,,,,,,,,,Australian
52,7,8,8,8,8,1.0,57,+55.889,5522859,57,6,1:34.072,207.109,4,1,2008,3,Bahrain,7,0,0,,,,,,,,,,German
53,12,13,9,9,9,0.0,57,+1:09.500,5536470,56,9,1:34.807,205.503,4,1,2008,3,Bahrain,7,0,0,,,,,,,,,,German
54,5,10,10,10,10,0.0,57,+1:17.181,5544151,35,13,1:35.194,204.668,4,1,2008,3,Bahrain,7,0,0,,,,,,,,,,Spanish
55,17,12,11,11,11,0.0,57,+1:17.862,5544832,40,10,1:34.855,205.399,4,1,2008,3,Bahrain,7,0,0,,,,,,,,,,Brazilian
67,1,1,1,1,1,10.0,66,1:38:19.051,5899051,46,1,1:21.670,205.191,4,1,2008,4,Spain,109,0,0,,,,,,,,,,Finnish
68,2,3,2,2,2,8.0,66,+3.228,5902279,45,2,1:21.801,204.863,4,1,2008,4,Spain,109,0,0,,,,,,,,,,Brazilian
69,22,5,3,3,3,6.0,66,+4.187,5903238,20,3,1:22.017,204.323,4,1,2008,4,Spain,109,0,0,,,,,,,,,,British
70,4,4,4,4,4,5.0,66,+5.694,5904745,20,4,1:22.106,204.102,4,1,2008,4,Spain,109,0,0,,,,,,,,,,Polish
71,10,7,5,5,5,4.0,66,+35.938,5934989,19,8,1:22.564,202.969,4,1,2008,4,Spain,109,0,0,,,,,,,,,,Australian
72,16,13,6,6,6,3.0,66,+53.010,5952061,66,5,1:22.353,203.489,4,1,2008,4,Spain,109,0,0,,,,,,,,,,British
73,8,12,7,7,7,2.0,66,+58.244,5957295,48,15,1:23.549,200.576,4,1,2008,4,Spain,109,0,0,,,,,,,,,,Japanese
74,11,8,8,8,8,1.0,66,+59.435,5958486,45,10,1:22.758,202.494,4,1,2008,4,Spain,109,0,0,,,,,,,,,,Italian
75,3,9,9,9,9,0.0,66,+1:03.073,5962124,21,7,1:22.519,203.080,4,1,2008,4,Spain,109,0,0,,,,,,,,,,German
89,2,1,1,1,1,10.0,58,1:26:49.451,5209451,16,3,1:26.666,221.734,4,1,2008,5,Turkey,130,0,0,,,,,,,,,,Brazilian
90,22,3,2,2,2,8.0,58,+3.779,5213230,31,2,1:26.529,222.085,4,1,2008,5,Turkey,130,0,0,,,,,,,,,,British
91,1,4,3,3,3,6.0,58,+4.271,5213722,20,1,1:26.506,222.144,4,1,2008,5,Turkey,130,0,0,,,,,,,,,,Finnish
92,4,5,4,4,4,5.0,58,+21.945,5231396,17,4,1:26.780,221.442,4,1,2008,5,Turkey,130,0,0,,,,,,,,,,Polish
93,3,9,5,5,5,4.0,58,+38.741,5248192,20,5,1:27.219,220.328,4,1,2008,5,Turkey,130,0,0,,,,,,,,,,German
94,5,7,6,6,6,3.0,58,+53.724,5263175,57,6,1:27.280,220.174,4,1,2008,5,Turkey,130,0,0,,,,,,,,,,Spanish
95,10,6,7,7,7,2.0,58,+1:04.229,5273680,14,7,1:27.630,219.294,4,1,2008,5,Turkey,130,0,0,,,,,,,,,,Australian
96,7,11,8,8,8,1.0,58,+1:11.406,5280857,55,9,1:27.795,218.882,4,1,2008,5,Turkey,130,0,0,,,,,,,,,,German
97,9,10,9,9,9,0.0,58,+1:15.270,5284721,41,12,1:27.966,218.457,4,1,2008,5,Turkey,130,0,0,,,,,,,,,,British
98,11,8,10,10,10,0.0,58,+1:16.344,5285795,52,11,1:27.926,218.556,4,1,2008,5,Turkey,130,0,0,,,,,,,,,,Italian
109,22,3,1,1,1,10.0,76,2:00:42.742,7242742,71,6,1:18.510,153.152,4,1,2008,6,Monaco,7,1,2,,,,,,,,,,British
110,4,5,2,2,2,8.0,76,+3.064,7245806,75,5,1:17.933,154.286,4,1,2008,6,Monaco,7,1,2,,,,,,,,,,Polish
111,2,1,3,3,3,6.0,76,+4.811,7247553,76,4,1:17.886,154.379,4,1,2008,6,Monaco,7,1,2,,,,,,,,,,Brazilian
112,10,9,4,4,4,5.0,76,+19.295,7262037,74,8,1:19.036,152.133,4,1,2008,6,Monaco,7,1,2,,,,,,,,,,Australian
113,15,19,5,5,5,4.0,76,+24.657,7267399,74,7,1:18.787,152.614,4,1,2008,6,Monaco,7,1,2,,,,,,,,,,German
114,17,14,6,6,6,3.0,76,+28.408,7271150,75,9,1:19.574,151.104,4,1,2008,6,Monaco,7,1,2,,,,,,,,,,Brazilian
115,8,13,7,7,7,2.0,76,+30.180,7272922,75,13,1:19.910,150.469,4,1,2008,6,Monaco,7,1,2,,,,,,,,,,Japanese
116,23,4,8,8,8,1.0,76,+33.191,7275933,74,2,1:17.282,155.586,4,1,2008,6,Monaco,7,1,2,,,,,,,,,,Finnish
117,1,2,9,9,9,0.0,76,+33.792,7276534,74,1,1:16.689,156.789,4,1,2008,6,Monaco,7,1,2,,,,,,,,,,Finnish
129,4,2,1,1,1,10.0,70,1:36:24.227,5784227,47,4,1:17.539,202.473,4,1,2008,7,Canada,13,1,2,,,,,,,,,,Polish
130,3,8,2,2,2,8.0,70,+16.495,5800722,25,2,1:17.430,202.758,4,1,2008,7,Canada,13,1,2,,,,,,,,,,German
131,9,13,3,3,3,6.0,70,+23.352,5807579,36,7,1:18.085,201.057,4,1,2008,7,Canada,13,1,2,,,,,,,,,,British
132,12,11,4,4,4,5.0,70,+42.627,5826854,31,17,1:19.087,198.510,4,1,2008,7,Canada,13,1,2,,,,,,,,,,German
133,2,6,5,5,5,4.0,70,+43.934,5828161,11,6,1:18.006,201.261,4,1,2008,7,Canada,13,1,2,,,,,,,,,,Brazilian
134,11,14,6,6,6,3.0,70,+47.775,5832002,38,15,1:18.870,199.056,4,1,2008,7,Canada,13,1,2,,,,,,,,,,Italian
135,17,9,7,7,7,2.0,70,+53.597,5837824,35,10,1:18.301,200.503,4,1,2008,7,Canada,13,1,2,,,,,,,,,,Brazilian
136,15,19,8,8,8,1.0,70,+54.120,5838347,33,12,1:18.532,199.913,4,1,2008,7,Canada,13,1,2,,,,,,,,,,German
137,23,7,9,9,9,0.0,70,+54.433,5838660,62,11,1:18.462,200.091,4,1,2008,7,Canada,13,1,2,,,,,,,,,,Finnish
138,7,5,10,10,10,0.0,70,+54.749,5838976,14,5,1:17.977,201.336,4,1,2008,7,Canada,13,1,2,,,,,,,,,,German
139,16,20,11,11,11,0.0,70,+1:07.540,5851767,58,19,1:19.352,197.847,4,1,2008,7,Canada,13,1,2,,,,,,,,,,British
140,10,10,12,12,12,0.0,70,+1:11.299,5855526,51,8,1:18.201,200.759,4,1,2008,7,Canada,13,1,2,,,,,,,,,,Australian
149,2,2,1,1,1,10.0,70,1:31:50.245,5510245,20,2,1:16.729,206.956,4,1,2008,8,France,228,0,0,,,,,,,,,,Brazilian
150,1,1,2,2,2,8.0,70,+17.984,5528229,16,1,1:16.630,207.224,4,1,2008,8,France,228,0,0,,,,,,,,,,Finnish
151,11,4,3,3,3,6.0,70,+28.250,5538495,12,7,1:17.567,204.721,4,1,2008,8,France,228,0,0,,,,,,,,,,Italian
152,23,10,4,4,4,5.0,70,+28.929,5539174,46,3,1:17.134,205.870,4,1,2008,8,France,228,0,0,,,,,,,,,,Finnish
153,4,5,5,5,5,4.0,70,+30.512,5540757,16,4,1:17.172,205.768,4,1,2008,8,France,228,0,0,,,,,,,,,,Polish
154,10,6,6,6,6,3.0,70,+40.304,5550549,22,6,1:17.507,204.879,4,1,2008,8,France,228,0,0,,,,,,,,,,Australian
155,6,9,7,7,7,2.0,70,+41.033,5551278,24,10,1:17.758,204.218,4,1,2008,8,France,228,0,0,,,,,,,,,,Brazilian
156,5,3,8,8,8,1.0,70,+43.372,5553617,39,8,1:17.641,204.525,4,1,2008,8,France,228,0,0,,,,,,,,,,Spanish
157,9,7,9,9,9,0.0,70,+51.021,5561266,23,12,1:17.818,204.060,4,1,2008,8,France,228,0,0,,,,,,,,,,British
158,22,13,10,10,10,0.0,70,+54.538,5564783,40,5,1:17.453,205.022,4,1,2008,8,France,228,0,0,,,,,,,,,,British
159,12,8,11,11,11,0.0,70,+57.700,5567945,45,13,1:17.836,204.013,4,1,2008,8,France,228,0,0,,,,,,,,,,German
160,15,12,12,12,12,0.0,70,+58.065,5568310,36,11,1:17.760,204.212,4,1,2008,8,France,228,0,0,,,,,,,,,,German
161,3,11,13,13,13,0.0,70,+1:02.079,5572324,46,9,1:17.716,204.328,4,1,2008,8,France,228,0,0,,,,,,,,,,German
169,22,4,1,1,1,10.0,60,1:39:09.440,5949440,16,3,1:32.817,199.398,4,1,2008,9,UK,153,1,0,,,,,,,,,,British
170,3,5,2,2,2,8.0,60,+1:08.577,6018017,21,2,1:32.719,199.609,4,1,2008,9,UK,153,1,0,,,,,,,,,,German
171,17,16,3,3,3,6.0,60,+1:22.273,6031713,21,11,1:33.386,198.183,4,1,2008,9,UK,153,1,0,,,,,,,,,,Brazilian
189,22,1,1,1,1,10.0,67,1:31:20.874,5480874,17,2,1:16.039,216.552,4,1,2008,10,Germany,103,0,0,,,,,,,,,,British
190,6,17,2,2,2,8.0,67,+5.586,5486460,66,9,1:16.910,214.099,4,1,2008,10,Germany,103,0,0,,,,,,,,,,Brazilian
191,2,2,3,3,3,6.0,67,+9.339,5490213,19,5,1:16.502,215.241,4,1,2008,10,Germany,103,0,0,,,,,,,,,,Brazilian
192,3,12,4,4,4,5.0,67,+9.825,5490699,52,1,1:15.987,216.700,4,1,2008,10,Germany,103,0,0,,,,,,,,,,German
193,23,3,5,5,5,4.0,67,+12.411,5493285,63,4,1:16.495,215.261,4,1,2008,10,Germany,103,0,0,,,,,,,,,,Finnish
194,1,6,6,6,6,3.0,67,+14.403,5495277,66,3,1:16.342,215.692,4,1,2008,10,Germany,103,0,0,,,,,,,,,,Finnish
195,4,7,7,7,7,2.0,67,+22.682,5503556,17,6,1:16.610,214.937,4,1,2008,10,Germany,103,0,0,,,,,,,,,,Polish
196,15,9,8,8,8,1.0,67,+33.299,5514173,20,8,1:16.772,214.484,4,1,2008,10,Germany,103,0,0,,,,,,,,,,German
197,11,4,9,9,9,0.0,67,+37.158,5518032,17,12,1:17.023,213.785,4,1,2008,10,Germany,103,0,0,,,,,,,,,,Italian
198,7,13,10,10,10,0.0,67,+37.625,5518499,34,15,1:17.380,212.799,4,1,2008,10,Germany,103,0,0,,,,,,,,,,German
199,5,5,11,11,11,0.0,67,+38.600,5519474,17,13,1:17.115,213.530,4,1,2008,10,Germany,103,0,0,,,,,,,,,,Spanish
200,14,15,12,12,12,0.0,67,+39.111,5519985,63,10,1:16.969,213.935,4,1,2008,10,Germany,103,0,0,,,,,,,,,,French
201,9,10,13,13,13,0.0,67,+54.971,5535845,18,11,1:16.994,213.866,4,1,2008,10,Germany,103,0,0,,,,,,,,,,British
202,8,16,14,14,14,0.0,67,+1:00.003,5540877,23,17,1:17.691,211.947,4,1,2008,10,Germany,103,0,0,,,,,,,,,,Japanese
203,20,19,15,15,15,0.0,67,+1:09.488,5550362,66,18,1:17.889,211.408,4,1,2008,10,Germany,103,0,0,,,,,,,,,,German
204,21,20,16,16,16,0.0,67,+1:24.093,5564967,67,20,1:18.208,210.546,4,1,2008,10,Germany,103,0,0,,,,,,,,,,Italian
209,23,2,1,1,1,10.0,70,1:37:27.067,5847067,19,7,1:21.753,192.917,4,1,2008,11,Hungary,264,0,0,,,,,,,,,,Finnish
210,12,5,2,2,2,8.0,70,+11.061,5858128,42,6,1:21.671,193.111,4,1,2008,11,Hungary,264,0,0,,,,,,,,,,German
211,1,6,3,3,3,6.0,70,+16.856,5863923,61,1,1:21.195,194.243,4,1,2008,11,Hungary,264,0,0,,,,,,,,,,Finnish
212,5,7,4,4,4,5.0,70,+21.614,5868681,47,8,1:21.793,192.823,4,1,2008,11,Hungary,264,0,0,,,,,,,,,,Spanish
213,22,1,5,5,5,4.0,70,+23.048,5870115,15,3,1:21.493,193.533,4,1,2008,11,Hungary,264,0,0,,,,,,,,,,British
214,6,10,6,6,6,3.0,70,+32.298,5879365,64,4,1:21.537,193.428,4,1,2008,11,Hungary,264,0,0,,,,,,,,,,Brazilian
215,11,9,7,7,7,2.0,70,+36.449,5883516,65,5,1:21.638,193.189,4,1,2008,11,Hungary,264,0,0,,,,,,,,,,Italian
216,4,4,8,8,8,1.0,70,+48.321,5895388,70,9,1:21.941,192.475,4,1,2008,11,Hungary,264,0,0,,,,,,,,,,Polish
217,10,8,9,9,9,0.0,70,+58.834,5905901,67,10,1:22.125,192.043,4,1,2008,11,Hungary,264,0,0,,,,,,,,,,Australian
218,3,15,10,10,10,0.0,70,+1:07.709,5914776,67,11,1:22.183,191.908,4,1,2008,11,Hungary,264,0,0,,,,,,,,,,German
219,9,13,11,11,11,0.0,70,+1:10.407,5917474,67,16,1:22.732,190.634,4,1,2008,11,Hungary,264,0,0,,,,,,,,,,British
229,2,1,1,1,1,10.0,57,1:35:32.339,5732339,36,1,1:38.708,197.637,4,1,2008,12,Spain,4,0,2,,,,,,,,,,Brazilian
230,22,2,2,2,2,8.0,57,+5.611,5737950,16,2,1:38.884,197.285,4,1,2008,12,Spain,4,0,2,,,,,,,,,,British
231,4,3,3,3,3,6.0,57,+37.353,5769692,38,4,1:39.330,196.399,4,1,2008,12,Spain,4,0,2,,,,,,,,,,Polish
232,23,5,4,4,4,5.0,57,+39.703,5772042,19,3,1:39.112,196.831,4,1,2008,12,Spain,4,0,2,,,,,,,,,,Finnish
233,11,7,5,5,5,4.0,57,+50.684,5783023,37,12,1:39.657,195.755,4,1,2008,12,Spain,4,0,2,,,,,,,,,,Italian
234,15,6,6,6,6,3.0,57,+52.625,5784964,36,6,1:39.485,196.093,4,1,2008,12,Spain,4,0,2,,,,,,,,,,German
235,12,13,7,7,7,2.0,57,+1:07.990,5800329,54,8,1:39.535,195.995,4,1,2008,12,Spain,4,0,2,,,,,,,,,,German
236,7,9,8,8,8,1.0,57,+1:11.457,5803796,35,10,1:39.577,195.912,4,1,2008,12,Spain,4,0,2,,,,,,,,,,German
237,3,8,9,9,9,0.0,57,+1:22.177,5814516,57,7,1:39.526,196.013,4,1,2008,12,Spain,4,0,2,,,,,,,,,,German
238,14,10,10,10,10,0.0,57,+1:29.794,5822133,35,11,1:39.639,195.790,4,1,2008,12,Spain,4,0,2,,,,,,,,,,French
239,6,15,11,11,11,0.0,57,+1:32.717,5825056,29,9,1:39.544,195.977,4,1,2008,12,Spain,4,0,2,,,,,,,,,,Brazilian
249,2,2,1,1,1,10.0,44,1:22:59.394,4979394,26,3,1:48.222,232.987,4,1,2008,13,Belgium,401,1,0,,,,,,,,,,Brazilian
250,3,5,2,2,2,8.0,44,+9.383,4988777,36,7,1:49.067,231.182,4,1,2008,13,Belgium,401,1,0,,,,,,,,,,German
251,22,1,3,3,3,6.0,44,+10.539,4989933,20,2,1:48.135,233.175,4,1,2008,13,Belgium,401,1,0,,,,,,,,,,British
252,5,6,4,4,4,5.0,44,+14.478,4993872,25,9,1:49.238,230.820,4,1,2008,13,Belgium,401,1,0,,,,,,,,,,Spanish
253,15,10,5,5,5,4.0,44,+14.576,4993970,16,8,1:49.086,231.142,4,1,2008,13,Belgium,401,1,0,,,,,,,,,,German
254,4,8,6,6,6,3.0,44,+15.037,4994431,36,5,1:48.965,231.399,4,1,2008,13,Belgium,401,1,0,,,,,,,,,,Polish
255,14,9,7,7,7,2.0,44,+16.735,4996129,31,6,1:49.002,231.320,4,1,2008,13,Belgium,401,1,0,,,,,,,,,,French
256,10,7,8,8,8,1.0,44,+42.776,5022170,34,10,1:49.515,230.236,4,1,2008,13,Belgium,401,1,0,,,,,,,,,,Australian
257,12,13,9,9,9,0.0,44,+1:07.045,5046439,37,12,1:50.255,228.691,4,1,2008,13,Belgium,401,1,0,,,,,,,,,,German
269,15,1,1,1,1,10.0,53,1:26:47.494,5207494,53,14,1:30.510,230.414,4,1,2008,14,Italy,162,1,0,,,,,,,,,,German
270,23,2,2,2,2,8.0,53,+12.512,5220006,53,13,1:30.300,230.950,4,1,2008,14,Italy,162,1,0,,,,,,,,,,Finnish
271,4,11,3,3,3,6.0,53,+20.471,5227965,52,12,1:30.298,230.955,4,1,2008,14,Italy,162,1,0,,,,,,,,,,Polish
272,5,8,4,4,4,5.0,53,+23.903,5231397,51,9,1:29.961,231.820,4,1,2008,14,Italy,162,1,0,,,,,,,,,,Spanish
273,3,10,5,5,5,4.0,53,+27.748,5235242,53,6,1:29.807,232.217,4,1,2008,14,Italy,162,1,0,,,,,,,,,,German
274,2,6,6,6,6,3.0,53,+28.816,5236310,52,4,1:29.696,232.505,4,1,2008,14,Italy,162,1,0,,,,,,,,,,Brazilian
275,22,15,7,7,7,2.0,53,+29.912,5237406,52,5,1:29.721,232.440,4,1,2008,14,Italy,162,1,0,,,,,,,,,,British
276,10,3,8,8,8,1.0,53,+32.048,5239542,52,3,1:29.681,232.544,4,1,2008,14,Italy,162,1,0,,,,,,,,,,Australian
277,1,14,9,9,9,0.0,53,+39.468,5246962,53,1,1:28.047,236.859,4,1,2008,14,Italy,162,1,0,,,,,,,,,,Finnish
278,6,17,10,10,10,0.0,53,+54.445,5261939,53,16,1:30.918,229.380,4,1,2008,14,Italy,162,1,0,,,,,,,,,,Brazilian
279,12,9,11,11,11,0.0,53,+58.888,5266382,53,8,1:29.948,231.853,4,1,2008,14,Italy,162,1,0,,,,,,,,,,German
280,8,18,12,12,12,0.0,53,+1:02.015,5269509,53,11,1:30.215,231.167,4,1,2008,14,Italy,162,1,0,,,,,,,,,,Japanese
281,11,7,13,13,13,0.0,53,+1:05.954,5273448,52,15,1:30.853,229.544,4,1,2008,14,Italy,162,1,0,,,,,,,,,,Italian
282,7,5,14,14,14,0.0,53,+1:08.635,5276129,53,10,1:30.019,231.671,4,1,2008,14,Italy,162,1,0,,,,,,,,,,German
283,16,19,15,15,15,0.0,53,+1:13.370,5280864,52,7,1:29.827,232.166,4,1,2008,14,Italy,162,1,0,,,,,,,,,,British
289,5,15,1,1,1,10.0,61,1:57:16.304,7036304,55,3,1:45.768,172.464,4,1,2008,15,Singapore,18,0,2,,,,,,,,,,Spanish
290,7,8,2,2,2,8.0,61,+2.957,7039261,39,5,1:46.454,171.352,4,1,2008,15,Singapore,18,0,2,,,,,,,,,,German
291,22,2,3,3,3,6.0,61,+5.917,7042221,14,4,1:46.072,171.969,4,1,2008,15,Singapore,18,0,2,,,,,,,,,,British
292,12,7,4,4,4,5.0,61,+8.155,7044459,50,8,1:47.044,170.408,4,1,2008,15,Singapore,18,0,2,,,,,,,,,,German
293,15,6,5,5,5,4.0,61,+10.268,7046572,13,9,1:47.271,170.047,4,1,2008,15,Singapore,18,0,2,,,,,,,,,,German
294,3,9,6,6,6,3.0,61,+11.101,7047405,14,11,1:47.306,169.992,4,1,2008,15,Singapore,18,0,2,,,,,,,,,,German
295,9,14,7,7,7,2.0,61,+16.387,7052691,41,13,1:47.562,169.587,4,1,2008,15,Singapore,18,0,2,,,,,,,,,,British
296,8,10,8,8,8,1.0,61,+18.489,7054793,13,10,1:47.287,170.022,4,1,2008,15,Singapore,18,0,2,,,,,,,,,,Japanese
297,16,12,9,9,9,0.0,61,+19.885,7056189,61,15,1:48.128,168.700,4,1,2008,15,Singapore,18,0,2,,,,,,,,,,British
298,23,5,10,10,10,0.0,61,+26.902,7063206,14,12,1:47.337,169.943,4,1,2008,15,Singapore,18,0,2,,,,,,,,,,Finnish
299,4,4,11,11,11,0.0,61,+27.975,7064279,14,6,1:46.899,170.639,4,1,2008,15,Singapore,18,0,2,,,,,,,,,,Polish
300,14,17,12,12,12,0.0,61,+29.432,7065736,29,14,1:47.820,169.181,4,1,2008,15,Singapore,18,0,2,,,,,,,,,,French
301,2,1,13,13,13,0.0,61,+35.170,7071474,13,2,1:45.757,172.482,4,1,2008,15,Singapore,18,0,2,,,,,,,,,,Brazilian
302,21,20,14,14,14,0.0,61,+43.571,7079875,28,16,1:49.101,167.195,4,1,2008,15,Singapore,18,0,2,,,,,,,,,,Italian
309,5,4,1,1,1,10.0,67,1:30:21.892,5421892,41,3,1:19.101,207.668,4,1,2008,16,Japan,583,0,0,,,,,,,,,,Spanish
310,4,6,2,2,2,8.0,67,+5.283,5427175,16,7,1:19.292,207.168,4,1,2008,16,Japan,583,0,0,,,,,,,,,,Polish
311,1,2,3,3,3,6.0,67,+6.400,5428292,66,2,1:18.995,207.947,4,1,2008,16,Japan,583,0,0,,,,,,,,,,Finnish
312,6,12,4,4,4,5.0,67,+20.570,5442462,54,4,1:19.199,207.411,4,1,2008,16,Japan,583,0,0,,,,,,,,,,Brazilian
313,11,7,5,5,5,4.0,67,+23.767,5445659,18,9,1:19.524,206.564,4,1,2008,16,Japan,583,0,0,,,,,,,,,,Italian
314,15,9,6,6,6,3.0,67,+39.207,5461099,21,12,1:19.617,206.322,4,1,2008,16,Japan,583,0,0,,,,,,,,,,German
315,2,5,7,7,7,2.0,67,+46.158,5468050,55,1,1:18.426,209.456,4,1,2008,16,Japan,583,0,0,,,,,,,,,,Brazilian
316,10,13,8,8,8,1.0,67,+50.811,5472703,30,13,1:19.820,205.798,4,1,2008,16,Japan,583,0,0,,,,,,,,,,Australian
317,3,16,9,9,9,0.0,67,+54.120,5476012,67,8,1:19.461,206.727,4,1,2008,16,Japan,583,0,0,,,,,,,,,,German
318,14,10,10,10,10,0.0,67,+59.085,5480977,49,6,1:19.262,207.246,4,1,2008,16,Japan,583,0,0,,,,,,,,,,French
319,7,15,11,11,11,0.0,67,+1:02.096,5483988,66,10,1:19.531,206.545,4,1,2008,16,Japan,583,0,0,,,,,,,,,,German
320,22,1,12,12,12,0.0,67,+1:18.900,5500792,65,11,1:19.560,206.470,4,1,2008,16,Japan,583,0,0,,,,,,,,,,British
329,22,1,1,1,1,10.0,56,1:31:57.403,5517403,13,1,1:36.325,203.722,4,1,2008,17,China,5,0,2,,,,,,,,,,British
330,2,3,2,2,2,8.0,56,+14.925,5532328,36,4,1:36.591,203.161,4,1,2008,17,China,5,0,2,,,,,,,,,,Brazilian
331,1,2,3,3,3,6.0,56,+16.445,5533848,14,2,1:36.483,203.389,4,1,2008,17,China,5,0,2,,,,,,,,,,Finnish
332,5,4,4,4,4,5.0,56,+18.370,5535773,56,5,1:36.659,203.018,4,1,2008,17,China,5,0,2,,,,,,,,,,Spanish
333,3,9,5,5,5,4.0,56,+28.923,5546326,56,3,1:36.498,203.357,4,1,2008,17,China,5,0,2,,,,,,,,,,German
334,4,11,6,6,6,3.0,56,+33.219,5550622,56,7,1:36.854,202.610,4,1,2008,17,China,5,0,2,,,,,,,,,,Polish
335,12,12,7,7,7,2.0,56,+41.722,5559125,56,6,1:36.727,202.876,4,1,2008,17,China,5,0,2,,,,,,,,,,German
336,6,10,8,8,8,1.0,56,+56.645,5574048,56,8,1:36.996,202.313,4,1,2008,17,China,5,0,2,,,,,,,,,,Brazilian
337,15,6,9,9,9,0.0,56,+1:04.339,5581742,55,9,1:37.212,201.863,4,1,2008,17,China,5,0,2,,,,,,,,,,German
338,9,15,10,10,10,0.0,56,+1:14.842,5592245,27,14,1:37.753,200.746,4,1,2008,17,China,5,0,2,,,,,,,,,,British
339,17,13,11,11,11,0.0,56,+1:25.061,5602464,56,16,1:37.845,200.558,4,1,2008,17,China,5,0,2,,,,,,,,,,Brazilian
340,8,17,12,12,12,0.0,56,+1:30.847,5608250,54,17,1:38.019,200.202,4,1,2008,17,China,5,0,2,,,,,,,,,,Japanese
341,14,8,13,13,13,0.0,56,+1:31.457,5608860,36,12,1:37.452,201.366,4,1,2008,17,China,5,0,2,,,,,,,,,,French
342,10,16,14,14,14,0.0,56,+1:32.422,5609825,10,13,1:37.680,200.896,4,1,2008,17,China,5,0,2,,,,,,,,,,Australian
349,2,1,1,1,1,10.0,71,1:34:11.435,5651435,36,1,1:13.736,210.377,4,1,2008,18,Brazil,785,0,0,,,,,,,,,,Brazilian
350,5,6,2,2,2,8.0,71,+13.298,5664733,39,8,1:14.229,208.980,4,1,2008,18,Brazil,785,0,0,,,,,,,,,,Spanish
